Date,Ticker,Z_Score,Forecast,Actual,Win
2020-01-02,MS,0.460407539801285,0.18805340648359808,0.3228731650443604,1
2020-01-03,MS,0.5723552622324352,0.1890034396524882,0.32841830246491177,1
2020-01-06,MS,0.4027981373493962,0.17295234318974956,0.33148372347777594,1
2020-01-07,MS,0.41368202551276684,0.17397141644042807,0.3310650361883222,1
2020-01-08,MS,0.7047496232272682,0.19063630686156088,0.3297369148184347,1
2020-01-09,MS,1.928880630570306,0.26880917521690106,0.3291335814015228,1
2020-01-10,MS,0.5714654703689036,0.18230201902934404,0.32949867792417853,1
2020-01-13,MS,2.1023651563173926,0.28045764036404247,0.32869845531238634,1
2020-01-14,MS,0.6257187970548796,0.16339914911751172,0.3297535788272189,1
2020-01-15,MS,1.3865812002261817,0.20537721943428203,0.33010835307156894,1
2020-01-16,MS,-0.34813607114896095,0.21834722440140122,0.244621169214011,0
2020-01-17,MS,-0.5042530720793817,0.21181782692224302,0.24050458696724586,1
2020-01-21,MS,-1.0491527784567898,0.19790072150357765,0.27329108301079047,0
2020-01-22,MS,-1.089354260380537,0.19579894901416758,0.2851101017539355,0
2020-01-23,MS,-1.0835446622212261,0.19728332156037784,0.3354460894873831,0
2020-01-24,MS,-0.5198954081628072,0.24529835517136928,0.34748071921056345,0
2020-01-27,MS,-0.7205683227507027,0.24890180114474555,0.3414705453408478,0
2020-01-28,MS,-0.8670708408750879,0.24166836675514078,0.35102832953362384,0
2020-01-29,MS,-0.8887547514436683,0.24147390380007488,0.35097977596499813,0
2020-01-30,MS,-0.9717730575752042,0.23560529035063937,0.37290883449622475,0
2020-01-31,MS,-0.5887482755754764,0.2842776544422671,0.3892674358545529,0
2020-02-03,MS,-0.19118930664012834,0.308759173539499,0.3971555145828123,0
2020-02-04,MS,-0.2502513598404572,0.30994422758625484,0.417639303399818,0
2020-02-05,MS,-0.26634393810059015,0.3118216610654733,0.40435676724695824,0
2020-02-06,MS,-0.209515522125062,0.3155981654130868,0.5208978444213423,0
2020-02-07,MS,1.534348067458297,0.4375441244330363,0.5722561820546164,1
2020-02-10,MS,1.7070779873263942,0.44907723585082254,0.594812132577313,1
2020-02-11,MS,1.4208134488629718,0.42932865558925526,0.7672421243031181,1
2020-02-12,MS,-0.039794354538528226,0.3259024024400289,1.0488766675239098,0
2020-02-13,MS,-0.14904667691552687,0.31928117906253595,1.16870195904483,0
