Date,Ticker,Z_Score,Forecast,Actual,Win
2020-01-02,AAPL,0.08745990816347893,0.17888476667125183,0.2755946615657011,1
2020-01-03,AAPL,0.2010740701837785,0.1802284785091843,0.2925540101820384,1
2020-01-06,AAPL,0.1958307238581995,0.17943848489790915,0.2925915572497253,1
2020-01-07,AAPL,0.21338534671484985,0.18333509019734828,0.2924142235846102,1
2020-01-08,AAPL,0.8319178309196755,0.2580795670129398,0.2952825995907481,1
2020-01-09,AAPL,0.650642064346109,0.2270408915121125,0.287839659386919,1
2020-01-10,AAPL,0.9956373911715694,0.271377817227806,0.2891500079093043,1
2020-01-13,AAPL,0.7601417984868072,0.2498195977450259,0.2912481124874354,1
2020-01-14,AAPL,0.5340578986873046,0.23722260069598547,0.2878380125485556,1
2020-01-15,AAPL,0.13374968733221448,0.18906460314538703,0.2870285793642032,1
2020-01-16,AAPL,0.14332580649606524,0.18728662931895457,0.2929811737964422,1
2020-01-17,AAPL,0.14592060702892054,0.18801848450955336,0.29470556120219993,1
2020-01-21,AAPL,0.10572491396113826,0.18639053090604457,0.2961002614651695,1
2020-01-22,AAPL,0.28246635615546073,0.20795330356846303,0.3068343911335094,1
2020-01-23,AAPL,0.3359301736901489,0.2122483900692338,0.34812057887488307,1
2020-01-24,AAPL,0.48221789978682966,0.2295780404756519,0.3646258912407998,1
2020-01-27,AAPL,-0.12894011585602014,0.1920410589046395,0.35907022226299906,0
2020-01-28,AAPL,-0.25449812655956694,0.18580363030511085,0.40656765365101627,0
2020-01-29,AAPL,-0.511106099727172,0.15988529993651676,0.3947858038069879,0
2020-01-30,AAPL,-0.5209321444200579,0.15986758867148687,0.5187220217541026,0
2020-01-31,AAPL,-0.09991143808070027,0.2697252379061469,0.5073519129889973,0
2020-02-03,AAPL,0.0035263084613625997,0.27612333974244785,0.5343988185276065,1
2020-02-04,AAPL,-0.3963226427834486,0.23313574473930485,0.5311160791264721,0
2020-02-05,AAPL,-0.4489734240322271,0.22527967746783675,0.5301903082115141,0
2020-02-06,AAPL,-0.4596780170391771,0.22349746868310627,0.5898366476942037,0
2020-02-07,AAPL,-0.10406044295222668,0.27968144448641485,0.649696117311592,0
