ticker,horizon,step,feature,importance
CMCSA,21,0,rv_5d,0.0
CMCSA,21,0,rv_10d,0.0
CMCSA,21,0,rv_21d,0.014092
CMCSA,21,0,rv_63d,0.02075
CMCSA,21,0,rv_126d,0.048618
CMCSA,21,0,ewma_vol,0.0
CMCSA,21,0,garch_cond_vol,0.011354
CMCSA,21,0,ret_TARGET,0.0
CMCSA,21,0,tech_RSI,0.01228
CMCSA,21,0,tech_MACD_hist,0.0
CMCSA,21,0,ret_VIXY,0.0
CMCSA,21,0,mom21_VIXY,0.0
CMCSA,21,0,ret_HYG,0.0
CMCSA,21,0,mom21_HYG,0.0
CMCSA,21,0,ret_USO,0.0
CMCSA,21,0,mom21_USO,0.013046
CMCSA,21,0,ret_TLT,0.0
CMCSA,21,0,mom21_TLT,0.02105
CMCSA,21,0,ret_UUP,0.0
CMCSA,21,0,mom21_UUP,0.0
CMCSA,21,0,ret_SPY,0.0
CMCSA,21,0,mom21_SPY,0.0
CMCSA,21,0,vol_vel,0.0
CMCSA,21,0,vol_of_vol,0.023427
CMCSA,21,0,vol_regime_zscore,0.012187
CMCSA,21,0,vol_chg_21d,0.0
CMCSA,21,0,event_fed_gravity,0.179829
CMCSA,21,0,event_earn_gravity,0.01543
CMCSA,21,0,event_div_gravity,0.043983
CMCSA,21,0,event_cpi_gravity,0.122072
CMCSA,21,0,event_nfp_gravity,0.20496
CMCSA,21,0,put_call_skew_30d,0.01415
CMCSA,21,0,term_structure_slope,0.017167
CMCSA,21,0,vrp_wedge,0.012951
CMCSA,21,0,iv_atm_z_score,0.031092
CMCSA,21,0,macro_yield_curve_slope,0.018532
CMCSA,21,0,macro_hy_spread,0.020479
CMCSA,21,0,macro_hy_spread_chg_5d,0.0
CMCSA,21,0,macro_breakeven_5y,0.014309
CMCSA,21,0,macro_inflation_fwd_5y5y,0.015454
CMCSA,21,0,macro_inflation_fwd_chg_21d,0.022966
CMCSA,21,0,macro_inflation_fwd_abs_chg_21d,0.0
CMCSA,21,0,macro_inflation_fwd_chg_63d,0.015516
CMCSA,21,0,macro_inflation_fwd_zscore,0.019999
CMCSA,21,0,macro_dollar_ret,0.0
CMCSA,21,0,beta_spy,0.01385
CMCSA,21,0,res_vol,0.021455
CMCSA,21,0,res_vol_vel,0.0
CMCSA,21,0,price_regime,0.019
CMCSA,21,0,corr_sector_21d,0.0
CMCSA,21,0,corr_sector_252d,0.0
CMCSA,21,0,sector_wedge,0.0
CMCSA,21,1,rv_5d,0.0
CMCSA,21,1,rv_10d,0.0
CMCSA,21,1,rv_21d,0.013704
CMCSA,21,1,rv_63d,0.02028
CMCSA,21,1,rv_126d,0.053587
CMCSA,21,1,ewma_vol,0.0
CMCSA,21,1,garch_cond_vol,0.01131
CMCSA,21,1,ret_TARGET,0.0
CMCSA,21,1,tech_RSI,0.011785
CMCSA,21,1,tech_MACD_hist,0.0
CMCSA,21,1,ret_VIXY,0.0
CMCSA,21,1,mom21_VIXY,0.0
CMCSA,21,1,ret_HYG,0.0
CMCSA,21,1,mom21_HYG,0.0
CMCSA,21,1,ret_USO,0.0
CMCSA,21,1,mom21_USO,0.017404
CMCSA,21,1,ret_TLT,0.0
CMCSA,21,1,mom21_TLT,0.017854
CMCSA,21,1,ret_UUP,0.0
CMCSA,21,1,mom21_UUP,0.0
CMCSA,21,1,ret_SPY,0.0
CMCSA,21,1,mom21_SPY,0.0
CMCSA,21,1,vol_vel,0.0
CMCSA,21,1,vol_of_vol,0.021596
CMCSA,21,1,vol_regime_zscore,0.01299
CMCSA,21,1,vol_chg_21d,0.0
CMCSA,21,1,event_fed_gravity,0.166529
CMCSA,21,1,event_earn_gravity,0.016158
CMCSA,21,1,event_div_gravity,0.052457
CMCSA,21,1,event_cpi_gravity,0.109658
CMCSA,21,1,event_nfp_gravity,0.21392
CMCSA,21,1,put_call_skew_30d,0.01317
CMCSA,21,1,term_structure_slope,0.020567
CMCSA,21,1,vrp_wedge,0.012394
