ticker,horizon,step,feature,importance
AMZN,21,0,rv_5d,0.0
AMZN,21,0,rv_10d,0.0
AMZN,21,0,rv_21d,0.217551
AMZN,21,0,rv_63d,0.04173
AMZN,21,0,rv_126d,0.017113
AMZN,21,0,ewma_vol,0.007951
AMZN,21,0,garch_cond_vol,0.0
AMZN,21,0,ret_TARGET,0.0
AMZN,21,0,tech_RSI,0.0
AMZN,21,0,tech_MACD_hist,0.0
AMZN,21,0,ret_VIXY,0.0
AMZN,21,0,mom21_VIXY,0.012891
AMZN,21,0,ret_HYG,0.0
AMZN,21,0,mom21_HYG,0.0
AMZN,21,0,ret_USO,0.0
AMZN,21,0,mom21_USO,0.010671
AMZN,21,0,ret_TLT,0.0
AMZN,21,0,mom21_TLT,0.0
AMZN,21,0,ret_UUP,0.0
AMZN,21,0,mom21_UUP,0.0
AMZN,21,0,ret_SPY,0.0
AMZN,21,0,mom21_SPY,0.0
AMZN,21,0,vol_vel,0.0
AMZN,21,0,vol_of_vol,0.050094
AMZN,21,0,vol_regime_zscore,0.0
AMZN,21,0,vol_chg_21d,0.008302
AMZN,21,0,event_fed_gravity,0.071124
AMZN,21,0,event_earn_gravity,0.038238
AMZN,21,0,event_div_gravity,0.0
AMZN,21,0,event_cpi_gravity,0.033649
AMZN,21,0,event_nfp_gravity,0.036773
AMZN,21,0,put_call_skew_30d,0.099196
AMZN,21,0,term_structure_slope,0.010182
AMZN,21,0,vrp_wedge,0.027514
AMZN,21,0,iv_atm_z_score,0.015796
AMZN,21,0,macro_yield_curve_slope,0.011114
AMZN,21,0,macro_hy_spread,0.158492
AMZN,21,0,macro_hy_spread_chg_5d,0.0
AMZN,21,0,macro_breakeven_5y,0.017488
AMZN,21,0,macro_inflation_fwd_5y5y,0.015076
AMZN,21,0,macro_inflation_fwd_chg_21d,0.0
AMZN,21,0,macro_inflation_fwd_abs_chg_21d,0.0
AMZN,21,0,macro_inflation_fwd_chg_63d,0.0
AMZN,21,0,macro_inflation_fwd_zscore,0.013298
AMZN,21,0,macro_dollar_ret,0.0
AMZN,21,0,beta_spy,0.00974
AMZN,21,0,res_vol,0.046098
AMZN,21,0,res_vol_vel,0.00862
AMZN,21,0,price_regime,0.0
AMZN,21,0,corr_sector_21d,0.0
AMZN,21,0,corr_sector_252d,0.0213
AMZN,21,0,sector_wedge,0.0
AMZN,21,1,rv_5d,0.0
AMZN,21,1,rv_10d,0.0
AMZN,21,1,rv_21d,0.220095
AMZN,21,1,rv_63d,0.039346
AMZN,21,1,rv_126d,0.015455
AMZN,21,1,ewma_vol,0.0
AMZN,21,1,garch_cond_vol,0.0
AMZN,21,1,ret_TARGET,0.0
AMZN,21,1,tech_RSI,0.0
AMZN,21,1,tech_MACD_hist,0.0
AMZN,21,1,ret_VIXY,0.0
AMZN,21,1,mom21_VIXY,0.013372
AMZN,21,1,ret_HYG,0.0
