ticker,horizon,step,feature,importance
LOW,21,0,rv_5d,0.0
LOW,21,0,rv_10d,0.017464
LOW,21,0,rv_21d,0.051383
LOW,21,0,rv_63d,0.019912
LOW,21,0,rv_126d,0.029634
LOW,21,0,ewma_vol,0.030151
LOW,21,0,garch_cond_vol,0.010354
LOW,21,0,ret_TARGET,0.0
LOW,21,0,tech_RSI,0.017788
LOW,21,0,tech_MACD_hist,0.0
LOW,21,0,ret_VIXY,0.0
LOW,21,0,mom21_VIXY,0.013912
LOW,21,0,ret_HYG,0.0
LOW,21,0,mom21_HYG,0.012794
LOW,21,0,ret_USO,0.0
LOW,21,0,mom21_USO,0.013531
LOW,21,0,ret_TLT,0.0
LOW,21,0,mom21_TLT,0.016133
LOW,21,0,ret_UUP,0.0
LOW,21,0,mom21_UUP,0.0
LOW,21,0,ret_SPY,0.0
LOW,21,0,mom21_SPY,0.0
LOW,21,0,vol_vel,0.0
LOW,21,0,vol_of_vol,0.0
LOW,21,0,vol_regime_zscore,0.0
LOW,21,0,vol_chg_21d,0.0
LOW,21,0,event_fed_gravity,0.063223
LOW,21,0,event_earn_gravity,0.0
LOW,21,0,event_div_gravity,0.0
LOW,21,0,event_cpi_gravity,0.032398
LOW,21,0,event_nfp_gravity,0.073496
LOW,21,0,put_call_skew_30d,0.216151
LOW,21,0,term_structure_slope,0.028258
LOW,21,0,vrp_wedge,0.024688
LOW,21,0,iv_atm_z_score,0.062997
LOW,21,0,macro_yield_curve_slope,0.025866
LOW,21,0,macro_hy_spread,0.023576
LOW,21,0,macro_hy_spread_chg_5d,0.0
LOW,21,0,macro_breakeven_5y,0.026615
LOW,21,0,macro_inflation_fwd_5y5y,0.0
LOW,21,0,macro_inflation_fwd_chg_21d,0.01265
LOW,21,0,macro_inflation_fwd_abs_chg_21d,0.0
LOW,21,0,macro_inflation_fwd_chg_63d,0.063564
LOW,21,0,macro_inflation_fwd_zscore,0.027166
LOW,21,0,macro_dollar_ret,0.0
LOW,21,0,beta_spy,0.0
LOW,21,0,res_vol,0.016755
LOW,21,0,res_vol_vel,0.0
LOW,21,0,price_regime,0.019576
LOW,21,0,corr_sector_21d,0.015103
LOW,21,0,corr_sector_252d,0.024104
LOW,21,0,sector_wedge,0.010757
LOW,21,1,rv_5d,0.0
LOW,21,1,rv_10d,0.018037
LOW,21,1,rv_21d,0.05143
LOW,21,1,rv_63d,0.019887
LOW,21,1,rv_126d,0.034518
LOW,21,1,ewma_vol,0.02767
LOW,21,1,garch_cond_vol,0.0
LOW,21,1,ret_TARGET,0.0
LOW,21,1,tech_RSI,0.018153
LOW,21,1,tech_MACD_hist,0.0
LOW,21,1,ret_VIXY,0.0
LOW,21,1,mom21_VIXY,0.013248
