ticker,horizon,step,feature,importance
TGT,21,0,rv_5d,0.0
TGT,21,0,rv_10d,0.0
TGT,21,0,rv_21d,0.015151
TGT,21,0,rv_63d,0.016734
TGT,21,0,rv_126d,0.027347
TGT,21,0,ewma_vol,0.0
TGT,21,0,garch_cond_vol,0.0
TGT,21,0,ret_TARGET,0.0
TGT,21,0,tech_RSI,0.023939
TGT,21,0,tech_MACD_hist,0.0
TGT,21,0,ret_VIXY,0.0
TGT,21,0,mom21_VIXY,0.021196
TGT,21,0,ret_HYG,0.0
TGT,21,0,mom21_HYG,0.0
TGT,21,0,ret_USO,0.0
TGT,21,0,mom21_USO,0.016325
TGT,21,0,ret_TLT,0.0
TGT,21,0,mom21_TLT,0.0
TGT,21,0,ret_UUP,0.0
TGT,21,0,mom21_UUP,0.0
TGT,21,0,ret_SPY,0.0
TGT,21,0,mom21_SPY,0.0
TGT,21,0,vol_vel,0.0
TGT,21,0,vol_of_vol,0.014355
TGT,21,0,vol_regime_zscore,0.013536
TGT,21,0,vol_chg_21d,0.02329
TGT,21,0,event_fed_gravity,0.063547
TGT,21,0,event_earn_gravity,0.0
TGT,21,0,event_div_gravity,0.0
TGT,21,0,event_cpi_gravity,0.051565
TGT,21,0,event_nfp_gravity,0.089368
TGT,21,0,put_call_skew_30d,0.025913
TGT,21,0,term_structure_slope,0.025463
TGT,21,0,vrp_wedge,0.029497
TGT,21,0,iv_atm_z_score,0.0
TGT,21,0,macro_yield_curve_slope,0.013894
TGT,21,0,macro_hy_spread,0.021176
TGT,21,0,macro_hy_spread_chg_5d,0.0
TGT,21,0,macro_breakeven_5y,0.020712
TGT,21,0,macro_inflation_fwd_5y5y,0.017828
TGT,21,0,macro_inflation_fwd_chg_21d,0.0
TGT,21,0,macro_inflation_fwd_abs_chg_21d,0.0
TGT,21,0,macro_inflation_fwd_chg_63d,0.012939
TGT,21,0,macro_inflation_fwd_zscore,0.073868
TGT,21,0,macro_dollar_ret,0.0
TGT,21,0,beta_spy,0.072031
TGT,21,0,res_vol,0.212903
TGT,21,0,res_vol_vel,0.012761
TGT,21,0,price_regime,0.043332
TGT,21,0,corr_sector_21d,0.017028
TGT,21,0,corr_sector_252d,0.0
TGT,21,0,sector_wedge,0.024302
TGT,21,1,rv_5d,0.0
TGT,21,1,rv_10d,0.0
TGT,21,1,rv_21d,0.016849
TGT,21,1,rv_63d,0.016571
TGT,21,1,rv_126d,0.022952
TGT,21,1,ewma_vol,0.0
TGT,21,1,garch_cond_vol,0.0
TGT,21,1,ret_TARGET,0.0
TGT,21,1,tech_RSI,0.02249
TGT,21,1,tech_MACD_hist,0.0
TGT,21,1,ret_VIXY,0.0
TGT,21,1,mom21_VIXY,0.01545
TGT,21,1,ret_HYG,0.0
TGT,21,1,mom21_HYG,0.011196
TGT,21,1,ret_USO,0.0
TGT,21,1,mom21_USO,0.024399
TGT,21,1,ret_TLT,0.0
TGT,21,1,mom21_TLT,0.0
TGT,21,1,ret_UUP,0.0
TGT,21,1,mom21_UUP,0.0
TGT,21,1,ret_SPY,0.0
TGT,21,1,mom21_SPY,0.0
TGT,21,1,vol_vel,0.0
TGT,21,1,vol_of_vol,0.011926
TGT,21,1,vol_regime_zscore,0.012115
TGT,21,1,vol_chg_21d,0.017399
TGT,21,1,event_fed_gravity,0.054759
TGT,21,1,event_earn_gravity,0.0
TGT,21,1,event_div_gravity,0.0
TGT,21,1,event_cpi_gravity,0.034631
TGT,21,1,event_nfp_gravity,0.082761
TGT,21,1,put_call_skew_30d,0.02486
TGT,21,1,term_structure_slope,0.028155
