ticker,horizon,step,feature,importance
MS,21,0,rv_5d,0.0
MS,21,0,rv_10d,0.127737
MS,21,0,rv_21d,0.015181
MS,21,0,rv_63d,0.004406
MS,21,0,rv_126d,0.011004
MS,21,0,ewma_vol,0.231353
MS,21,0,garch_cond_vol,0.285861
MS,21,0,ret_TARGET,0.0
MS,21,0,tech_RSI,0.0
MS,21,0,tech_MACD_hist,0.005863
MS,21,0,ret_VIXY,0.0
MS,21,0,mom21_VIXY,0.004024
MS,21,0,ret_HYG,0.0
MS,21,0,mom21_HYG,0.006167
MS,21,0,ret_USO,0.0
MS,21,0,mom21_USO,0.003613
MS,21,0,ret_TLT,0.0
MS,21,0,mom21_TLT,0.004063
MS,21,0,ret_UUP,0.0
MS,21,0,mom21_UUP,0.004117
MS,21,0,ret_SPY,0.0
MS,21,0,mom21_SPY,0.0
MS,21,0,vol_vel,0.0
MS,21,0,vol_of_vol,0.004439
MS,21,0,vol_regime_zscore,0.0
MS,21,0,vol_chg_21d,0.005577
MS,21,0,event_fed_gravity,0.028371
MS,21,0,event_earn_gravity,0.0
MS,21,0,event_div_gravity,0.0
MS,21,0,event_cpi_gravity,0.01791
MS,21,0,event_nfp_gravity,0.029635
MS,21,0,put_call_skew_30d,0.011811
MS,21,0,term_structure_slope,0.0
MS,21,0,vrp_wedge,0.004215
MS,21,0,iv_atm_z_score,0.007799
MS,21,0,macro_yield_curve_slope,0.009259
MS,21,0,macro_hy_spread,0.058258
MS,21,0,macro_hy_spread_chg_5d,0.0
MS,21,0,macro_breakeven_5y,0.0
MS,21,0,macro_inflation_fwd_5y5y,0.004148
MS,21,0,macro_inflation_fwd_chg_21d,0.003188
MS,21,0,macro_inflation_fwd_abs_chg_21d,0.004278
MS,21,0,macro_inflation_fwd_chg_63d,0.007205
MS,21,0,macro_inflation_fwd_zscore,0.00536
MS,21,0,macro_dollar_ret,0.0
MS,21,0,beta_spy,0.012279
MS,21,0,res_vol,0.044779
MS,21,0,res_vol_vel,0.0
MS,21,0,price_regime,0.028087
MS,21,0,corr_sector_21d,0.006389
MS,21,0,corr_sector_252d,0.003625
