date,fwd_premium_21d,fwd_premium_63d,fwd_premium_126d,fwd_premium_21_to_63d,fwd_premium_63_to_126d,fwd_premium_ewma_21d,fwd_premium_ewma_63d,fwd_premium_ewma_126d
10/25/2016,0.037104,0.040863,0.056076,0.042716,0.071273,0.037717,0.036157,0.049394
10/26/2016,0.053852,0.046262,0.056101,0.042358,0.066185,0.039184,0.037076,0.050003
10/27/2016,0.0521,0.047471,0.060229,0.045117,0.073268,0.040358,0.038021,0.050933
10/28/2016,0.044358,0.042136,0.056021,0.041016,0.070223,0.040722,0.038395,0.051396
10/31/2016,0.039574,0.040215,0.05276,0.040534,0.065436,0.040617,0.03856,0.05152
11/1/2016,0.038634,0.04713,0.057024,0.051247,0.067125,0.040437,0.039339,0.05202
11/2/2016,0.052111,0.051458,0.063492,0.051131,0.075958,0.041498,0.040441,0.053063
11/3/2016,0.051003,0.053195,0.060446,0.054283,0.068032,0.042362,0.041601,0.053734
11/4/2016,0.051412,0.048276,0.061423,0.04669,0.074675,0.043185,0.042207,0.054433
11/7/2016,0.025132,0.035787,0.047138,0.0409,0.058583,0.041544,0.041624,0.05377
11/8/2016,0.028632,0.036102,0.046803,0.03973,0.057551,0.04037,0.041122,0.053137
11/9/2016,0.041616,0.050759,0.064512,0.055172,0.078703,0.040483,0.041998,0.054171
11/10/2016,0.045315,0.052968,0.066934,0.056684,0.081316,0.040922,0.042995,0.055331
11/11/2016,0.060683,0.063345,0.075265,0.064664,0.087958,0.042719,0.044845,0.057143
11/14/2016,0.064062,0.062887,0.072815,0.062296,0.083543,0.044659,0.046485,0.058568
11/15/2016,0.063978,0.052687,0.064923,0.046789,0.077824,0.046415,0.047049,0.059146
11/16/2016,0.063734,0.054106,0.06611,0.04911,0.078888,0.04799,0.047691,0.059779
11/17/2016,0.062655,0.051162,0.064832,0.045152,0.079167,0.049323,0.048006,0.060238
11/18/2016,0.055876,0.045675,0.059165,0.040361,0.073177,0.049919,0.047794,0.060141
11/21/2016,0.062198,0.052554,0.065094,0.047547,0.07883,0.051035,0.048227,0.060591
11/22/2016,0.058742,0.061306,0.065477,0.062576,0.070533,0.051736,0.049416,0.061035
11/23/2016,0.053046,0.048759,0.063438,0.04658,0.078942,0.051855,0.049356,0.061254
11/25/2016,0.056969,0.054853,0.064909,0.053786,0.075975,0.05232,0.049856,0.061586
11/28/2016,0.069624,0.055841,0.066982,0.048574,0.07923,0.053893,0.0504,0.062076
11/29/2016,0.075335,0.059814,0.068143,0.051589,0.077081,0.055842,0.051256,0.062628
11/30/2016,0.056831,0.054286,0.066427,0.053001,0.079107,0.055932,0.051531,0.062973
12/1/2016,0.050693,0.046377,0.063306,0.044181,0.080936,0.055456,0.051063,0.063004
12/2/2016,0.036431,0.040908,0.056265,0.043106,0.071814,0.053726,0.050139,0.062391
12/5/2016,0.033735,0.041927,0.059069,0.045888,0.076379,0.051909,0.049393,0.062089
12/6/2016,0.036061,0.044684,0.060666,0.048847,0.076946,0.050468,0.048965,0.06196
12/7/2016,0.034002,0.044548,0.057421,0.0496,0.070776,0.048971,0.048563,0.061547
12/8/2016,0.03322,0.046274,0.058194,0.052467,0.070604,0.047539,0.048355,0.061242
12/9/2016,0.027317,0.047396,0.056465,0.056661,0.066007,0.045701,0.048268,0.060808
12/12/2016,0.033325,0.042505,0.055772,0.046924,0.069445,0.044576,0.047744,0.06035
12/13/2016,0.037511,0.044864,0.059128,0.048431,0.073803,0.043934,0.047482,0.060239
12/14/2016,0.038362,0.047287,0.059509,0.051593,0.072298,0.043427,0.047465,0.060173
12/15/2016,0.030061,0.041217,0.055318,0.046543,0.069738,0.042212,0.046897,0.059731
12/16/2016,0.022316,0.033047,0.052457,0.038167,0.07152,0.040403,0.045638,0.05907
12/19/2016,0.02147,0.033056,0.050772,0.038563,0.068279,0.038682,0.044494,0.058316
12/20/2016,0.024207,0.034994,0.051514,0.040142,0.068022,0.037366,0.04363,0.057697
12/21/2016,0.033168,0.040833,0.055829,0.044545,0.071071,0.036984,0.043376,0.057527
12/22/2016,0.029978,0.037523,0.05236,0.041176,0.067302,0.036348,0.042844,0.057058
12/23/2016,0.027127,0.036444,0.055313,0.040921,0.073937,0.035509,0.042262,0.056899
12/27/2016,0.034043,0.037168,0.054635,0.038709,0.07203,0.035376,0.041799,0.056693
12/28/2016,0.034748,0.037674,0.055923,0.039119,0.074062,0.035319,0.041424,0.056623
12/29/2016,0.047139,0.040361,0.056365,0.036875,0.072619,0.036393,0.041327,0.0566
12/30/2016,0.045484,0.044516,0.060738,0.044029,0.077238,0.03722,0.041617,0.056976
1/3/2017,0.04068,0.041862,0.058396,0.04245,0.075234,0.037534,0.041639,0.057105
1/4/2017,0.038914,0.039958,0.05749,0.040478,0.075204,0.03766,0.041487,0.05714
1/5/2017,0.044292,0.041223,0.056771,0.039669,0.07279,0.038263,0.041463,0.057106
1/6/2017,0.036314,0.038387,0.054837,0.039415,0.071468,0.038086,0.041183,0.0569
1/9/2017,0.047829,0.049145,0.062457,0.0498,0.076397,0.038971,0.041907,0.057405
1/10/2017,0.05411,0.048506,0.062817,0.045641,0.077887,0.040348,0.042507,0.057897
1/11/2017,0.051231,0.049643,0.062768,0.048845,0.076678,0.041337,0.043156,0.05834
1/12/2017,0.045365,0.047172,0.061259,0.048069,0.076007,0.041703,0.043521,0.058605
1/13/2017,0.040392,0.045979,0.059867,0.048709,0.074398,0.041584,0.043744,0.05872
1/17/2017,0.041594,0.044104,0.056632,0.045347,0.069878,0.041585,0.043777,0.05853
1/18/2017,0.032362,0.037286,0.047837,0.039696,0.059001,0.040746,0.043187,0.057558
1/19/2017,0.029516,0.036838,0.050512,0.040386,0.064647,0.039725,0.04261,0.056918
1/20/2017,0.028405,0.032604,0.045415,0.034665,0.058679,0.038696,0.0417,0.055872
1/23/2017,0.026582,0.030423,0.054618,0.032311,0.078141,0.037595,0.040675,0.055758
1/24/2017,0.031568,0.028298,0.048917,0.026638,0.069346,0.037047,0.03955,0.055136
1/25/2017,0.02899,0.031245,0.047289,0.03236,0.063612,0.036315,0.038795,0.054423
1/26/2017,0.04475,0.039382,0.053037,0.036636,0.067381,0.037082,0.038848,0.054297
1/27/2017,-0.001714,0.015395,0.044141,0.023257,0.071032,0.033555,0.036716,0.053373
1/30/2017,0.014312,0.029836,0.051075,0.03708,0.071799,0.031805,0.03609,0.053165
1/31/2017,0.023967,0.034982,0.053748,0.040233,0.072445,0.031093,0.03599,0.053218
2/1/2017,0.013352,0.031291,0.051519,0.039575,0.07127,0.02948,0.035563,0.053063
2/2/2017,0.014484,0.035575,0.052337,0.045202,0.068997,0.028117,0.035564,0.052997
2/3/2017,0.003847,0.022087,0.04781,0.030453,0.072064,0.02591,0.034339,0.052526
2/6/2017,0.005711,0.027532,0.047183,0.037412,0.066304,0.024074,0.03372,0.05204
2/7/2017,0.018225,0.031802,0.052477,0.038198,0.072745,0.023542,0.033546,0.05208
2/8/2017,0.018858,0.040822,0.053192,0.050843,0.065826,0.023116,0.034207,0.052181
2/9/2017,0.010089,0.030402,0.050284,0.039689,0.069629,0.021932,0.033861,0.052008
2/10/2017,0.031697,0.051952,0.074715,0.061313,0.097179,0.02282,0.035506,0.054073
2/13/2017,0.030046,0.047687,0.069311,0.055909,0.090899,0.023477,0.036613,0.055458
2/14/2017,0.013423,0.031578,0.059562,0.039952,0.086151,0.022563,0.036155,0.055831
2/15/2017,0.006962,0.030283,0.057963,0.040773,0.083765,0.021145,0.035621,0.056025
2/16/2017,0.010138,0.034741,0.061915,0.045798,0.087891,0.020144,0.035541,0.05656
2/17/2017,0.012973,0.036347,0.062398,0.046921,0.087415,0.019492,0.035615,0.057091
2/21/2017,0.019813,0.032152,0.046885,0.037994,0.062097,0.019521,0.0353,0.056163
2/22/2017,0.032513,0.0398,0.054222,0.043333,0.069116,0.020702,0.035709,0.055987
2/23/2017,0.02776,0.038532,0.051618,0.043676,0.065196,0.021344,0.035966,0.05559
2/24/2017,0.028756,0.041778,0.053177,0.047945,0.064924,0.022018,0.036494,0.05537
2/27/2017,0.028262,0.0407,0.052289,0.046602,0.06447,0.022586,0.036876,0.05509
2/28/2017,0.036502,0.038376,0.053222,0.039305,0.068149,0.023851,0.037013,0.05492
3/1/2017,0.02678,0.034486,0.049355,0.03821,0.064634,0.024117,0.036783,0.054414
3/2/2017,0.021943,0.034018,0.048904,0.039742,0.064034,0.023919,0.036532,0.053913
3/3/2017,0.013374,0.031748,0.048125,0.040207,0.06444,0.022961,0.036097,0.053387
3/6/2017,0.009975,0.029898,0.047102,0.038998,0.064014,0.02178,0.035533,0.052816
3/7/2017,0.017134,0.036848,0.048566,0.0459,0.060557,0.021358,0.035653,0.052429
3/8/2017,0.032872,0.042368,0.055196,0.046935,0.068313,0.022405,0.036263,0.052681
3/9/2017,0.025229,0.0436,0.049181,0.052138,0.05534,0.022661,0.03693,0.052363
3/10/2017,0.013128,0.037116,0.048886,0.047969,0.061136,0.021795,0.036947,0.052047
3/13/2017,0.025771,0.032008,0.047531,0.035044,0.06375,0.022156,0.036498,0.051636
3/14/2017,0.034792,0.041335,0.053777,0.044522,0.067297,0.023305,0.036938,0.051831
3/15/2017,0.018359,0.031867,0.048034,0.038241,0.064974,0.022855,0.036477,0.051486
3/16/2017,0.017125,0.028768,0.046039,0.034301,0.063751,0.022334,0.035776,0.05099
3/17/2017,0.031311,0.038415,0.046813,0.041865,0.056152,0.02315,0.036016,0.050611
3/20/2017,0.012702,0.02806,0.042102,0.035237,0.05655,0.022201,0.035293,0.049837
3/21/2017,0.019783,0.029793,0.044668,0.034584,0.060058,0.021981,0.034793,0.049367
3/22/2017,0.024037,0.031835,0.045511,0.035605,0.059775,0.022168,0.034524,0.049017
3/23/2017,0.029596,0.03138,0.044525,0.032265,0.058363,0.022843,0.034238,0.048608
3/24/2017,0.019436,0.029013,0.0433,0.033605,0.058078,0.022533,0.033763,0.048126
3/27/2017,0.029999,0.03729,0.04593,0.040827,0.055371,0.023212,0.034084,0.047926
3/28/2017,0.030322,0.037723,0.04604,0.041312,0.055126,0.023858,0.034414,0.047755
3/29/2017,0.025313,0.01796,0.036183,0.014154,0.054762,0.023991,0.032919,0.046703
3/30/2017,0.019829,0.022825,0.037183,0.024302,0.051969,0.023612,0.032001,0.045837
3/31/2017,0.023966,0.027472,0.040302,0.029198,0.053664,0.023644,0.031589,0.045334
4/3/2017,0.02264,0.026784,0.038663,0.028818,0.051141,0.023553,0.031152,0.044728
4/4/2017,0.023388,0.02199,0.03808,0.021286,0.05462,0.023538,0.030319,0.044123
4/5/2017,0.035134,0.037482,0.039539,0.038645,0.042057,0.024592,0.030971,0.043707
4/6/2017,0.028158,0.027504,0.040638,0.027175,0.054492,0.024916,0.030655,0.043428
4/7/2017,0.031928,0.030552,0.043775,0.029859,0.057903,0.025554,0.030646,0.043459
4/10/2017,0.038724,0.035747,0.047292,0.034239,0.059791,0.026751,0.03111,0.043808
4/11/2017,0.045238,0.044045,0.050532,0.043446,0.057875,0.028432,0.032286,0.044419
4/12/2017,0.046316,0.044132,0.050981,0.04303,0.058698,0.030058,0.033363,0.045015
4/13/2017,0.061089,0.05612,0.054713,0.053588,0.053368,0.032879,0.035432,0.045897
4/17/2017,0.05093,0.044304,0.051878,0.0409,0.060478,0.03452,0.036238,0.046441
4/18/2017,0.055262,0.044937,0.052334,0.039554,0.06076,0.036405,0.037029,0.046977
4/19/2017,0.053359,0.044982,0.052623,0.040648,0.060959,0.037947,0.037752,0.04749
4/20/2017,0.0549,0.040207,0.051109,0.032397,0.063126,0.039488,0.037975,0.047819
4/21/2017,0.053386,0.041146,0.052303,0.034708,0.064516,0.040751,0.038263,0.048227
4/24/2017,0.036977,0.033929,0.049079,0.032384,0.065083,0.040408,0.037869,0.048304
4/25/2017,0.043712,0.037948,0.047911,0.034995,0.058608,0.040709,0.037876,0.048268
4/26/2017,0.04125,0.030698,0.04062,0.025173,0.050902,0.040758,0.037224,0.047573
4/27/2017,0.043915,0.035497,0.044943,0.031136,0.054804,0.041045,0.037067,0.047334
4/28/2017,0.015804,0.028868,0.044129,0.035032,0.059449,0.03875,0.036322,0.047043
5/1/2017,0.017209,0.02563,0.042139,0.029683,0.058536,0.036792,0.03535,0.046597
5/2/2017,0.014849,0.026116,0.042807,0.031471,0.059635,0.034797,0.03451,0.046252
5/3/2017,0.022339,0.041549,0.045414,0.05042,0.049724,0.033664,0.03515,0.046176
5/4/2017,0.024966,0.03198,0.045411,0.035383,0.059186,0.032874,0.034862,0.046106
5/5/2017,0.022183,0.032549,0.04397,0.037508,0.055768,0.031902,0.034652,0.045912
5/8/2017,0.015752,0.030586,0.043168,0.037537,0.056142,0.030434,0.034282,0.045663
5/9/2017,0.028816,0.035663,0.047773,0.038988,0.060177,0.030287,0.034408,0.045855
5/10/2017,0.020237,0.032023,0.044065,0.037623,0.056449,0.029373,0.034191,0.045692
5/11/2017,0.022159,0.031796,0.042981,0.036417,0.054242,0.028717,0.033973,0.045445
5/12/2017,0.022987,0.033846,0.044843,0.039028,0.055939,0.028196,0.033962,0.045391
5/15/2017,0.029201,0.037154,0.047363,0.040997,0.057788,0.028288,0.034252,0.04557
5/16/2017,0.026967,0.037542,0.04839,0.042595,0.059541,0.028168,0.034551,0.045826
5/17/2017,0.04849,0.04313,0.056691,0.04039,0.071451,0.030015,0.035331,0.046814
5/18/2017,0.040394,0.041217,0.05679,0.041627,0.073383,0.030959,0.035866,0.047721
5/19/2017,0.029036,0.039062,0.052282,0.043865,0.066106,0.030784,0.036156,0.048136
5/22/2017,0.023641,0.03855,0.051752,0.045543,0.065356,0.030134,0.036374,0.048464
5/23/2017,0.024695,0.038324,0.052733,0.04475,0.067486,0.02964,0.036551,0.048852
5/24/2017,0.029821,0.041984,0.05206,0.047763,0.062781,0.029656,0.037045,0.049144
5/25/2017,0.022104,0.03124,0.046328,0.035625,0.061783,0.02897,0.036517,0.048888
5/26/2017,0.016045,0.026891,0.044351,0.03205,0.0618,0.027795,0.035642,0.048476
5/30/2017,0.0191,0.02716,0.044657,0.031043,0.062077,0.027004,0.034871,0.048128
5/31/2017,0.024763,0.029466,0.045975,0.031769,0.062548,0.026801,0.03438,0.047933
6/1/2017,0.019462,0.031607,0.046122,0.037358,0.060821,0.026134,0.034128,0.047768
6/2/2017,0.019403,0.027868,0.04419,0.031941,0.060146,0.025522,0.033559,0.047443
6/5/2017,0.017605,0.026164,0.043576,0.030277,0.060458,0.024802,0.032886,0.047091
6/6/2017,0.018379,0.025977,0.046284,0.029646,0.066807,0.024218,0.032258,0.047018
6/7/2017,0.016366,0.024226,0.044574,0.028016,0.065079,0.023504,0.031528,0.046796
6/8/2017,0.016247,0.023312,0.04391,0.026731,0.064581,0.022845,0.030781,0.046533
6/9/2017,0.007333,0.026724,0.040158,0.035603,0.054284,0.021434,0.030412,0.045954
6/12/2017,0.018035,0.024035,0.042683,0.026953,0.061868,0.021125,0.029833,0.045656
6/13/2017,0.012584,0.020606,0.040284,0.024467,0.060304,0.020349,0.028994,0.045168
6/14/2017,0.010125,0.022827,0.035306,0.028837,0.048726,0.019419,0.028433,0.044271
6/15/2017,0.006459,0.018254,0.032031,0.023854,0.0462,0.018241,0.027508,0.043159
6/16/2017,-0.005462,0.00609,0.022086,0.01156,0.038001,0.016086,0.025561,0.041243
6/19/2017,-0.004887,0.007025,0.025025,0.012658,0.042836,0.01418,0.023876,0.039769
6/20/2017,0.010046,0.016422,0.029862,0.019522,0.04377,0.013804,0.023198,0.038868
6/21/2017,0.015241,0.015849,0.030046,0.016152,0.044776,0.013934,0.02253,0.038066
6/22/2017,0.016343,0.015261,0.029616,0.014717,0.044503,0.014153,0.021869,0.037298
6/23/2017,0.011672,0.015161,0.028808,0.016879,0.042829,0.013928,0.021259,0.036526
6/26/2017,0.021527,0.019468,0.036131,0.018428,0.053151,0.014619,0.021096,0.03649
6/27/2017,0.028226,0.019423,0.034775,0.014847,0.050221,0.015856,0.020944,0.036334
6/28/2017,0.033465,0.02857,0.044563,0.026068,0.060883,0.017456,0.021637,0.037082
6/29/2017,0.03331,0.02095,0.035473,0.014425,0.050163,0.018898,0.021575,0.036936
6/30/2017,0.022457,0.018906,0.034461,0.017103,0.049927,0.019221,0.021332,0.036711
7/3/2017,0.033491,0.028471,0.04171,0.025904,0.055352,0.020518,0.021981,0.037165
7/5/2017,0.035771,0.034854,0.051552,0.034395,0.068905,0.021905,0.023152,0.038473
7/6/2017,0.041592,0.0366,0.051633,0.034051,0.067232,0.023695,0.024374,0.03967
7/7/2017,0.038144,0.033529,0.049075,0.031176,0.065122,0.025008,0.025206,0.040525
7/10/2017,0.035863,0.028358,0.042384,0.024483,0.056811,0.025995,0.025493,0.040694
7/11/2017,0.041488,0.033707,0.049345,0.029686,0.065774,0.027403,0.02624,0.04148
7/12/2017,0.03253,0.028059,0.047242,0.025778,0.066713,0.02787,0.026405,0.042004
7/13/2017,0.030898,0.027203,0.045243,0.025324,0.063621,0.028145,0.026478,0.042298
7/14/2017,0.02171,0.023358,0.042158,0.024176,0.061284,0.02756,0.026194,0.042286
7/17/2017,0.022515,0.025053,0.042038,0.026308,0.059298,0.027101,0.02609,0.042263
7/18/2017,0.022998,0.025433,0.039694,0.026637,0.054335,0.026728,0.026031,0.04203
7/19/2017,0.018027,0.023414,0.037815,0.026041,0.052605,0.025937,0.025793,0.041646
7/20/2017,0.017805,0.022178,0.037457,0.02432,0.053258,0.025198,0.025464,0.041266
7/21/2017,0.026015,0.025153,0.039037,0.02472,0.053556,0.025272,0.025436,0.041063
7/24/2017,0.027228,0.024144,0.042152,0.02258,0.060572,0.02545,0.025318,0.041162
7/25/2017,0.039324,0.030343,0.044811,0.025669,0.05984,0.026711,0.025775,0.041494
7/26/2017,0.027966,0.024525,0.041,0.022777,0.057949,0.026825,0.025661,0.041449
7/27/2017,0.031469,0.031222,0.041857,0.031098,0.053073,0.027247,0.026167,0.041486
7/28/2017,0.01355,0.025578,0.04111,0.031259,0.056788,0.026002,0.026113,0.041452
7/31/2017,0.015696,0.024997,0.041465,0.029446,0.057973,0.025065,0.026012,0.041453
8/1/2017,0.011038,0.024261,0.042151,0.030467,0.060327,0.02379,0.025853,0.041516
8/2/2017,0.013504,0.026103,0.04219,0.032034,0.058798,0.022855,0.025875,0.041578
8/3/2017,0.015402,0.028023,0.042759,0.033968,0.058222,0.022177,0.026071,0.041685
8/4/2017,0.008328,0.026818,0.041261,0.035282,0.056344,0.020918,0.026139,0.041647
8/7/2017,0.012865,0.027744,0.042348,0.034677,0.057634,0.020186,0.026285,0.04171
8/8/2017,0.015194,0.031239,0.044689,0.038689,0.058889,0.019732,0.026735,0.041981
8/9/2017,0.017761,0.031951,0.04588,0.0386,0.060673,0.019553,0.027209,0.042336
8/10/2017,0.037493,0.038539,0.049831,0.039059,0.062239,0.021184,0.028239,0.043017
8/11/2017,0.036493,0.036125,0.04941,0.035941,0.063754,0.022576,0.028956,0.043598
8/14/2017,0.022196,0.026928,0.042538,0.029243,0.059144,0.022541,0.028772,0.043502
8/15/2017,0.029562,0.02963,0.045597,0.029663,0.062474,0.02318,0.02885,0.043692
8/16/2017,0.017948,0.028175,0.04214,0.033054,0.056973,0.022704,0.028788,0.043551
8/17/2017,0.026039,0.031181,0.044714,0.033695,0.059273,0.023007,0.029006,0.043657
8/18/2017,0.018044,0.028001,0.041854,0.032758,0.056636,0.022556,0.028914,0.043493
8/21/2017,0.01234,0.02381,0.039168,0.02925,0.055278,0.021627,0.02845,0.0431
8/22/2017,0.022793,0.039956,0.046195,0.047937,0.053362,0.021733,0.029496,0.043381
8/23/2017,0.024761,0.028224,0.04501,0.029929,0.062802,0.022008,0.029381,0.043529
8/24/2017,0.02134,0.025594,0.044945,0.02768,0.065082,0.021948,0.029036,0.043658
8/25/2017,0.011959,0.018972,0.041479,0.022364,0.064484,0.02104,0.028121,0.04346
8/28/2017,0.010415,0.019378,0.040604,0.023675,0.062499,0.020074,0.027327,0.0432
8/29/2017,0.008414,0.018548,0.042444,0.023381,0.066514,0.019014,0.026529,0.043131
8/30/2017,-0.000481,0.014593,0.029224,0.021622,0.043289,0.017241,0.025443,0.041867
8/31/2017,0.000764,0.013519,0.0296,0.019528,0.04495,0.015743,0.024359,0.040752
9/1/2017,0.00466,0.016103,0.036579,0.021518,0.056284,0.014736,0.023609,0.040373
9/5/2017,0.000227,0.013645,0.030159,0.019946,0.045903,0.013417,0.022703,0.039444
9/6/2017,0.001576,0.020477,0.032003,0.029149,0.043384,0.01234,0.022501,0.038768
9/7/2017,0.004325,0.024957,0.034407,0.034367,0.043881,0.011612,0.022724,0.038371
9/8/2017,0.008562,0.027318,0.04338,0.035942,0.059376,0.011334,0.023142,0.038827
9/11/2017,0.001339,0.020887,0.039819,0.029805,0.058299,0.010426,0.022937,0.038917
9/12/2017,0.000699,0.020858,0.039713,0.030026,0.058212,0.009542,0.022748,0.038989
9/13/2017,0.001216,0.019557,0.039219,0.027962,0.058438,0.008785,0.022458,0.03901
9/14/2017,-0.001394,0.017361,0.040876,0.025925,0.063411,0.007859,0.021994,0.03918
9/15/2017,-0.007862,0.015733,0.040169,0.026234,0.063408,0.00643,0.021425,0.03927
9/18/2017,0.00032,0.016376,0.040658,0.023791,0.064089,0.005875,0.020966,0.039396
9/19/2017,-0.001396,0.016518,0.0385,0.024721,0.059857,0.005214,0.020562,0.039314
9/20/2017,0.00156,0.018501,0.038452,0.026303,0.05808,0.004882,0.020374,0.039236
9/21/2017,-0.008685,0.017011,0.035294,0.028333,0.052965,0.003648,0.020069,0.038878
9/22/2017,0.002632,0.018913,0.038101,0.026435,0.056824,0.003556,0.019964,0.038807
9/25/2017,0.009507,0.017187,0.039372,0.020884,0.060813,0.004097,0.019711,0.038858
9/26/2017,0.005281,0.017811,0.039254,0.023702,0.06001,0.004204,0.019538,0.038894
9/27/2017,0.003714,0.016215,0.036668,0.02209,0.056615,0.00416,0.019236,0.038692
9/28/2017,-0.003423,0.007017,0.026296,0.011807,0.044808,0.003471,0.018125,0.037565
9/29/2017,-0.006301,0.006974,0.021237,0.012961,0.034657,0.002582,0.017112,0.036081
10/2/2017,0.000994,0.008152,0.023156,0.011545,0.037199,0.002438,0.016297,0.034906
10/3/2017,0.004504,0.009302,0.025448,0.011627,0.040537,0.002626,0.015661,0.034046
10/4/2017,0.001819,0.006914,0.023698,0.009354,0.039379,0.002552,0.014866,0.033105
10/5/2017,0.004228,0.003847,0.026575,0.003657,0.047916,0.002705,0.013864,0.032512
10/6/2017,0.015852,0.018843,0.036911,0.020316,0.054454,0.0039,0.014317,0.032911
10/9/2017,0.014945,0.016327,0.034622,0.017013,0.052413,0.004904,0.0145,0.033067
10/10/2017,0.020047,0.019059,0.036538,0.018562,0.053621,0.006281,0.014914,0.033383
10/11/2017,0.016214,0.015934,0.035144,0.015794,0.05368,0.007184,0.015007,0.033543
10/12/2017,0.01331,0.014252,0.035168,0.01472,0.055164,0.007741,0.014938,0.03369
10/13/2017,0.012941,0.012666,0.034464,0.012528,0.055164,0.008213,0.014732,0.033761
10/16/2017,0.014315,0.013915,0.033106,0.013715,0.051604,0.008768,0.014657,0.033701
10/17/2017,0.009662,0.00967,0.02794,0.009674,0.045232,0.008849,0.014204,0.033177
10/18/2017,0.003675,0.00672,0.02398,0.008257,0.040218,0.008379,0.013524,0.032341
10/19/2017,0.004867,0.005781,0.022186,0.006249,0.037242,0.00806,0.01282,0.031418
10/20/2017,-0.003579,0.002595,0.019844,0.005582,0.03553,0.007002,0.01189,0.030366
10/23/2017,0.000142,0.005183,0.021907,0.007683,0.037226,0.006378,0.01128,0.029597
10/24/2017,0.005362,0.007836,0.022832,0.009082,0.036806,0.006286,0.010967,0.028982
10/25/2017,0.009438,0.011453,0.027079,0.012476,0.042125,0.006572,0.011011,0.028809
10/26/2017,0.004683,0.00982,0.000118,0.012468,-0.008044,0.0064,0.010903,0.026201
10/27/2017,-0.011609,0.013804,-0.007322,0.02587,-0.024043,0.004763,0.011167,0.023153
10/30/2017,0.002294,0.014818,0.002722,0.020729,-0.007283,0.004539,0.011499,0.021296
10/31/2017,-0.006847,0.013329,0.00219,0.022517,-0.00703,0.003504,0.011665,0.019559
11/1/2017,-0.006634,0.01241,0.001868,0.021122,-0.006802,0.002582,0.011733,0.017951
11/2/2017,-0.01026,0.008868,-8.50E-05,0.017593,-0.007383,0.001415,0.011472,0.016311
11/3/2017,-0.016537,0.011307,-0.001089,0.024355,-0.010875,-0.000217,0.011457,0.014729
11/6/2017,0.004541,0.02353,0.007416,0.032266,-0.006574,0.000215,0.012555,0.014064
11/7/2017,0.008933,0.024808,0.009655,0.032216,-0.003486,0.001008,0.013669,0.013664
11/8/2017,0.006308,0.023793,0.008452,0.031894,-0.004816,0.00149,0.014589,0.01319
11/9/2017,0.016776,0.028304,0.014006,0.033793,0.001538,0.002879,0.015836,0.013264
11/10/2017,0.008709,0.033143,0.014503,0.044754,-0.001257,0.003409,0.017409,0.013377
11/13/2017,0.004381,0.028512,0.010248,0.039733,-0.005122,0.003498,0.018419,0.013092
11/14/2017,0.009021,0.034501,0.017482,0.046467,0.003307,0.004,0.019881,0.013491
11/15/2017,0.014032,0.036252,0.024692,0.046688,0.014809,0.004912,0.021369,0.01451
11/16/2017,-0.002574,0.022828,0.013167,0.034343,0.005193,0.004231,0.021502,0.014387
11/17/2017,0.000524,0.022613,0.0073,0.032658,-0.004982,0.003894,0.021603,0.013743
11/20/2017,-0.00222,0.022137,0.006017,0.033098,-0.007013,0.003338,0.021651,0.013041
11/21/2017,-0.007669,0.019893,0.00443,0.032035,-0.008024,0.002338,0.021492,0.012258
11/22/2017,-0.005843,0.023427,0.0076,0.036354,-0.005244,0.001594,0.021667,0.011835
11/24/2017,-0.006983,-0.001214,-0.005703,0.00107,-0.009694,0.000814,0.019587,0.01024
11/27/2017,-0.009379,-0.005082,-0.006117,-0.003413,-0.007047,-0.000112,0.017345,0.008753
11/28/2017,-0.008856,0.000445,-0.00807,0.004157,-0.015439,-0.000907,0.015808,0.007224
11/29/2017,-0.006196,-0.000783,-0.008752,0.001422,-0.015656,-0.001388,0.0143,0.005771
11/30/2017,-0.005808,0.004308,-0.005979,0.008478,-0.015063,-0.00179,0.013392,0.004703
12/1/2017,-0.002111,0.002041,-0.010316,0.003799,-0.021321,-0.001819,0.01236,0.003338
12/4/2017,0.011069,0.012345,-0.00424,0.012937,-0.019872,-0.000647,0.012358,0.002649
12/5/2017,0.003558,0.007486,-0.006744,0.009182,-0.019659,-0.000265,0.011915,0.001795
12/6/2017,-0.002275,0.001433,-0.00832,0.003005,-0.017045,-0.000448,0.010962,0.000875
12/7/2017,-0.008574,-0.005485,-0.012719,-0.004247,-0.019047,-0.001187,0.009467,-0.00036
12/8/2017,-0.01236,-0.007226,-0.013824,-0.005212,-0.019581,-0.002202,0.00795,-0.001584
12/11/2017,-0.010485,-0.006617,-0.015846,-0.005085,-0.023907,-0.002955,0.006625,-0.002881
12/12/2017,-0.015025,-0.007828,-0.017067,-0.005058,-0.025089,-0.004053,0.005312,-0.00417
12/13/2017,-0.011131,-0.00518,-0.015071,-0.002809,-0.023753,-0.004696,0.004358,-0.005161
12/14/2017,-0.008614,-0.007467,-0.01656,-0.00703,-0.024554,-0.005052,0.003283,-0.006198
12/15/2017,-0.015077,-0.016418,-0.020875,-0.017066,-0.02475,-0.005964,0.001492,-0.007532
12/18/2017,-0.000905,-0.00374,-0.0118,-0.004986,-0.018886,-0.005504,0.001016,-0.00792
12/19/2017,-0.007347,-0.004612,-0.007938,-0.003476,-0.010819,-0.005671,0.000504,-0.007922
12/20/2017,-0.007382,-0.006083,-0.009753,-0.005563,-0.012936,-0.005827,-9.40E-05,-0.008088
