date,reason,sigma_train,rmse_train
2025-10-29,init,0.21086754285289616,1.5479553784309292
2025-12-10,ceiling|bd_since=30,0.21049343640837623,1.5540627678358256
2026-01-21,ceiling|bd_since=30,0.21065646335897895,1.5540487027629275
2026-02-20,bias|sign=-|mean=-0.1087|thr=0.1053,0.2108948821083345,1.5540648420559624
2026-04-06,ceiling|bd_since=31,0.21032873941674565,1.5540169175718217
2026-05-18,ceiling|bd_since=30,0.2106249456489907,1.5539961291327622
