date,reason,sigma_train,rmse_train
2025-10-29,init,0.20196244926745077,1.8466143917128799
2025-12-10,ceiling|bd_since=30,0.19723988903003836,1.833983150825307
2026-01-21,ceiling|bd_since=30,0.19727292585637282,1.833837579711299
2026-03-04,ceiling|bd_since=30,0.19745491981278265,1.8338677935660137
2026-04-15,ceiling|bd_since=30,0.1971337807797501,1.8338734252824689
