date,reason,sigma_train,rmse_train
2025-10-29,init,0.2393003980881382,1.8078982675278965
2025-12-10,ceiling|bd_since=30,0.23818037371037082,1.7927554615555068
2026-01-21,ceiling|bd_since=30,0.23787153177086,1.7930423368825381
2026-03-04,ceiling|bd_since=30,0.2381549973598486,1.792945618917877
2026-04-15,ceiling|bd_since=30,0.23818952044691394,1.7929092754508518
