date,reason,sigma_train,rmse_train
2025-10-29,init,0.17833082175832982,2.0369728864125034
2025-12-10,ceiling|bd_since=30,0.17831460732252602,2.0386595780762105
2026-01-21,ceiling|bd_since=30,0.1781261931214767,2.0387264136052425
2026-03-04,ceiling|bd_since=30,0.17825518201473817,2.038648966480916
2026-04-15,ceiling|bd_since=30,0.17811347891099516,2.0386084568613096
