date,reason,sigma_train,rmse_train
2025-10-29,init,0.2406907486635546,1.441198033835297
2025-12-10,ceiling|bd_since=30,0.2414354004376638,1.4401531991670184
2026-01-21,ceiling|bd_since=30,0.24143066973693073,1.4399824000615353
2026-03-04,ceiling|bd_since=30,0.2416491524087812,1.4401523328585877
2026-04-15,ceiling|bd_since=30,0.2416583923280718,1.440032481218932
