ticker,feature,horizon,inclusion_freq,mean_abs_coef,mean_lambda,n_fits
ABBV,iv_atm_z_score,21,0.75,0.04514221685802745,0.04199899292648186,332
ABBV,macro_hy_spread,21,0.6656626506024096,0.03887732173533349,0.04199899292648186,332
ABBV,mom21_HYG,21,0.5632530120481928,0.012204534858584238,0.04199899292648186,332
ABBV,ewma_vol,21,0.5090361445783133,0.018786531433726474,0.04199899292648186,332
ABBV,vol_regime_zscore,21,0.3614457831325301,0.00583183766005482,0.04199899292648186,332
ABBV,macro_inflation_fwd_chg_21d,21,0.3253012048192771,0.0047824193229919565,0.04199899292648186,332
ABBV,mom21_VIXY,21,0.3132530120481928,0.007697973841851101,0.04199899292648186,332
ABBV,rv_126d,21,0.3132530120481928,0.0077984181855360645,0.04199899292648186,332
ABBV,res_vol_vel,21,0.3072289156626506,0.003480798480177986,0.04199899292648186,332
ABBV,macro_breakeven_5y,21,0.27710843373493976,0.009028415875958803,0.04199899292648186,332
ABBV,vol_chg_21d,21,0.2680722891566265,0.002122001014423243,0.04199899292648186,332
ABBV,macro_inflation_fwd_chg_63d,21,0.26506024096385544,0.0042883456444827205,0.04199899292648186,332
ABBV,beta_spy,21,0.25903614457831325,0.003612189089016583,0.04199899292648186,332
ABBV,macro_inflation_fwd_zscore,21,0.2469879518072289,0.0021016727511320014,0.04199899292648186,332
ABBV,macro_yield_curve_slope,21,0.21084337349397592,0.006687977465357225,0.04199899292648186,332
ABBV,event_div_gravity,21,0.19879518072289157,0.0008374506441070157,0.04199899292648186,332
ABBV,tech_RSI,21,0.19578313253012047,0.001578103939049634,0.04199899292648186,332
ABBV,put_call_skew_30d,21,0.16566265060240964,0.0004625444103852552,0.04199899292648186,332
ABBV,macro_inflation_fwd_5y5y,21,0.15060240963855423,0.007985692833053658,0.04199899292648186,332
ABBV,mom21_UUP,21,0.14156626506024098,0.0015611230329579037,0.04199899292648186,332
ABBV,price_regime,21,0.11144578313253012,0.00036514829863351883,0.04199899292648186,332
ABBV,res_vol,21,0.11144578313253012,0.0012237491671479653,0.04199899292648186,332
ABBV,vol_of_vol,21,0.09939759036144578,0.0019104546927398028,0.04199899292648186,332
ABBV,tech_MACD_hist,21,0.09036144578313253,0.001871980009141568,0.04199899292648186,332
ABBV,mom21_TLT,21,0.0783132530120482,0.0005811170546836073,0.04199899292648186,332
ABBV,macro_hy_spread_chg_5d,21,0.07530120481927711,0.00040032854414713103,0.04199899292648186,332
ABBV,mom21_SPY,21,0.07530120481927711,0.0007061884163966337,0.04199899292648186,332
ABBV,mom21_USO,21,0.07530120481927711,0.0007127989869176562,0.04199899292648186,332
ABBV,macro_inflation_fwd_abs_chg_21d,21,0.06927710843373494,0.00021258463588579994,0.04199899292648186,332
ABBV,term_structure_slope,21,0.06626506024096386,0.0006789372642140063,0.04199899292648186,332
ABBV,event_earn_gravity,21,0.06325301204819277,0.0003027167704815007,0.04199899292648186,332
ABBV,vol_vel,21,0.015060240963855422,2.3166301961429305e-05,0.04199899292648186,332
ABBV,macro_dollar_ret,21,0.006024096385542169,7.892745907778379e-06,0.04199899292648186,332
ABBV,ret_TARGET,21,0.006024096385542169,1.4923170149002282e-05,0.04199899292648186,332
ABBV,ret_USO,21,0.006024096385542169,4.388807428833539e-06,0.04199899292648186,332
