ticker,horizon,R2_ba,beta_ba,alpha_ba,RMSE_ba,QLIKE_ba,R2_caleb,beta_caleb,alpha_caleb,RMSE_caleb,QLIKE_caleb,sector,diff_R2,diff_beta,diff_alpha,diff_RMSE,diff_QLIKE
AAPL,21,0.29355609077176503,1.0794300508320354,-0.00726557320966556,0.06343621003815095,0.03795306742408828,0.33376778801304996,1.2123647198569367,-0.030777352684815323,0.06519920744564954,0.037172973085104415,Tech,-0.04021169724128493,-0.13293466902490136,0.023511779475149763,-0.0017629974074985927,0.0007800943389838638
AAPL,63,0.334928295934249,1.3430363929241163,-0.05749581908230142,0.0553804705172896,0.02950578559805252,0.334928295934249,1.3430363929241163,-0.05749581908230142,0.0553804705172896,0.02950578559805252,Tech,0.0,0.0,0.0,0.0,0.0
AAPL,126,0.5278306200234912,1.3337013250408922,-0.05727366151135718,0.040198725774051196,0.016196661236585076,0.5278306200234912,1.3337013250408922,-0.05727366151135718,0.040198725774051196,0.016196661236585076,Tech,0.0,0.0,0.0,0.0,0.0
ABBV,21,0.23638959044919555,0.8044387866129536,0.041571386415649836,0.07463103149681713,0.037511226154503745,0.23003891987701416,0.8109868959814167,0.04042369843783991,0.07485274692856572,0.03761413961518155,Health Care,0.006350670572181388,-0.006548109368463062,0.0011476879778099247,-0.00022171543174859254,-0.00010291346067780455
ABBV,63,0.2278463308610126,0.9416899754850496,0.01243355120325873,0.061432618143678355,0.028113103233659995,0.23530913125238653,0.9397157091800769,0.012821613218118977,0.06114011650655626,0.027780969852151706,Health Care,-0.007462800391373925,0.0019742663049727716,-0.0003880620148602465,0.0002925016371220987,0.0003321333815082886
ABBV,126,0.2430137275061477,0.8916287403414126,0.02076513164746671,0.04986055763363233,0.019242626696722068,0.24585855936024473,0.8727642823871927,0.02503039709733329,0.04983343576409487,0.019327179550421816,Health Care,-0.002844831854097035,0.01886445795421987,-0.004265265449866579,2.7121869537453935e-05,-8.455285369974794e-05
ABT,21,0.3637942813437582,1.1567219947847016,-0.017057103259726702,0.05427853735908158,0.026134383476749835,0.3609237046077359,1.150534566484865,-0.015895151607843078,0.05438969336877007,0.026145329079165863,Health Care,0.0028705767360223122,0.00618742829983665,-0.0011619516518836248,-0.0001111560096884942,-1.0945602416028571e-05
ABT,63,0.2818587983213019,1.1991451610305939,-0.018623689395841914,0.05094599733866144,0.025852041271120098,0.2867398866576753,1.237410822445577,-0.025139213372741304,0.050890284838983786,0.025719916131621896,Health Care,-0.004881088336373407,-0.03826566141498322,0.00651552397689939,5.571249967765285e-05,0.00013212513949820148
ABT,126,0.42474544444802154,1.3809642070254433,-0.053009637457411635,0.040736906103095334,0.016861449071259013,0.42957154836480055,1.3934203883762086,-0.05498613923797968,0.04070144378426191,0.01696300185691009,Health Care,-0.004826103916779012,-0.012456181350765316,0.0019765017805680463,3.546231883342493e-05,-0.00010155278565107673
ADBE,21,0.39627628117158786,1.0737938940069753,-0.0030431060416275524,0.07153725456351617,0.03452067226431839,0.39525922792748686,1.0740075383368137,-0.0027841314814478213,0.07164978119648474,0.034582176125323216,Tech,0.0010170532441010072,-0.00021364432983839166,-0.0002589745601797311,-0.00011252663296856813,-6.150386100482741e-05
ADBE,63,0.4130594677265754,1.161732297336057,-0.019382261741894363,0.0616055779115177,0.027390870630818968,0.4181097268165381,1.1703769779030537,-0.02118349967508379,0.06143963775671996,0.027217581476473067,Tech,-0.00505025908996265,-0.008644680566996632,0.0018012379331894257,0.00016594015479774044,0.00017328915434590073
ADBE,126,0.468573097795636,1.2639401365245766,-0.041178741028105675,0.05202004316253618,0.019753011591421187,0.46829675316658287,1.265776984301764,-0.04146036724719812,0.052078702090276575,0.019764302814335263,Tech,0.00027634462905312684,-0.0018368477771875114,0.0002816262190924457,-5.865892774039455e-05,-1.1291222914076166e-05
AEP,21,0.24019563652250203,0.9463197942542808,0.019854034063117393,0.07194667416520016,0.036749826378976086,0.23513679591634326,0.9246908365008295,0.023300358815493888,0.07219087705910628,0.0368817872380012,Utilities,0.005058840606158771,0.021628957753451306,-0.003446324752376495,-0.0002442028939061147,-0.00013196085902511534
AEP,63,0.15978937925488676,0.9805210906369332,0.019091485262827362,0.06863745582498963,0.04477233364558021,0.19162365516301447,1.0647754831280931,0.004884225941455961,0.06736797643216477,0.04255328037319882,Utilities,-0.03183427590812771,-0.08425439249115996,0.014207259321371402,0.0012694793928248599,0.002219053272381394
AEP,126,0.22321841999653225,0.9595314682697207,0.023728569658460374,0.060071753330801156,0.03830739889635017,0.2884202871434757,1.0125307847849576,0.013987047405115388,0.0574502501940947,0.035885291638702806,Utilities,-0.06520186714694343,-0.05299931651523693,0.009741522253344986,0.002621503136706456,0.0024221072576473615
AMAT,21,0.3636568189883175,1.0230983619412737,0.00985420148723759,0.0773061319076885,0.02582819556635652,0.36166995391219897,1.011305745007536,0.0128716260930814,0.07738570707665333,0.0257904744111674,Tech,0.0019868650761185047,0.011792616933737676,-0.0030174246058438103,-7.957516896484051e-05,3.7721155189119476e-05
AMAT,63,0.40676115022215753,1.1078938134068173,-0.005967564480259424,0.06717182810659222,0.021608219766108026,0.4062926163332432,1.0947809224309901,-0.0024322279191912877,0.06716644026254835,0.021646851190704686,Tech,0.00046853388891432424,0.01311289097582713,-0.0035353365610681364,5.387844043872048e-06,-3.863142459666069e-05
AMAT,126,0.5857596438107776,1.159932805734674,-0.027591033469043236,0.048405672955342906,0.011417264799299626,0.6209046939697744,1.1841332716911124,-0.03550983319066575,0.04645778378232909,0.010475677250615018,Tech,-0.03514505015899683,-0.024200465956438322,0.007918799721622516,0.0019478891730138129,0.0009415875486846088
AMD,21,0.3264448406909522,1.04466815602873,-0.0039242222879656286,0.0957731286070352,0.02255018253612396,0.3286243469187465,1.0611683997429329,-0.0097656184798674,0.09581640847150392,0.022612650792617102,Tech,-0.002179506227794281,-0.016500243714202778,0.005841396191901771,-4.3279864468726004e-05,-6.246825649314225e-05
AMD,63,0.3841517877168884,1.1559268411911192,-0.05562819568495919,0.0735082119901745,0.013079226395467434,0.38435308545901786,1.1489632618141759,-0.05288552313191458,0.0734338255852626,0.013086606627809017,Tech,-0.00020129774212945817,0.006963579376943363,-0.0027426725530446117,7.438640491190529e-05,-7.380232341583012e-06
AMD,126,0.40895423411239545,1.0091813115734125,0.0054761652010036355,0.060035316072586234,0.008998590554919408,0.42285719109845493,1.0285057412665592,-0.0027428762337796675,0.05938337922560958,0.008823280724806397,Tech,-0.013902956986059478,-0.01932442969314674,0.008219041434783303,0.0006519368469766543,0.00017530983011301154
AMGN,21,0.3361353227284806,1.0683814441735664,-0.007571788284334552,0.05432651737644033,0.02319097060669644,0.33838561269152306,1.0648077838095815,-0.007144454057702809,0.05419659666263091,0.02307334423949578,Health Care,-0.00225028996304244,0.0035736603639848763,-0.0004273342266317426,0.00012992071380941994,0.00011762636720066139
AMGN,63,0.3198725259524715,1.351214807855933,-0.06460910380142137,0.04586566108627951,0.01823796826144042,0.32554293945434537,1.3470519286687308,-0.064035287632078,0.04564627810131683,0.018087365560842266,Health Care,-0.005670413501873861,0.004162879187202151,-0.0005738161693433774,0.00021938298496268493,0.00015060270059815556
AMGN,126,0.37766308699078843,1.416167980871351,-0.07952012532127145,0.03690400529807148,0.012003696278314914,0.3733076965649591,1.4088597863596215,-0.07802030238238516,0.036982939647272756,0.012073802227412314,Health Care,0.004355390425829331,0.007308194511729482,-0.001499822938886286,-7.893434920127479e-05,-7.010594909740049e-05
AMT,21,0.3169351063092903,0.9967970444248959,0.011755783411944803,0.06914068097568161,0.030591661889123222,0.30789531738312786,0.9706269765935517,0.016288216547526352,0.06952461337802793,0.030944384370248743,RealEstate,0.009039788926162418,0.026170067831344235,-0.004532433135581548,-0.00038393240234631254,-0.0003527224811255211
