ticker,horizon,R2_ba,beta_ba,alpha_ba,RMSE_ba,QLIKE_ba,R2_caleb,beta_caleb,alpha_caleb,RMSE_caleb,QLIKE_caleb,sector,diff_R2,diff_beta,diff_alpha,diff_RMSE,diff_QLIKE
AMT,63,0.2431029618486436,0.9572875677509404,0.020708468096081845,0.06398734713234491,0.031568296702267275,0.24810427401203727,0.9604310734282075,0.020001613997397166,0.06376139876284773,0.031174667099567534,RealEstate,-0.0050013121633936675,-0.0031435056772671777,0.0007068540986846783,0.00022594836949718644,0.0003936296026997403
AMT,126,0.3750201648893509,1.1098076227695224,-0.006889427944145321,0.05276782242760377,0.021999094255567293,0.3366997758203298,1.0721317871054177,0.001075307025175276,0.05431220164276898,0.023493103240923897,RealEstate,0.03832038906902113,0.037675835664104707,-0.007964734969320597,-0.0015443792151652105,-0.0014940089853566034
AMZN,21,0.3361790363842293,0.638233265388949,0.0913796443145311,0.07952803217263159,0.03741213210044083,0.3361790363842293,0.638233265388949,0.0913796443145311,0.07952803217263159,0.03741213210044083,ConsDisc,0.0,0.0,0.0,0.0,0.0
AMZN,63,0.1248046538443714,0.20416102698153113,0.19418229897628694,0.12748348568386264,0.02961659415961283,0.1248046538443714,0.20416102698153113,0.19418229897628694,0.12748348568386264,0.02961659415961283,ConsDisc,0.0,0.0,0.0,0.0,0.0
AMZN,126,0.4927908629283762,1.1282915551871873,-0.01821340817585229,0.04761150895737381,0.018966362211072018,0.4927908629283762,1.1282915551871873,-0.01821340817585229,0.04761150895737381,0.018966362211072018,ConsDisc,0.0,0.0,0.0,0.0,0.0
APD,21,0.2959124978719034,1.1502046276093563,-0.013460524235398175,0.06620515753512124,0.03245570618066841,0.2991636478782057,1.1499099723816837,-0.013616665606619643,0.06602637991016497,0.032121508795052725,Materials,-0.003251150006302328,0.00029465522767258,0.00015614137122146876,0.00017877762495627225,0.00033419738561568657
APD,63,0.23495587235802554,1.2045254776375263,-0.018297163483301904,0.06101008266154571,0.03415677237261771,0.2418331886488219,1.2045140159671488,-0.018499807915187683,0.06071873531281518,0.03352426514622889,Materials,-0.006877316290796354,1.1461670377466149e-05,0.00020264443188577896,0.0002913473487305279,0.0006325072263888218
APD,126,0.382771664497873,1.3699325129520534,-0.0485532429604591,0.049614916324839324,0.023676695818652196,0.3936002957559533,1.3824731496705966,-0.051440651702200885,0.0491572889326643,0.022908217385042305,Materials,-0.010828631258080312,-0.012540636718543219,0.002887408741741787,0.00045762739217502374,0.0007684784336098906
AVGO,21,0.1697322897175853,0.991019039792005,0.011559812281269566,0.09044628393199927,0.034864474156937296,0.17265016292124508,0.9905341615680404,0.011850515887706414,0.0903062349275114,0.034850484482092915,Tech,-0.002917873203659771,0.000484878223964591,-0.00029070360643684845,0.0001400490044878716,1.398967484438074e-05
AVGO,63,0.23306943220578707,1.214008223772588,-0.04101838103565514,0.07385496988108672,0.026437648073064722,0.2580694631120069,1.2529465693946444,-0.051044858756126854,0.07287145028672215,0.025423400739444643,Tech,-0.025000030906219828,-0.03893834562205645,0.010026477720471716,0.0009835195943645736,0.0010142473336200789
AVGO,126,0.24070436887360924,1.100049161565489,-0.010952429715818501,0.061488628137976106,0.0198105506470099,0.2721345390478929,1.1588213339555462,-0.02667055775286875,0.06037243633562892,0.018858948107355045,Tech,-0.03143017017428368,-0.058772172390057165,0.01571812803705025,0.0011161918023471842,0.0009516025396548548
AXP,21,0.32964812080343,1.231471529763842,-0.025626784159995725,0.08561693784717253,0.04406457993489021,0.33651222943545805,1.2510104245821867,-0.0294686080433815,0.08527218368158762,0.04333180916661549,Financials,-0.006864108632028076,-0.019538894818344588,0.0038418238833857754,0.00034475416558490957,0.0007327707682747223
AXP,63,0.2564214294725639,1.166575306266101,-0.005627660400576218,0.083274265172568,0.05271894596822881,0.27284033935535645,1.1550816867605747,-0.004393757020646122,0.08221070822969206,0.051717382859332986,Financials,-0.016418909882792543,0.011493619505526409,-0.0012339033799300958,0.0010635569428759373,0.0010015631088958268
AXP,126,0.4638750189528144,1.3957224938068533,-0.051046820437524704,0.06727457851073924,0.03246690184548023,0.4446467613329935,1.3797976895428539,-0.04773362321202598,0.06817281589976154,0.034004941177619194,Financials,0.019228257619820888,0.015924804263999448,-0.0033131972254987208,-0.0008982373890222967,-0.001538039332138967
BA,21,0.4509473927928185,0.8343454198574127,0.061799242193868564,0.11890572842926854,0.0465011286459276,0.4509473927928185,0.8343454198574127,0.061799242193868564,0.11890572842926854,0.0465011286459276,Industrials,0.0,0.0,0.0,0.0,0.0
BA,63,0.4236103139957084,1.0068140943417094,0.02386235270783149,0.11118617505165154,0.04058055053358333,0.4236103139957084,1.0068140943417094,0.02386235270783149,0.11118617505165154,0.04058055053358333,Industrials,0.0,0.0,0.0,0.0,0.0
BA,126,0.4498700265818234,1.008242703180833,0.023562500561558064,0.10066307181920003,0.03770359954817896,0.4498700265818234,1.008242703180833,0.023562500561558064,0.10066307181920003,0.03770359954817896,Industrials,0.0,0.0,0.0,0.0,0.0
BAC,21,0.36094558222927875,1.1264622185710889,-0.016354622266379043,0.06764316992756239,0.02880129188102091,0.36227509575453765,1.1403856398638184,-0.019060985992929297,0.06765775731609634,0.028854809235552236,Financials,-0.0013295135252588963,-0.013923421292729499,0.002706363726550254,-1.4587388533951473e-05,-5.351735453132736e-05
BAC,63,0.3384776566803589,1.1089836051775626,-0.009351727043408642,0.059419982813287774,0.02311854647554224,0.35345204230688626,1.126623759018423,-0.013200625527706206,0.058818523546561904,0.02255117482482672,Financials,-0.014974385626527364,-0.017640153840860373,0.0038488984842975638,0.0006014592667258692,0.0005673716507155202
BAC,126,0.4287078941220025,1.1175987347616696,-0.013352862032455115,0.047569480672417286,0.015116091519044831,0.43351772276376155,1.1282778847426607,-0.014840375887905571,0.04761713714419816,0.01536361007889848,Financials,-0.004809828641759051,-0.010679149980991065,0.0014875138554504563,-4.76564717808714e-05,-0.0002475185598536482
BLK,21,0.34756306297447165,1.2386568983966757,-0.03951980465583185,0.06891383887133774,0.03239578721775378,0.3511856884912434,1.2523213054535947,-0.04147293996957327,0.06885729728996531,0.03228482150662786,Financials,-0.003622625516771727,-0.013664407056918959,0.0019531353137414165,5.6541581372429595e-05,0.00011096571112591963
BLK,63,0.21858099949083698,1.1485578608354412,-0.01857656557662632,0.0658731927244847,0.03415714879674666,0.24084101710919295,1.1938591277777049,-0.027355040197008684,0.06507856185964739,0.03280750310346784,Financials,-0.02226001761835597,-0.04530126694226366,0.008778474620382365,0.0007946308648373174,0.0013496456932788198
BLK,126,0.32033685686113544,1.1058518522398078,-0.011771592021561111,0.05351002022517799,0.02431932216271955,0.3087759341325183,1.058849431279138,-0.002031992314902975,0.053931823269320785,0.025047976453801576,Financials,0.01156092272861714,0.047002420960669644,-0.009739599706658136,-0.00042180304414279196,-0.0007286542910820253
BMY,21,0.21614940813254727,0.8159585677018216,0.04219826417708339,0.05479476342170235,0.024304141729323915,0.219996114228867,0.8299801646685158,0.039436281884482144,0.05460969509788336,0.02417067700814355,Health Care,-0.0038467060963197353,-0.014021596966694139,0.002761982292601245,0.00018506832381898902,0.00013346472118036523
BMY,63,0.20956480613627754,1.0516526947595748,-0.000684840177670204,0.04394072725701206,0.01738053153403136,0.2257163134661313,1.062474940351853,-0.0032481279661820683,0.04343888926142757,0.0170092214951007,Health Care,-0.016151507329853765,-0.010822245592278179,0.0025632877885118643,0.0005018379955844948,0.000371310038930657
BMY,126,0.4349112129961676,1.200679677743406,-0.03594732847923432,0.03074721463486214,0.009177504588280268,0.4396904546953808,1.1901944792204473,-0.03403528277603002,0.030561582262022886,0.009057522187815562,Health Care,-0.0047792416992132325,0.010485198522958594,-0.0019120457032043015,0.00018563237283925407,0.00011998240046470592
C,21,0.3606192935417493,1.0540260043272593,0.002624531170478256,0.08155863645889214,0.03498325626563583,0.3606192935417493,1.0540260043272593,0.002624531170478256,0.08155863645889214,0.03498325626563583,Unknown,0.0,0.0,0.0,0.0,0.0
C,63,0.3938720309729424,1.2288107818644733,-0.033329101419437346,0.0711463491723605,0.02742571852390234,0.3938720309729424,1.2288107818644733,-0.033329101419437346,0.0711463491723605,0.02742571852390234,Unknown,0.0,0.0,0.0,0.0,0.0
C,126,0.5836079236881402,1.316397138116341,-0.05830066214513646,0.05311969267714499,0.015115494850518617,0.5836079236881402,1.316397138116341,-0.05830066214513646,0.05311969267714499,0.015115494850518617,Unknown,0.0,0.0,0.0,0.0,0.0
CCI,21,0.27792796816044263,0.9831033614314822,0.012546192889238111,0.06445918227789982,0.029525327082192705,0.28019262724473987,1.0179229814562283,0.005852819476583004,0.06434115302022941,0.029800996251856757,RealEstate,-0.002264659084297238,-0.034819620024746034,0.006693373412655107,0.00011802925767040451,-0.00027566916966405286
CCI,63,0.23702822132763418,1.0766710800679078,-0.0014892482947273245,0.05842338521627355,0.027960427693529463,0.24846762255016955,1.0854463563043226,-0.00336154978733183,0.057973919516843386,0.027687887997327475,RealEstate,-0.011439401222535367,-0.00877527623641483,0.0018723014926045056,0.0004494656994301627,0.00027253969620198715
CCI,126,0.3727066951460891,1.1533964611008045,-0.015703161251356956,0.04800667226550773,0.019587867201647357,0.32594569085429276,1.1109869595410833,-0.006465835342988779,0.04979236487979512,0.021428579960814063,RealEstate,0.04676100429179636,0.04240950155972123,-0.009237325908368177,-0.0017856926142873902,-0.0018407127591667065
CL,21,0.09225178856949222,0.7244970534905071,0.04960952638450464,0.06589171111855953,0.049568818871296216,0.09055757333827134,0.7382797834419865,0.04765219066512333,0.06588345098412567,0.04921067829705854,ConsStap,0.0016942152312208747,-0.013782729951479444,0.001957335719381309,8.260134433862865e-06,0.0003581405742376781
CL,63,0.13012394171114172,1.1012437202880845,-0.002612914488093948,0.05468607200391342,0.03954135999878951,0.13455635302531943,1.1324920132015392,-0.007018902322966536,0.05460230375182452,0.039496539524376664,ConsStap,-0.004432411314177709,-0.031248292913454767,0.004405987834872588,8.376825208890326e-05,4.4820474412843314e-05
CL,126,0.37032954194269996,1.4779158876504919,-0.06139835569073515,0.04102723331835055,0.023387911121476666,0.3486980143373836,1.448111890481584,-0.056653023918034506,0.04154015747372871,0.024090589635386423,ConsStap,0.021631527605316336,0.029803997168907914,-0.004745331772700645,-0.0005129241553781597,-0.0007026785139097567
CMCSA,21,0.27314569716211745,1.0610044618619185,-0.0028165821774832345,0.06360184009129587,0.028399925943194137,0.28006408219758516,1.076273860620992,-0.006066755655957212,0.0633012757667808,0.028054036017997205,Comm,-0.006918385035467711,-0.015269398759073516,0.0032501734784739778,0.00030056432451507076,0.0003458899251969315
CMCSA,63,0.29387680617148876,1.2305798773280983,-0.03130313658859904,0.054687401049298354,0.023247727146324143,0.29920997395384225,1.2298913669782954,-0.030981472140096472,0.05454363071384828,0.023133692430241607,Comm,-0.005333167782353487,0.0006885103498028844,-0.0003216644485025677,0.0001437703354500719,0.00011403471608253599
CMCSA,126,0.3617401889071228,1.2595024021305257,-0.03702984489653258,0.04598345917263684,0.01803939983559217,0.34106847747915875,1.2570586610781382,-0.03609302512204457,0.04670922570472018,0.018515530796795344,Comm,0.020671711427964035,0.002443741052387427,-0.0009368197744880069,-0.0007257665320833384,-0.0004761309612031743
COP,21,0.4989933793613582,0.9899311736811136,0.022155651566352685,0.09348949504253032,0.03105021613366228,0.5111354936680288,0.9932058912511229,0.021194520013455564,0.0923692188061764,0.029955191120748795,Energy,-0.012142114306670615,-0.0032747175700093,0.0009611315528971209,0.001120276236353912,0.0010950250129134857
COP,63,0.407258077082554,1.0168621519797953,0.02135638108719623,0.09383973121028082,0.038864925105743825,0.40356060547373185,0.9970365254187231,0.02620429660131074,0.09406057728492553,0.039261407495398644,Energy,0.003697471608822167,0.01982562656107223,-0.004847915514114509,-0.00022084607464471773,-0.0003964823896548189
COP,126,0.3985103038783459,0.9830655514884421,0.0355360961923456,0.08746036832318985,0.03840175170398232,0.4029697955319398,0.9807924370842281,0.03579943018910578,0.08706696532687115,0.03814270716092174,Energy,-0.004459491653593883,0.0022731144042139606,-0.0002633339967601789,0.00039340299631869524,0.00025904454306058255
COST,21,0.36180476158385516,1.162876768921098,-0.01735463111975133,0.05110982029169428,0.03231881975506811,0.37065858561318893,1.1773554613670982,-0.01920534120916867,0.050882277327981944,0.031930587719230616,ConsStap,-0.008853824029333768,-0.014478692446000307,0.00185071008941734,0.00022754296371233634,0.00038823203583749494
COST,63,0.3746227455850784,1.2666711048409174,-0.02966382891621125,0.04430725097896095,0.027364083594846586,0.3828837784789789,1.2801148510720293,-0.03193538594478229,0.04406712459281694,0.026898192131706026,ConsStap,-0.00826103289390051,-0.013443746231111886,0.002271557028571042,0.00024012638614401283,0.00046589146314056015
COST,126,0.4831712802906732,1.3227656775478067,-0.04009154329677314,0.034924754825313674,0.018098453742196197,0.476597024821706,1.3173167984049152,-0.03898560472803564,0.03513761892350671,0.018178832857018067,ConsStap,0.006574255468967172,0.005448879142891494,-0.0011059385687375023,-0.00021286409819303714,-8.037911482186924e-05
CRM,21,0.3671962063464115,1.094163716448046,-0.018001644716741927,0.07394616727719343,0.030946435312559056,0.36747558112782486,1.0879549010124523,-0.016654335684246846,0.07389592912230095,0.030732743635310682,Tech,-0.00027937478141337735,0.006208815435593706,-0.001347309032495081,5.0238154892481846e-05,0.00021369167724837393
CRM,63,0.32392577345834134,1.0100974606703303,0.004072538564124428,0.06382219717828645,0.025551930354942156,0.3264049344620974,1.0060487521714834,0.005044465723788749,0.0636983031186742,0.02553752177760896,Tech,-0.0024791610037560585,0.004048708498846976,-0.0009719271596643209,0.00012389405961225897,1.4408577333195616e-05
CRM,126,0.42605256562613214,1.029953220940482,-0.0014017978690512023,0.0495723326838064,0.016634351932321836,0.42512712041905054,1.025648484537103,-0.0003360284409097414,0.04960105844783258,0.016644963836916823,Tech,0.0009254452070815988,0.004304736403379028,-0.001065769428141461,-2.8725764026182876e-05,-1.0611904594986371e-05
CSCO,21,0.22019064115196232,0.9694141670355013,0.009092930160210927,0.06271810494950324,0.032176497001700055,0.21923064834596862,0.9560367598263179,0.011099342550256491,0.06274451515849183,0.03214941100913431,Tech,0.0009599928059937091,0.013377407209183456,-0.0020064123900455644,-2.6410208988594808e-05,2.708599256574795e-05
CSCO,63,0.22741269409113118,1.271327539681842,-0.04258608191209243,0.05432577490266018,0.02862117310473088,0.20944822560144633,1.2457147246747033,-0.03749767576054727,0.0549078264398365,0.029453066539835215,Tech,0.01796446848968486,0.025612815007138634,-0.005088406151545155,-0.0005820515371763174,-0.0008318934351043347
CSCO,126,0.4614023732857278,1.3343315526062631,-0.05602668212596765,0.04000983501575897,0.016945749195974715,0.463435635990861,1.327763321392394,-0.055019474113513184,0.039895157089689576,0.016786273447207848,Tech,-0.0020332627051332097,0.006568231213869069,-0.0010072080124544636,0.00011467792606939531,0.00015947574876686715
CVS,21,0.22883981888641294,0.7827815364993486,0.054050868547296904,0.072659044430754,0.03776205805327886,0.23040315463339145,0.7833347265063065,0.053789826398018575,0.07255900555725657,0.037720658075001474,Unknown,-0.0015633357469785059,-0.0005531900069579709,0.0002610421492783288,0.00010003887349742391,4.139997827738717e-05
CVS,63,0.19811651969959024,0.7980635156801719,0.057339365906444395,0.06376995295742162,0.0371236424072475,0.21624210990618425,0.8219780315120838,0.05215898082207937,0.06285124020047883,0.03605922963021744,Unknown,-0.018125590206594017,-0.023914515831911953,0.0051803850843650245,0.0009187127569427883,0.001064412777030059
CVS,126,0.4915824099711667,1.0289504867385815,0.009212911648586203,0.04355302526841702,0.019051113887931022,0.4940449993712082,1.0205585654147504,0.01067826380989556,0.04337243591147356,0.01887705918937583,Unknown,-0.002462589400041515,0.008391921323831042,-0.0014653521613093579,0.00018058935694346273,0.00017405469855519273
CVX,21,0.4759746379300254,0.9908296068194474,0.013427209461686102,0.06997130400085563,0.03290530464268236,0.4759746379300254,0.9908296068194474,0.013427209461686102,0.06997130400085563,0.03290530464268236,Unknown,0.0,0.0,0.0,0.0,0.0
CVX,63,0.3105981225312763,1.0335538377870999,0.012785860075988725,0.07356845413541055,0.03982450100416033,0.3105981225312763,1.0335538377870999,0.012785860075988725,0.07356845413541055,0.03982450100416033,Unknown,0.0,0.0,0.0,0.0,0.0
CVX,126,0.29792049246586566,1.114477536845867,0.002878038095411567,0.06803583951588717,0.03905794910868664,0.29792049246586566,1.114477536845867,0.002878038095411567,0.06803583951588717,0.03905794910868664,Unknown,0.0,0.0,0.0,0.0,0.0
D,21,0.33632625078393436,1.0811096365508028,-0.00210864392956428,0.061530924351186275,0.029870106024154026,0.339213897146301,1.0831161146801156,-0.0024732775378192573,0.061402300143057684,0.029664686203633085,Utilities,-0.002887646362366658,-0.002006478129312761,0.00036463360825497726,0.00012862420812859154,0.0002054198205209412
D,63,0.2945574984178469,1.1211187323936163,-0.003211779046388308,0.05784449344245629,0.033407358373697224,0.30495237512954665,1.1278097703750092,-0.004594969234658519,0.05740524180049116,0.032916810164005966,Utilities,-0.010394876711699752,-0.006691037981392922,0.0013831901882702113,0.0004392516419651285,0.0004905482096912578
D,126,0.3754375613869941,1.164825803993692,-0.009639840490811818,0.04974729297229622,0.027379297417754817,0.36518105912142507,1.142447116660403,-0.005681367231619938,0.05008803729374877,0.02831797535340294,Utilities,0.010256502265569012,0.02237868733328896,-0.00395847325919188,-0.00034074432145254907,-0.0009386779356481238
DE,21,0.4787526620509418,0.962755534864455,0.017927986946494695,0.0622540935799049,0.02473989973102751,0.47660040027632117,0.9469153338197279,0.021217860967156332,0.06242441301735134,0.0243396577870941,Industrials,0.002152261774620634,0.015840201044727054,-0.0032898740206616373,-0.0001703194374464423,0.0004002419439334097
DE,63,0.42023489384770335,1.034085556302931,0.008719098297929134,0.059792239183361934,0.026107480808663208,0.42078063865500354,1.0282048105899118,0.010051556068372491,0.05979026810728532,0.026141269773246205,Industrials,-0.0005457448073001858,0.00588074571301922,-0.0013324577704433571,1.971076076613676e-06,-3.378896458299668e-05
DE,126,0.4501304317695151,1.0707018207060683,0.003525023834419716,0.053352260477991874,0.022539970490052894,0.4522393071138137,1.0749676046981387,0.0027509018675073438,0.05330673365742518,0.022542044698022127,Industrials,-0.0021088753442985997,-0.004265783992070338,0.0007741219669123722,4.552682056669505e-05,-2.074207969233327e-06
DIS,21,0.42493719195375623,1.0717020270916335,-0.0031611137349676077,0.06471648793375719,0.03408543543172567,0.4302972132331339,1.0939000512150483,-0.006722392569307956,0.06457457257498588,0.03405696012250154,Comm,-0.00536002127937768,-0.02219802412341476,0.003561278834340348,0.00014191535877131067,2.847530922413244e-05
DIS,63,0.33822369592075907,1.0451285447618537,0.008487443404028794,0.0631489826415696,0.03475561167046734,0.33422246735275174,1.0593364053602632,0.0060435054796789955,0.06338403488251666,0.03504100004773732,Comm,0.004001228568007331,-0.014207860598409505,0.0024439379243497983,-0.00023505224094706734,-0.0002853883772699767
DIS,126,0.48331944769293794,1.3453997676169223,-0.04565910526508718,0.05354920953571019,0.027006387150733478,0.4820059692007091,1.3203446035580253,-0.04198009401364727,0.053218613076883886,0.026658014586682793,Comm,0.0013134784922288478,0.02505516405889696,-0.0036790112514399065,0.0003305964588263058,0.0003483725640506842
DOW,21,0.38461333315917157,1.0773598776826683,-0.006777029147175095,0.09409537893866222,0.029709799561320145,0.38000104459045503,1.0716289926242295,-0.005343037791699423,0.09444056398906757,0.029858026969886455,Industrials,0.004612288568716538,0.005730885058438773,-0.0014339913554756722,-0.0003451850504053444,-0.00014822740856631003
DOW,63,0.4084105600025602,1.2378563218373337,-0.03782118627424147,0.08643045533719457,0.03357840160569157,0.4384163370784555,1.3377249851155515,-0.056576885898870055,0.08560193704363263,0.03280469226507621,Industrials,-0.0300057770758953,-0.09986866327821775,0.018755699624628586,0.000828518293561939,0.0007737093406153597
DOW,126,0.28147537200750083,0.7117605577088969,0.07628817296276608,0.089507639436597,0.03265134923266711,0.38665316750362433,1.1570847793340222,-0.017723839638120603,0.08151125842599148,0.03467427499039204,Industrials,-0.1051777954961235,-0.4453242216251253,0.09401201260088668,0.007996381010605513,-0.0020229257577249263
