ticker,feature,horizon,inclusion_freq,mean_abs_coef,mean_lambda,n_fits
LMT,rv_21d,21,0.9232456140350878,0.04873627809102325,0.050954424851813486,456
LMT,term_structure_slope,21,0.9100877192982456,0.023733812669329658,0.050954424851813486,456
LMT,iv_atm_z_score,21,0.7872807017543859,0.05041537372707624,0.050954424851813486,456
LMT,macro_inflation_fwd_abs_chg_21d,21,0.5241228070175439,0.005848764778675949,0.050954424851813486,456
LMT,res_vol,21,0.49122807017543857,0.010694102548792682,0.050954424851813486,456
LMT,macro_yield_curve_slope,21,0.38596491228070173,0.009405564966579195,0.050954424851813486,456
LMT,ewma_vol,21,0.38377192982456143,0.0063557424126891885,0.050954424851813486,456
LMT,macro_inflation_fwd_chg_63d,21,0.35526315789473684,0.010563066872199921,0.050954424851813486,456
LMT,mom21_VIXY,21,0.3092105263157895,0.005815105006848124,0.050954424851813486,456
LMT,mom21_USO,21,0.26535087719298245,0.00520593637273645,0.050954424851813486,456
LMT,rv_126d,21,0.2631578947368421,0.008281159880534912,0.050954424851813486,456
LMT,put_call_skew_30d,21,0.25,0.002283880060710084,0.050954424851813486,456
LMT,price_regime,21,0.21052631578947367,0.0011207614105910152,0.050954424851813486,456
LMT,mom21_TLT,21,0.20833333333333334,0.0016907297379019444,0.050954424851813486,456
LMT,beta_spy,21,0.14912280701754385,0.005201154558880335,0.050954424851813486,456
LMT,vol_vel,21,0.12938596491228072,0.000994600850448394,0.050954424851813486,456
LMT,mom21_UUP,21,0.11842105263157894,0.0009620359859283454,0.050954424851813486,456
LMT,macro_hy_spread,21,0.1162280701754386,0.003674662529549044,0.050954424851813486,456
LMT,macro_breakeven_5y,21,0.1118421052631579,0.0007381976256594873,0.050954424851813486,456
LMT,mom21_HYG,21,0.10964912280701754,0.002771280594860907,0.050954424851813486,456
LMT,macro_inflation_fwd_5y5y,21,0.08333333333333333,0.002909321027278866,0.050954424851813486,456
LMT,vol_chg_21d,21,0.07456140350877193,0.0009764809230563242,0.050954424851813486,456
LMT,mom21_SPY,21,0.07017543859649122,0.001904625012597818,0.050954424851813486,456
LMT,macro_inflation_fwd_zscore,21,0.06578947368421052,0.0022210285935616875,0.050954424851813486,456
LMT,event_fed_gravity,21,0.06140350877192982,0.0008649941258093006,0.050954424851813486,456
LMT,macro_hy_spread_chg_5d,21,0.046052631578947366,0.00028730708109387927,0.050954424851813486,456
LMT,vol_regime_zscore,21,0.046052631578947366,0.00015227072116742824,0.050954424851813486,456
LMT,vrp_wedge,21,0.046052631578947366,0.0004958854640363442,0.050954424851813486,456
LMT,tech_MACD_hist,21,0.043859649122807015,0.000104134334445651,0.050954424851813486,456
LMT,macro_inflation_fwd_chg_21d,21,0.03728070175438596,0.0002856788857054024,0.050954424851813486,456
LMT,tech_RSI,21,0.015350877192982455,8.551313860917365e-05,0.050954424851813486,456
LMT,ret_UUP,21,0.010964912280701754,2.68690622311782e-05,0.050954424851813486,456
LMT,res_vol_vel,21,0.008771929824561403,8.39320503942303e-06,0.050954424851813486,456
LMT,garch_cond_vol,21,0.0043859649122807015,4.141080545395119e-05,0.050954424851813486,456
LMT,ret_SPY,21,0.0043859649122807015,2.1491178309371552e-05,0.050954424851813486,456
LMT,ret_TLT,21,0.0043859649122807015,8.210596366236207e-06,0.050954424851813486,456
LMT,ret_USO,21,0.0043859649122807015,3.9690051185096646e-06,0.050954424851813486,456
