ticker,feature,horizon,inclusion_freq,mean_abs_coef,mean_alpha,mean_l1_ratio,n_fits
ABT,iv_atm_z_score,21,0.8630952380952381,0.04617322686425501,0.08501053461308208,0.6452380952380953,168
ABT,rv_21d,21,0.75,0.019706532442903657,0.08501053461308208,0.6452380952380953,168
ABT,rv_5d,21,0.6607142857142857,0.00564707126949627,0.08501053461308208,0.6452380952380953,168
ABT,corr_sector_21d,21,0.6369047619047619,0.012386012123345095,0.08501053461308208,0.6452380952380953,168
ABT,rv_10d,21,0.6130952380952381,0.006035239704081515,0.08501053461308208,0.6452380952380953,168
ABT,ewma_vol,21,0.6071428571428571,0.007549597027333641,0.08501053461308208,0.6452380952380953,168
ABT,rv_63d,21,0.4107142857142857,0.008280358637104416,0.08501053461308208,0.6452380952380953,168
ABT,macro_breakeven_5y,21,0.39285714285714285,0.006018551057846653,0.08501053461308208,0.6452380952380953,168
ABT,mom21_USO,21,0.3869047619047619,0.0045224960953216715,0.08501053461308208,0.6452380952380953,168
ABT,term_structure_slope,21,0.3333333333333333,0.0028411394375269274,0.08501053461308208,0.6452380952380953,168
ABT,macro_inflation_fwd_chg_63d,21,0.30952380952380953,0.006724034260343752,0.08501053461308208,0.6452380952380953,168
ABT,sector_wedge,21,0.2857142857142857,0.003410129679666098,0.08501053461308208,0.6452380952380953,168
ABT,macro_yield_curve_slope,21,0.26785714285714285,0.004191214359499658,0.08501053461308208,0.6452380952380953,168
ABT,macro_inflation_fwd_5y5y,21,0.25,0.0074789473907725945,0.08501053461308208,0.6452380952380953,168
ABT,macro_inflation_fwd_abs_chg_21d,21,0.24404761904761904,0.0017779531273709956,0.08501053461308208,0.6452380952380953,168
ABT,vol_of_vol,21,0.22023809523809523,0.0030889738117245596,0.08501053461308208,0.6452380952380953,168
ABT,mom21_VIXY,21,0.20238095238095238,0.001009203204935927,0.08501053461308208,0.6452380952380953,168
ABT,put_call_skew_30d,21,0.19642857142857142,0.001332340208605229,0.08501053461308208,0.6452380952380953,168
ABT,rv_126d,21,0.10714285714285714,0.001320269038445103,0.08501053461308208,0.6452380952380953,168
ABT,tech_MACD_hist,21,0.10714285714285714,0.0011958719371258707,0.08501053461308208,0.6452380952380953,168
ABT,vrp_wedge,21,0.10119047619047619,0.002771258665137117,0.08501053461308208,0.6452380952380953,168
ABT,beta_spy,21,0.08928571428571429,0.002608102029390883,0.08501053461308208,0.6452380952380953,168
ABT,event_fed_gravity,21,0.07142857142857142,0.001449968549122424,0.08501053461308208,0.6452380952380953,168
ABT,macro_hy_spread,21,0.07142857142857142,0.0010702003879385106,0.08501053461308208,0.6452380952380953,168
