ticker,feature,horizon,inclusion_freq,mean_abs_coef,mean_alpha,mean_l1_ratio,n_fits
HD,iv_atm_z_score,21,1.0,0.0911436085458776,0.027564672130016576,0.7857142857142857,168
HD,macro_inflation_fwd_abs_chg_21d,21,0.75,0.007356150473147376,0.027564672130016576,0.7857142857142857,168
HD,price_regime,21,0.7261904761904762,0.03348387239108352,0.027564672130016576,0.7857142857142857,168
HD,macro_inflation_fwd_chg_63d,21,0.7142857142857143,0.02361039532438435,0.027564672130016576,0.7857142857142857,168
HD,rv_21d,21,0.6845238095238095,0.03142397657323649,0.027564672130016576,0.7857142857142857,168
HD,mom21_HYG,21,0.6428571428571429,0.018939018912922653,0.027564672130016576,0.7857142857142857,168
HD,vol_regime_zscore,21,0.6071428571428571,0.023834284049579324,0.027564672130016576,0.7857142857142857,168
HD,beta_spy,21,0.5952380952380952,0.012324285025027098,0.027564672130016576,0.7857142857142857,168
HD,term_structure_slope,21,0.5654761904761905,0.00945089083179957,0.027564672130016576,0.7857142857142857,168
HD,macro_yield_curve_slope,21,0.5595238095238095,0.03197943447095851,0.027564672130016576,0.7857142857142857,168
HD,rv_5d,21,0.5476190476190477,0.004493088043024049,0.027564672130016576,0.7857142857142857,168
HD,macro_breakeven_5y,21,0.5357142857142857,0.022775991703064356,0.027564672130016576,0.7857142857142857,168
HD,macro_hy_spread,21,0.5297619047619048,0.04581694988043679,0.027564672130016576,0.7857142857142857,168
HD,sector_wedge,21,0.47619047619047616,0.008886243634057225,0.027564672130016576,0.7857142857142857,168
HD,corr_sector_252d,21,0.44047619047619047,0.011704318865372185,0.027564672130016576,0.7857142857142857,168
HD,mom21_USO,21,0.43452380952380953,0.008989840338251736,0.027564672130016576,0.7857142857142857,168
HD,put_call_skew_30d,21,0.4107142857142857,0.009405803549811347,0.027564672130016576,0.7857142857142857,168
HD,ret_TARGET,21,0.39285714285714285,0.0014864928322893228,0.027564672130016576,0.7857142857142857,168
HD,mom21_UUP,21,0.38095238095238093,0.002185776012876465,0.027564672130016576,0.7857142857142857,168
HD,tech_MACD_hist,21,0.38095238095238093,0.006146484510465624,0.027564672130016576,0.7857142857142857,168
HD,mom21_TLT,21,0.375,0.0026183212248037,0.027564672130016576,0.7857142857142857,168
HD,mom21_VIXY,21,0.3630952380952381,0.00415255399858291,0.027564672130016576,0.7857142857142857,168
HD,rv_126d,21,0.3630952380952381,0.012134160094374064,0.027564672130016576,0.7857142857142857,168
HD,res_vol,21,0.3273809523809524,0.004647661367479001,0.027564672130016576,0.7857142857142857,168
HD,event_fed_gravity,21,0.27976190476190477,0.00809416918887187,0.027564672130016576,0.7857142857142857,168
HD,event_earn_gravity,21,0.27380952380952384,0.0018335906430713928,0.027564672130016576,0.7857142857142857,168
HD,vol_chg_21d,21,0.26785714285714285,0.004756123297669241,0.027564672130016576,0.7857142857142857,168
HD,ewma_vol,21,0.24404761904761904,0.00807315802464141,0.027564672130016576,0.7857142857142857,168
HD,rv_63d,21,0.2261904761904762,0.007120324691819694,0.027564672130016576,0.7857142857142857,168
HD,macro_inflation_fwd_zscore,21,0.19642857142857142,0.0033698237126723683,0.027564672130016576,0.7857142857142857,168
