ticker,feature,horizon,inclusion_freq,mean_abs_coef,mean_lambda,n_fits
XOM,ewma_vol,21,0.9692982456140351,0.06477262928322122,0.04697945780204861,456
XOM,rv_21d,21,0.8026315789473685,0.03713149788234847,0.04697945780204861,456
XOM,iv_atm_z_score,21,0.7719298245614035,0.033483702690916994,0.04697945780204861,456
XOM,macro_inflation_fwd_zscore,21,0.6096491228070176,0.014659595923676896,0.04697945780204861,456
XOM,res_vol,21,0.5592105263157895,0.01719286692632099,0.04697945780204861,456
XOM,beta_spy,21,0.5263157894736842,0.014965156503015137,0.04697945780204861,456
XOM,mom21_USO,21,0.4605263157894737,0.009108882859288781,0.04697945780204861,456
XOM,vrp_wedge,21,0.4407894736842105,0.010066972618272897,0.04697945780204861,456
XOM,macro_yield_curve_slope,21,0.4298245614035088,0.008837854286400486,0.04697945780204861,456
XOM,term_structure_slope,21,0.32894736842105265,0.0036715280149074306,0.04697945780204861,456
XOM,macro_hy_spread,21,0.3092105263157895,0.008428220122415762,0.04697945780204861,456
XOM,rv_126d,21,0.25,0.002366484942328835,0.04697945780204861,456
XOM,vol_regime_zscore,21,0.23026315789473684,0.003639518840497784,0.04697945780204861,456
XOM,mom21_TLT,21,0.22587719298245615,0.0009195098318960283,0.04697945780204861,456
XOM,price_regime,21,0.21929824561403508,0.0022023883905782867,0.04697945780204861,456
XOM,macro_inflation_fwd_chg_63d,21,0.15570175438596492,0.0038380515057477842,0.04697945780204861,456
XOM,macro_inflation_fwd_abs_chg_21d,21,0.14912280701754385,0.000722754241709044,0.04697945780204861,456
XOM,event_fed_gravity,21,0.14035087719298245,0.0040576924552753295,0.04697945780204861,456
XOM,mom21_VIXY,21,0.12280701754385964,0.0018748771836936092,0.04697945780204861,456
XOM,vol_of_vol,21,0.09649122807017543,0.0013464333105887107,0.04697945780204861,456
XOM,mom21_UUP,21,0.09210526315789473,0.00021823597311839785,0.04697945780204861,456
XOM,macro_breakeven_5y,21,0.08114035087719298,0.001274354598017625,0.04697945780204861,456
XOM,vol_vel,21,0.03728070175438596,0.00012211524927965714,0.04697945780204861,456
XOM,macro_inflation_fwd_chg_21d,21,0.03070175438596491,7.059712813834863e-05,0.04697945780204861,456
XOM,mom21_SPY,21,0.02631578947368421,0.0007173132953901569,0.04697945780204861,456
XOM,put_call_skew_30d,21,0.02631578947368421,0.00013185445582820186,0.04697945780204861,456
XOM,tech_MACD_hist,21,0.021929824561403508,7.205510050215907e-05,0.04697945780204861,456
XOM,ret_TLT,21,0.019736842105263157,1.8876089311871328e-05,0.04697945780204861,456
XOM,macro_inflation_fwd_5y5y,21,0.008771929824561403,6.004361072577589e-05,0.04697945780204861,456
XOM,macro_hy_spread_chg_5d,21,0.006578947368421052,1.5842416245307223e-05,0.04697945780204861,456
XOM,mom21_HYG,21,0.006578947368421052,7.941207770045625e-06,0.04697945780204861,456
XOM,tech_RSI,21,0.0021929824561403508,5.967985388066024e-06,0.04697945780204861,456
XOM,event_div_gravity,21,0.0,0.0,0.04697945780204861,456
XOM,event_earn_gravity,21,0.0,0.0,0.04697945780204861,456
XOM,garch_cond_vol,21,0.0,0.0,0.04697945780204861,456
XOM,macro_dollar_ret,21,0.0,0.0,0.04697945780204861,456
XOM,res_vol_vel,21,0.0,0.0,0.04697945780204861,456
XOM,ret_HYG,21,0.0,0.0,0.04697945780204861,456
XOM,ret_SPY,21,0.0,0.0,0.04697945780204861,456
XOM,ret_TARGET,21,0.0,0.0,0.04697945780204861,456
XOM,ret_USO,21,0.0,0.0,0.04697945780204861,456
XOM,ret_UUP,21,0.0,0.0,0.04697945780204861,456
XOM,ret_VIXY,21,0.0,0.0,0.04697945780204861,456
XOM,vol_chg_21d,21,0.0,0.0,0.04697945780204861,456
XOM,beta_spy,63,0.918859649122807,0.053336605803248165,0.03438654358491455,456
XOM,mom21_USO,63,0.8157894736842105,0.024298369652500377,0.03438654358491455,456
XOM,iv_atm_z_score,63,0.7653508771929824,0.0257299033012817,0.03438654358491455,456
XOM,macro_yield_curve_slope,63,0.75,0.03816915850892542,0.03438654358491455,456
XOM,rv_21d,63,0.7171052631578947,0.0324104132027162,0.03438654358491455,456
XOM,vol_regime_zscore,63,0.5043859649122807,0.016003547952206595,0.03438654358491455,456
XOM,price_regime,63,0.4956140350877193,0.018890804396886885,0.03438654358491455,456
XOM,macro_inflation_fwd_abs_chg_21d,63,0.4232456140350877,0.005810849221399498,0.03438654358491455,456
XOM,macro_inflation_fwd_zscore,63,0.4232456140350877,0.015014144923132378,0.03438654358491455,456
XOM,res_vol,63,0.4057017543859649,0.02077161608104352,0.03438654358491455,456
XOM,event_fed_gravity,63,0.3925438596491228,0.012224260478344351,0.03438654358491455,456
XOM,mom21_TLT,63,0.37719298245614036,0.00721434333444031,0.03438654358491455,456
XOM,mom21_VIXY,63,0.3333333333333333,0.006751553962425912,0.03438654358491455,456
