ticker,horizon,feature,mean_importance
PG,126,vol_of_vol,0.015389330728183022
PG,126,sector_wedge,0.01433298786702965
PG,126,term_structure_slope,0.01189574065516476
PG,126,vrp_wedge,0.010355477064785337
PG,126,iv_atm_z_score,0.009862056002020836
PG,126,tech_RSI,0.009325726014491515
PG,126,rv_5d,0.00677729570580756
PG,126,macro_hy_spread_chg_5d,0.005797860709590321
PG,126,tech_MACD_hist,0.0057404503273237656
PG,126,mom21_USO,0.004739518570831092
PG,126,put_call_skew_30d,0.0029889853874675368
PG,126,mom21_SPY,0.0028069964375252985
PG,126,vol_vel,0.002628961157351106
PG,126,macro_inflation_fwd_abs_chg_21d,0.002390118339294646
PG,126,macro_inflation_fwd_chg_21d,0.002289705561520923
PG,126,vol_chg_21d,0.0015762594387623942
PG,126,mom21_UUP,0.0014761996596362912
PG,126,res_vol_vel,0.0006587915357296206
PG,126,ret_SPY,0.0006147361450492084
PG,126,ret_TARGET,0.0
PG,126,ret_VIXY,0.0
PG,126,ret_HYG,0.0
PG,126,ret_USO,0.0
PG,126,ret_TLT,0.0
PG,126,ret_UUP,0.0
PG,126,event_earn_gravity,0.0
PG,126,event_div_gravity,0.0
PG,126,macro_dollar_ret,0.0
