ticker,feature,horizon,inclusion_freq,mean_abs_coef,mean_alpha,mean_l1_ratio,n_fits
NEE,macro_inflation_fwd_zscore,21,0.8361344537815126,0.027617383652457427,0.06649060787771358,0.6861344537815126,476
NEE,rv_21d,21,0.7794117647058824,0.02085930643938195,0.06649060787771358,0.6861344537815126,476
NEE,mom21_VIXY,21,0.7626050420168067,0.015063990995080948,0.06649060787771358,0.6861344537815126,476
NEE,macro_breakeven_5y,21,0.542016806722689,0.018863030591678206,0.06649060787771358,0.6861344537815126,476
NEE,ewma_vol,21,0.5315126050420168,0.009929641241411151,0.06649060787771358,0.6861344537815126,476
NEE,iv_atm_z_score,21,0.5126050420168067,0.007462352014179983,0.06649060787771358,0.6861344537815126,476
NEE,term_structure_slope,21,0.42857142857142855,0.003830106923011221,0.06649060787771358,0.6861344537815126,476
NEE,vrp_wedge,21,0.4180672268907563,0.016850948317160882,0.06649060787771358,0.6861344537815126,476
NEE,beta_spy,21,0.39285714285714285,0.009105025008495958,0.06649060787771358,0.6861344537815126,476
NEE,mom21_USO,21,0.3445378151260504,0.0034508443781806415,0.06649060787771358,0.6861344537815126,476
NEE,macro_yield_curve_slope,21,0.34243697478991597,0.003552553856066884,0.06649060787771358,0.6861344537815126,476
NEE,rv_63d,21,0.3235294117647059,0.005649248889284749,0.06649060787771358,0.6861344537815126,476
NEE,res_vol,21,0.30462184873949577,0.005389051601092381,0.06649060787771358,0.6861344537815126,476
NEE,mom21_TLT,21,0.296218487394958,0.0019367560260239321,0.06649060787771358,0.6861344537815126,476
NEE,ret_VIXY,21,0.2857142857142857,0.0011815544447651785,0.06649060787771358,0.6861344537815126,476
NEE,rv_5d,21,0.27941176470588236,0.0008386039974514212,0.06649060787771358,0.6861344537815126,476
NEE,macro_inflation_fwd_abs_chg_21d,21,0.2647058823529412,0.0010574456149320638,0.06649060787771358,0.6861344537815126,476
NEE,res_vol_vel,21,0.23319327731092437,0.0013606763900097167,0.06649060787771358,0.6861344537815126,476
NEE,vol_regime_zscore,21,0.18907563025210083,0.008374610944142947,0.06649060787771358,0.6861344537815126,476
NEE,event_fed_gravity,21,0.1869747899159664,0.0011600608861302244,0.06649060787771358,0.6861344537815126,476
NEE,macro_inflation_fwd_5y5y,21,0.1722689075630252,0.006591674559352603,0.06649060787771358,0.6861344537815126,476
NEE,macro_inflation_fwd_chg_63d,21,0.1638655462184874,0.0016372846747165952,0.06649060787771358,0.6861344537815126,476
NEE,tech_RSI,21,0.16176470588235295,0.0009266038156685294,0.06649060787771358,0.6861344537815126,476
NEE,rv_126d,21,0.15546218487394958,0.00696418558168097,0.06649060787771358,0.6861344537815126,476
NEE,corr_sector_252d,21,0.14495798319327732,0.0011191948472795354,0.06649060787771358,0.6861344537815126,476
NEE,corr_sector_21d,21,0.1407563025210084,0.0011376053854801097,0.06649060787771358,0.6861344537815126,476
NEE,macro_hy_spread,21,0.1407563025210084,0.0018964295053830174,0.06649060787771358,0.6861344537815126,476
NEE,mom21_UUP,21,0.11764705882352941,0.00037595032182240244,0.06649060787771358,0.6861344537815126,476
NEE,macro_hy_spread_chg_5d,21,0.10504201680672269,0.00026821628377139543,0.06649060787771358,0.6861344537815126,476
NEE,price_regime,21,0.10504201680672269,0.0015110003180580584,0.06649060787771358,0.6861344537815126,476
NEE,tech_MACD_hist,21,0.09663865546218488,0.0009261920298222621,0.06649060787771358,0.6861344537815126,476
NEE,macro_inflation_fwd_chg_21d,21,0.09243697478991597,0.0006791876814266286,0.06649060787771358,0.6861344537815126,476
NEE,garch_cond_vol,21,0.09033613445378151,0.00032118215633123034,0.06649060787771358,0.6861344537815126,476
NEE,mom21_SPY,21,0.07352941176470588,0.0013333851961938072,0.06649060787771358,0.6861344537815126,476
NEE,vol_vel,21,0.06932773109243698,0.0009430603008355273,0.06649060787771358,0.6861344537815126,476
NEE,ret_TARGET,21,0.06092436974789916,0.0001021604696408849,0.06649060787771358,0.6861344537815126,476
NEE,vol_chg_21d,21,0.06092436974789916,0.000287528981485711,0.06649060787771358,0.6861344537815126,476
NEE,mom21_HYG,21,0.0546218487394958,0.00042439390343327086,0.06649060787771358,0.6861344537815126,476
NEE,ret_UUP,21,0.04831932773109244,4.3146324229310185e-05,0.06649060787771358,0.6861344537815126,476
NEE,vol_of_vol,21,0.046218487394957986,0.0003254960260445168,0.06649060787771358,0.6861344537815126,476
NEE,macro_dollar_ret,21,0.0273109243697479,2.353839723085182e-05,0.06649060787771358,0.6861344537815126,476
NEE,sector_wedge,21,0.01680672268907563,8.691581460447482e-05,0.06649060787771358,0.6861344537815126,476
NEE,put_call_skew_30d,21,0.0063025210084033615,1.320622603139232e-05,0.06649060787771358,0.6861344537815126,476
NEE,ret_HYG,21,0.0063025210084033615,6.385101480586452e-06,0.06649060787771358,0.6861344537815126,476
NEE,event_div_gravity,21,0.0,0.0,0.06649060787771358,0.6861344537815126,476
NEE,event_earn_gravity,21,0.0,0.0,0.06649060787771358,0.6861344537815126,476
NEE,ret_SPY,21,0.0,0.0,0.06649060787771358,0.6861344537815126,476
NEE,ret_TLT,21,0.0,0.0,0.06649060787771358,0.6861344537815126,476
NEE,ret_USO,21,0.0,0.0,0.06649060787771358,0.6861344537815126,476
NEE,rv_10d,21,0.0,0.0,0.06649060787771358,0.6861344537815126,476
NEE,mom21_VIXY,63,0.7121848739495799,0.012149403924533788,0.0692690444075545,0.6390756302521008,476
NEE,macro_inflation_fwd_zscore,63,0.7016806722689075,0.028668190030516544,0.0692690444075545,0.6390756302521008,476
NEE,macro_inflation_fwd_abs_chg_21d,63,0.6890756302521008,0.006525900796530224,0.0692690444075545,0.6390756302521008,476
NEE,macro_yield_curve_slope,63,0.6323529411764706,0.014016351633283358,0.0692690444075545,0.6390756302521008,476
NEE,term_structure_slope,63,0.5672268907563025,0.005711905306961549,0.0692690444075545,0.6390756302521008,476
NEE,mom21_USO,63,0.5630252100840336,0.012862637351865462,0.0692690444075545,0.6390756302521008,476
NEE,beta_spy,63,0.5252100840336135,0.008780788508326025,0.0692690444075545,0.6390756302521008,476
NEE,macro_inflation_fwd_chg_63d,63,0.47058823529411764,0.006350767821471188,0.0692690444075545,0.6390756302521008,476
NEE,vrp_wedge,63,0.4579831932773109,0.013883103255307628,0.0692690444075545,0.6390756302521008,476
NEE,corr_sector_252d,63,0.4096638655462185,0.007872757826602211,0.0692690444075545,0.6390756302521008,476
NEE,macro_breakeven_5y,63,0.4012605042016807,0.011862778043892346,0.0692690444075545,0.6390756302521008,476
NEE,price_regime,63,0.34243697478991597,0.0035877953996270705,0.0692690444075545,0.6390756302521008,476
NEE,put_call_skew_30d,63,0.3067226890756303,0.002124802329957727,0.0692690444075545,0.6390756302521008,476
NEE,vol_of_vol,63,0.3004201680672269,0.0016603921412044846,0.0692690444075545,0.6390756302521008,476
NEE,tech_RSI,63,0.2668067226890756,0.0015693773430041648,0.0692690444075545,0.6390756302521008,476
NEE,macro_hy_spread,63,0.2647058823529412,0.010973530787015674,0.0692690444075545,0.6390756302521008,476
NEE,rv_21d,63,0.23109243697478993,0.012496035647051422,0.0692690444075545,0.6390756302521008,476
NEE,mom21_HYG,63,0.2184873949579832,0.0018240107348466254,0.0692690444075545,0.6390756302521008,476
NEE,macro_inflation_fwd_5y5y,63,0.20378151260504201,0.010369344605439298,0.0692690444075545,0.6390756302521008,476
NEE,vol_regime_zscore,63,0.19327731092436976,0.003809591843578962,0.0692690444075545,0.6390756302521008,476
NEE,mom21_UUP,63,0.18487394957983194,0.0011126045116950103,0.0692690444075545,0.6390756302521008,476
NEE,res_vol,63,0.17016806722689076,0.005222186426667731,0.0692690444075545,0.6390756302521008,476
NEE,rv_126d,63,0.15336134453781514,0.004385287410457074,0.0692690444075545,0.6390756302521008,476
NEE,ewma_vol,63,0.13655462184873948,0.0026379197108977975,0.0692690444075545,0.6390756302521008,476
NEE,res_vol_vel,63,0.13025210084033614,0.0006029557430203217,0.0692690444075545,0.6390756302521008,476
NEE,garch_cond_vol,63,0.12815126050420167,0.00137201473297811,0.0692690444075545,0.6390756302521008,476
NEE,rv_63d,63,0.12815126050420167,0.0019816822228410935,0.0692690444075545,0.6390756302521008,476
NEE,macro_hy_spread_chg_5d,63,0.12605042016806722,0.0003572289523425007,0.0692690444075545,0.6390756302521008,476
NEE,corr_sector_21d,63,0.11764705882352941,0.002415721672331541,0.0692690444075545,0.6390756302521008,476
NEE,iv_atm_z_score,63,0.11554621848739496,0.0007340278715608378,0.0692690444075545,0.6390756302521008,476
NEE,tech_MACD_hist,63,0.10504201680672269,0.0011554398356856059,0.0692690444075545,0.6390756302521008,476
NEE,vol_chg_21d,63,0.09033613445378151,0.0013774350632840765,0.0692690444075545,0.6390756302521008,476
NEE,macro_inflation_fwd_chg_21d,63,0.0861344537815126,0.0005792310282276754,0.0692690444075545,0.6390756302521008,476
NEE,mom21_SPY,63,0.0819327731092437,0.004353591582520893,0.0692690444075545,0.6390756302521008,476
NEE,ret_VIXY,63,0.07983193277310924,0.00018437244412522068,0.0692690444075545,0.6390756302521008,476
NEE,mom21_TLT,63,0.07563025210084033,0.00035374303413749346,0.0692690444075545,0.6390756302521008,476
NEE,ret_TARGET,63,0.07142857142857142,0.0001853946840126506,0.0692690444075545,0.6390756302521008,476
NEE,event_fed_gravity,63,0.05042016806722689,0.0015868203494987865,0.0692690444075545,0.6390756302521008,476
NEE,macro_dollar_ret,63,0.046218487394957986,4.574664750645697e-05,0.0692690444075545,0.6390756302521008,476
NEE,sector_wedge,63,0.03991596638655462,0.001092323279486429,0.0692690444075545,0.6390756302521008,476
NEE,ret_UUP,63,0.037815126050420166,2.5633021926665033e-05,0.0692690444075545,0.6390756302521008,476
NEE,rv_10d,63,0.03361344537815126,8.396262805252869e-05,0.0692690444075545,0.6390756302521008,476
NEE,ret_HYG,63,0.031512605042016806,4.090800603720607e-05,0.0692690444075545,0.6390756302521008,476
NEE,vol_vel,63,0.02100840336134454,3.3973959919228653e-05,0.0692690444075545,0.6390756302521008,476
NEE,rv_5d,63,0.01680672268907563,6.930771506400979e-05,0.0692690444075545,0.6390756302521008,476
NEE,ret_USO,63,0.0063025210084033615,1.163515126318429e-05,0.0692690444075545,0.6390756302521008,476
NEE,ret_SPY,63,0.0021008403361344537,2.4230196083684527e-05,0.0692690444075545,0.6390756302521008,476
NEE,ret_TLT,63,0.0021008403361344537,4.145323381004281e-06,0.0692690444075545,0.6390756302521008,476
NEE,event_div_gravity,63,0.0,0.0,0.0692690444075545,0.6390756302521008,476
NEE,event_earn_gravity,63,0.0,0.0,0.0692690444075545,0.6390756302521008,476
NEE,macro_inflation_fwd_zscore,126,0.6638655462184874,0.03330778389151988,0.08205843114969621,0.5794117647058824,476
NEE,macro_yield_curve_slope,126,0.6470588235294118,0.029960865665388196,0.08205843114969621,0.5794117647058824,476
NEE,macro_hy_spread,126,0.5504201680672269,0.02413153399629329,0.08205843114969621,0.5794117647058824,476
NEE,put_call_skew_30d,126,0.4642857142857143,0.00405949535881192,0.08205843114969621,0.5794117647058824,476
NEE,price_regime,126,0.4264705882352941,0.004364844715407508,0.08205843114969621,0.5794117647058824,476
NEE,mom21_HYG,126,0.41596638655462187,0.004271098978734136,0.08205843114969621,0.5794117647058824,476
NEE,term_structure_slope,126,0.3634453781512605,0.002832764046076017,0.08205843114969621,0.5794117647058824,476
NEE,vrp_wedge,126,0.35294117647058826,0.015606339765945866,0.08205843114969621,0.5794117647058824,476
NEE,macro_inflation_fwd_5y5y,126,0.3403361344537815,0.009522067884344959,0.08205843114969621,0.5794117647058824,476
NEE,vol_of_vol,126,0.3067226890756303,0.005303797036915129,0.08205843114969621,0.5794117647058824,476
NEE,rv_126d,126,0.3025210084033613,0.011725216500098968,0.08205843114969621,0.5794117647058824,476
NEE,beta_spy,126,0.29831932773109243,0.004858075017516737,0.08205843114969621,0.5794117647058824,476
NEE,mom21_TLT,126,0.296218487394958,0.008367904393783092,0.08205843114969621,0.5794117647058824,476
NEE,ewma_vol,126,0.2920168067226891,0.009382480830673827,0.08205843114969621,0.5794117647058824,476
NEE,corr_sector_252d,126,0.28991596638655465,0.014092115808783317,0.08205843114969621,0.5794117647058824,476
NEE,res_vol,126,0.2773109243697479,0.0033274759570018704,0.08205843114969621,0.5794117647058824,476
NEE,sector_wedge,126,0.2647058823529412,0.009093799774318501,0.08205843114969621,0.5794117647058824,476
NEE,macro_inflation_fwd_chg_63d,126,0.25630252100840334,0.007280052550523137,0.08205843114969621,0.5794117647058824,476
NEE,corr_sector_21d,126,0.24579831932773108,0.010142376084869363,0.08205843114969621,0.5794117647058824,476
NEE,mom21_VIXY,126,0.23949579831932774,0.004043864666308008,0.08205843114969621,0.5794117647058824,476
NEE,rv_21d,126,0.23739495798319327,0.008858932794628599,0.08205843114969621,0.5794117647058824,476
NEE,macro_breakeven_5y,126,0.22058823529411764,0.0043770922362425255,0.08205843114969621,0.5794117647058824,476
