ticker,horizon,alpha,beta,r2,t_beta1,p_beta1,n
AMZN,63,-0.0031685991193999563,1.0760731236035415,0.4637101720810498,3.296063977304451,0.0009941251552576626,2516
AMZN,126,-0.0403707839150029,1.2365692682408627,0.5283882438842771,10.153289658726276,9.14424899029279e-24,2516
APD,21,-0.03431958666221985,1.264621392635168,0.3592494493870043,7.855984623857614,5.8275168853595236e-15,2516
APD,63,-0.03802944661342497,1.3199117979676127,0.2515105539434147,7.044549885053673,2.3924581219669587e-12,2516
APD,126,-0.05519361991233557,1.4034234014678646,0.40468896840580115,11.883482400236977,1.0027483414028893e-31,2516
AVGO,21,-0.036974795993845844,1.1889966103454783,0.23958883337822612,4.4736816771794015,8.03037513954816e-06,2516
AVGO,63,-0.02150976606840216,1.1508991241120272,0.174117379579099,3.0185195555827393,0.0025656429630004844,2516
AVGO,126,-0.06453656519376916,1.2992353903867837,0.34457724295034764,8.373177317583785,9.187580015419908e-17,2516
AXP,21,-0.0353823555237647,1.3002222207334133,0.36139930319536906,8.709372130921178,5.433963962298251e-18,2516
AXP,63,-0.006653207110371734,1.171066806502079,0.24124778429774085,4.129984235813446,3.746281582929972e-05,2516
AXP,126,-0.05393645780001677,1.423079646091892,0.47470718100333464,14.170583410976691,6.526064564535118e-44,2516
BA,21,0.031964750728727814,0.9860968008584426,0.34350834280155873,-0.51136602371066,0.6091396892073611,2516
BA,63,0.041547386832342215,0.9506199510498385,0.34938050930428155,-1.90859169679117,0.05642855743334943,2516
BA,126,0.016184050812129536,1.0570604162783204,0.43881600579008284,2.393350774377733,0.01676819867474138,2516
BAC,21,0.006680965422435237,1.0014721758381124,0.35922725292090485,0.05852161795705494,0.9533372794760725,2829
BAC,63,0.0022410784774979098,1.0255917484797068,0.29717152364048616,0.862714834344728,0.38836745295247366,2829
BAC,126,-0.008580188224937418,1.0759392883502783,0.3627715379324242,2.831461633325762,0.004666349068142599,2829
BKNG,21,0.058553672738461904,0.7798803641193663,0.42499723068180084,-7.7838878363775,1.7070437411394332e-14,1031
BKNG,63,0.01942767385381572,0.9389316381217022,0.4489127099369843,-1.8830451705173543,0.059976126628709006,1031
BKNG,126,-0.1295828721970836,1.5329252708022605,0.6489409937739203,15.162316690693475,5.080991500364569e-47,1031
BLK,21,-0.04829782057049367,1.305357369441505,0.400323282708009,9.583153572600777,2.173057992605965e-21,2516
BLK,63,-0.0330659716158527,1.2357464348829867,0.22916806468891326,5.215495839683658,1.982689291628868e-07,2516
BLK,126,-0.049269835759371744,1.3099729515535816,0.3834327284498391,9.35617772762445,1.770983973659947e-20,2516
BMY,21,-0.0014169586449384874,1.0580765898919136,0.28894398800337817,1.7543715007394538,0.07948869435359669,2516
BMY,63,-0.018866125635944864,1.159265102520704,0.2311385147690932,3.7768749492776874,0.00016249117884667397,2516
BMY,126,-0.0403551995934158,1.2278488910350103,0.45091998958996127,8.431727474001997,5.656091271351536e-17,2516
C,21,0.006727019419335206,1.0428375473683187,0.32649335892921016,1.434025286874845,0.15168941196581215,2516
C,63,-0.023365181630279758,1.2061859466036648,0.2880063136467206,5.451178036732563,5.49095547119503e-08,2516
C,126,-0.022912513045674043,1.1762468748202615,0.37922541733829074,5.872017411680804,4.87305602039231e-09,2516
CAT,21,0.010969585022060607,1.0135436214514406,0.4065365211062102,0.5545334937399443,0.5792631168977721,2516
CAT,63,0.009269543727985552,1.0526544434872707,0.26762862902812434,1.5161160341774869,0.12961573584862324,2516
CAT,126,0.029376781274444846,0.9602720865161527,0.2647804065157191,-1.244854158329534,0.21330139266908293,2516
CCI,21,-0.024936824095627197,1.1963180572587016,0.3703777129378102,6.310715516071505,3.2719817977455547e-10,2516
CCI,63,0.01258421842080773,1.0180737147621037,0.21270494386335925,0.46266949464213625,0.6436413295275086,2516
CCI,126,-0.02391175538630222,1.200604888672665,0.399286000383935,6.8301809071965645,1.0598273641020369e-11,2516
CL,21,-0.042281415163094166,1.3855259921581764,0.28486380316950166,9.337403878371447,1.936722418339081e-20,2829
CL,63,-0.03509810101134306,1.3117795561178631,0.29227841518164555,8.121136901963883,6.822849608239049e-16,2829
CL,126,-0.06416044402991888,1.500623295900006,0.34614394881675936,12.905937968892472,4.546227648506103e-37,2829
CMCSA,21,-0.03337074716891006,1.240989010694774,0.33433917589742657,6.900476392702175,6.5359286562735555e-12,2516
CMCSA,63,-0.012573810626429482,1.1526189233112012,0.27593458840563445,4.098448168398176,4.291093430092787e-05,2516
CMCSA,126,-0.017342326319389395,1.171822019535509,0.3004536296432372,4.818149541257481,1.5351536890142873e-06,2516
COP,21,0.02163633316895114,1.000524623421688,0.4777312926077616,0.025144752965747044,0.9799414993688591,2516
COP,63,0.03154764545469496,0.9933670371704598,0.3207089153942053,-0.23004246610369283,0.818077486906167,2516
COP,126,0.017487860069407835,1.0510293120437195,0.38010127655326953,1.9062366489371636,0.05673343299127444,2516
COST,21,-0.007120349297921547,1.1224503916949549,0.41091006593638013,4.568338208999425,5.1533341485984974e-06,2516
COST,63,-0.017766128039653023,1.2096837975697587,0.31975870235814385,5.958752340576073,2.897855095127192e-09,2516
COST,126,-0.0425031512835429,1.3420207703633538,0.44890126741132974,11.532848573283298,5.058661468999847e-30,2516
CRM,21,-0.0013397308523127593,1.0245353736382272,0.35238053807998726,0.8857157480361034,0.3758554299327421,2516
CRM,63,0.005274238241514961,1.0036384180807822,0.3011977536014988,0.11933468159303787,0.9050197426000341,2516
CRM,126,-0.017404124434513835,1.0828019517619187,0.45822639034308954,3.5261867263084348,0.00042913166029265635,2516
CSCO,21,-0.021283415528589672,1.1540581659071916,0.29324334240948824,4.311404671254837,1.6847097932800375e-05,2516
CSCO,63,-0.06372913069485392,1.4081555507668209,0.26325194169405464,8.687283689624639,6.5639338613503155e-18,2516
CSCO,126,-0.08819826049830923,1.5122249992135453,0.47750329005216263,16.235788974272833,1.8950048462187045e-56,2516
CVS,21,0.02835670281675365,0.9432975994826979,0.2729150023208723,-1.846530416159948,0.064932691196874,2516
CVS,63,0.0488056203694148,0.8684766760939336,0.17772060187021688,-3.5300953507716386,0.00042287243887752143,2516
CVS,126,-0.017928277683903204,1.1774582444002015,0.5615202108569315,8.551478508834503,2.0768789748609026e-17,2516
CVX,21,-0.003860938644930423,1.0904747009023097,0.5269289212815438,4.6557246248791,3.3773437740110424e-06,2829
CVX,63,-0.012232185872240925,1.1814778900147145,0.329914584050918,5.730555208532179,1.106678327935533e-08,2829
CVX,126,-0.040809854247260635,1.3362891592912696,0.4025363499888057,10.983029114225076,1.6457217766637603e-27,2829
D,21,-0.02242315973540071,1.227196509350332,0.3273629575720086,6.475816851835437,1.1302825133800031e-10,2516
D,63,0.0206408236310269,1.0000065342389985,0.2122089121289551,0.0001700399983281866,0.9998643412022734,2516
D,126,-0.017616150505475714,1.2224731803430655,0.3936098955517724,7.351533004789565,2.6368429216626507e-13,2516
DE,21,0.006321503924260202,1.032663869999713,0.5004090646719336,1.5872546268579448,0.11258074249542398,2516
DE,63,0.008500712950146455,1.0582836484259064,0.33847155851630717,1.975213798218287,0.04835311867647946,2516
DE,126,-0.028676095880630886,1.2406775936292649,0.4743333879290609,9.239447651377585,5.1174185986533545e-20,2516
DIS,21,-0.017436560022754205,1.1644965654620025,0.43279676766095776,6.186911662407442,7.140589315548074e-10,2516
DIS,63,-0.004026480470598809,1.1235655582714623,0.3310007594367387,3.87867451979582,0.00010772215447866751,2516
DIS,126,-0.038980123858065985,1.3084323388527332,0.4227386878100786,10.114421444612953,1.3398801238560677e-23,2516
DOW,21,-0.060173953373349076,1.3431952972922876,0.4779974438489373,12.259175843176047,1.33951171067945e-33,2516
DOW,63,-0.06844296612817874,1.409338132300801,0.4504072591218333,13.183533719969446,1.9951376325590312e-38,2516
DOW,126,-0.046631040977010874,1.2632307867573043,0.5488240386320165,11.52338848628209,5.6150517672989194e-30,2516
DUK,21,-0.02381231530634026,1.2340700011983883,0.34061567206947774,6.835205901126466,1.023987474138866e-11,2516
DUK,63,-0.019829673974245704,1.2268081721584247,0.25894099928218806,5.479471742205541,4.690161328081982e-08,2516
DUK,126,-0.03917258603287402,1.3508201189252291,0.3920134837349698,10.456182063105533,4.451880022998148e-25,2516
EOG,21,-0.047067712711765464,1.2443734380394205,0.5355197165582979,10.572799443967842,1.3612096675653234e-25,2516
EOG,63,-0.05667893401926993,1.3172231160789647,0.41170928831680476,10.101536948244455,1.5203358573845015e-23,2516
EOG,126,-0.05303348722638945,1.2768407633456509,0.501828809630162,10.910996753227604,4.0981786810497124e-27,2516
EQIX,21,-0.02314737827303137,1.1338582540321112,0.32726095894206375,4.128504955322016,3.7702961910555744e-05,2516
EQIX,63,0.010753388635401512,0.9889807224219103,0.19956534928982317,-0.2789507679899414,0.7803055508389146,2516
EQIX,126,-0.018535000861059414,1.1216940475929573,0.31580817351281987,3.6957305476636892,0.00022393800265891207,2516
F,21,-0.006579333423280487,1.1035078831296206,0.4855635245487002,4.5691748118035225,5.1329776218151945e-06,2516
F,63,0.010141326470315848,1.0855142312394555,0.3496321459420072,2.8960873414239234,0.003811095528451724,2516
F,126,-0.02802189817279327,1.2305577239344812,0.44726624207948196,8.450558012611676,4.8358260950923e-17,2516
FCX,21,0.10375855012728807,0.7694327380893333,0.5035457710138679,-15.131761487320066,1.4265874318839587e-49,2516
FCX,63,0.08233037203949373,0.847679048985311,0.43026394578547567,-7.829633904672739,7.152753477217829e-15,2516
FCX,126,0.06308273262265796,0.8907899023022222,0.5960327605791127,-7.466759088270163,1.1268214995358165e-13,2516
FDX,21,-0.02329374815603205,1.1645624674612507,0.5009968517103509,7.528297294922123,6.871179594288054e-14,2829
FDX,63,-0.04670322228794391,1.3047984972561981,0.4675079480371639,11.637781855011028,1.3056900977004734e-30,2829
FDX,126,-0.03443782073185056,1.2273130883818997,0.5655761259964023,11.23623137229209,1.0876127280715284e-28,2829
GE,21,0.03805045089896886,0.931779651761378,0.5207925908229949,-4.058207513128152,5.079088822296571e-05,2829
GE,63,0.0926576696019698,0.7027757940274304,0.34372667166021187,-16.27400797287205,5.430649922563298e-57,2829
GE,126,0.08537304481336197,0.7098197058254744,0.46839660311612275,-20.403081467983952,1.9607978565042746e-86,2829
GILD,21,-0.0373353472459399,1.1801692131341972,0.4254210741800414,6.586483236179139,5.4651194646205965e-11,2516
GILD,63,-0.04083093289239126,1.1904861538022968,0.4131639756408789,6.731696719765616,2.0701412627993157e-11,2516
GILD,126,-0.05218418830595867,1.2235135711787994,0.46417484460059566,8.525247467202359,2.589412789200721e-17,2516
GM,21,-0.014401103155615158,1.1302422000174666,0.4015603621423105,4.732908239757567,2.3359790043004657e-06,2516
GM,63,-0.02300893405274873,1.2074911380453923,0.29463477246426684,5.568435766827782,2.8431985116060337e-08,2516
GM,126,-0.05486079010337158,1.3045933592906462,0.4299632578550384,10.166984269019844,7.990106987450304e-24,2516
GOOGL,21,0.038917947014012244,0.9053873337922423,0.35715609594867026,-3.4929886185225705,0.0004879701713123987,2013
GOOGL,63,0.09302519233171128,0.6761744822101523,0.16507045463924874,-9.549224106646195,3.643933672817483e-21,2013
GOOGL,126,0.06246593552220528,0.815014806203929,0.24937061627239232,-5.86661197497763,5.188344308012372e-09,2013
GS,21,0.003731000244070637,1.0324265237450192,0.31968744969717444,1.0795243143503317,0.28045761721226825,2516
GS,63,0.0030350012153899375,1.0627200382699828,0.22933942722312006,1.61427630880825,0.10659300038881513,2516
GS,126,-0.05439838765069974,1.3402164636730132,0.5244965909711294,13.367725887700194,2.0045479722034015e-39,2516
HD,21,-0.051158545970429764,1.411938625852169,0.3537926457670125,10.824000055197008,1.0186596155714394e-26,2516
HD,63,-0.022428082490649037,1.251666360440569,0.2495577023009301,5.813612242177266,6.887773365019585e-09,2516
HD,126,-0.07404371555620548,1.5221237202376965,0.3352821039592002,12.2149757030429,2.2392511038338507e-33,2516
HON,21,-0.01894232505033852,1.1815534250454265,0.3625186593459141,5.809853260871575,7.0421186589463695e-09,2516
HON,63,-0.050752896882514664,1.421365226038782,0.3198164354015566,10.192317987187536,6.222555060129846e-24,2516
HON,126,-0.07631930015693578,1.5607525871480477,0.5259075540445266,18.973307523163406,3.9399112069842273e-75,2516
IBM,21,-0.010614587435650774,1.148280033585328,0.37613867467114137,5.0274465532250545,5.320462548852415e-07,2516
IBM,63,-0.017614255615137492,1.2268076455812373,0.2319653254290105,5.094305371730008,3.759942229451153e-07,2516
IBM,126,-0.04282675680216,1.362099359571328,0.5092374452582565,13.577695373454201,1.4123853668428017e-40,2516
INTC,21,0.02183912366633925,0.9572202107898705,0.3924988597330471,-1.8011715072462695,0.07179563905090054,2516
INTC,63,0.021044166267697367,0.9865403994297514,0.3512750326400145,-0.5033768850184762,0.6147434205250912,2516
INTC,126,-0.035609500145000195,1.256397459883821,0.5550065825525109,11.427246057969654,1.6145493183191828e-29,2516
JNJ,21,-0.004528185360845344,1.1164280542872456,0.23787500494597524,2.921264208762741,0.0035172039617395825,2516
JNJ,63,-0.012099985868830043,1.2017578345949116,0.23733644488464012,4.6958239038768745,2.798096621655924e-06,2516
JNJ,126,-0.014958032265604382,1.169840018618593,0.4479127075967748,6.55675578356369,6.65057235827732e-11,2516
JPM,21,-0.01743031084077523,1.1526218952053282,0.31568761184157823,4.781833497828433,1.8260076765769464e-06,2829
JPM,63,-0.02019774422341372,1.1758837802911672,0.2578483819542484,4.687704008880786,2.893771067163468e-06,2829
JPM,126,-0.04760272965930659,1.2904877685826428,0.3137434350121564,8.09246686142402,8.591515166302808e-16,2829
KO,21,-0.03587129087209287,1.3564060056138,0.32955658998445936,9.79494836272585,2.6676153947056305e-22,2829
KO,63,-0.01803918454788206,1.225868189081921,0.2018988882502395,4.927336299040724,8.816297627825058e-07,2829
KO,126,-0.09003469940496223,1.744740015976698,0.46886394875700566,21.323446573576827,1.121336943380454e-93,2829
LIN,21,-0.018045917915173904,1.0083903569589163,0.9430422146954675,1.5811337413079005,0.11399246032075132,2183
LIN,63,-0.01475637818560288,0.9858998291737289,0.9286960089399353,-2.4104564294034163,0.01601483423213007,2183
LIN,126,-0.014845486015398757,0.9740541362848175,0.9414101723982188,-4.986446958637025,6.635034954386381e-07,2183
LLY,21,0.027888247749295353,0.9508107446286285,0.37591387791047715,-2.1348186523198884,0.032861585702558094,2829
LLY,63,0.056590967300091194,0.8273634197114647,0.39187404776770995,-8.90586066076052,9.272750163064979e-19,2829
LLY,126,0.023653379773844296,0.9909309311286433,0.5504878036284466,-0.5384995321000423,0.5902746245338728,2829
LMT,21,-0.025656116559735265,1.226131129737755,0.3842130676305303,7.745637530645481,1.3153315474686582e-14,2829
LMT,63,-0.01350827306416355,1.1614555098346937,0.31176158020214695,4.974564160888182,6.930876679105355e-07,2829
LMT,126,-0.06664827381809602,1.5051594745163306,0.42096082470386165,15.215133158604312,2.6157351118133114e-50,2829
LOW,21,-0.020754367355959896,1.1537678526493846,0.37824939628498977,5.527019968588275,3.554069406777835e-08,2829
LOW,63,-0.031716188184633315,1.2220877321506547,0.2547964284545996,5.649945951516377,1.7649069188142065e-08,2829
LOW,126,-0.062394584535872905,1.3615142492589096,0.47679723885124536,13.477147622434966,3.610020395848113e-40,2829
MCD,21,-0.02708308001859805,1.2798554497007173,0.25147203756996905,6.738707202690796,1.929160424314335e-11,2829
MCD,63,-0.03258955590170612,1.346291577120803,0.19934522749397088,6.824109341559714,1.0782210677128227e-11,2829
MCD,126,-0.02362263450399632,1.2672497325897358,0.28448868406834926,7.070371281947653,1.939177064590145e-12,2829
META,21,-0.03882828424481394,1.1201275800405608,0.47350039584342596,1.39448970060294,0.16481542852292175,190
META,63,0.0670629149314074,0.7614447519183908,0.2596910489564275,-2.5442014289065438,0.01175690284174543,190
META,126,-0.001117435536689082,0.9474281912256045,0.5450282075292281,-0.8327272845319789,0.40605515825507044,190
MMM,21,0.028709827626365175,0.892464853510724,0.46367158313587664,-5.9567867012575375,2.8905469922352684e-09,2829
MMM,63,0.01225961842549303,1.0085292206223808,0.5688507954788233,0.5164986099862352,0.6055466083484128,2829
MMM,126,0.0016161176463583005,1.0696890203380003,0.7291305172405507,5.6831919449493,1.4569430552792021e-08,2829
MO,21,0.0034955437455959915,1.0459658527313362,0.3165227884642886,1.5900881136229847,0.11192675945802631,2829
MO,63,-0.004950395797879731,1.1118076035730726,0.36017526744561656,4.011723895394641,6.183991456204884e-05,2829
MO,126,0.0043013019956784915,1.0414647358192965,0.485707031235462,2.057212429235571,0.03975733684609461,2829
MPC,21,-0.04247732483065886,1.1971944709584483,0.3970340767706262,6.948971995591252,4.593766887863609e-12,2705
MPC,63,-0.05897842118342228,1.2676709645239201,0.32107205480086687,7.549308184084545,5.945836416326594e-14,2705
MPC,126,-0.08420853016195762,1.34570890459112,0.45119378462914883,12.110288973448705,6.525633851872977e-33,2705
MRK,21,-0.013038398981642302,1.1604741318142413,0.27725518984353115,4.553861586977607,5.489833481266847e-06,2829
MRK,63,0.007668247578947629,1.0596379845149642,0.2285628260820055,1.6288491347413683,0.10345637984493529,2829
MRK,126,-0.008919119855723495,1.1153943541789637,0.42135289662099085,4.693913947126453,2.807913566689333e-06,2829
MS,21,0.011499589637527091,0.9802602039023263,0.2780663718011479,-0.6644920569329569,0.506429626704413,2829
MS,63,0.0029547929554755714,1.0258811204559328,0.22082778886375354,0.7141000692476438,0.4752242568823891,2829
MS,126,-0.024410060418877,1.1555357479350221,0.37668998138685994,5.563520874082849,2.8913500555404946e-08,2829
MSFT,21,-0.0015314755761472454,1.0707720701154386,0.3057179759371029,2.3319557011200303,0.019772912479985708,2829
MSFT,63,-0.027135042970263784,1.2213474753431113,0.2739526451615606,5.919070508883557,3.6277003472416917e-09,2829
MSFT,126,-0.05967684671276119,1.3869444887358393,0.37251312058198294,11.429334750173707,1.3194744000476055e-29,2829
MU,21,0.011967648247550478,0.9788512640380684,0.32831574609858294,-0.8031448627403023,0.42195852860689265,2829
MU,63,0.021740015994535844,0.9608832538581935,0.29065475383741857,-1.3855266548491056,0.1660007861605766,2829
MU,126,-0.04791140432208596,1.1614327396337558,0.544846039441657,8.085710600925477,9.070100335575358e-16,2829
NEE,21,0.04425178151394657,0.8370145444108558,0.2654499641688628,-6.2238539638549915,5.569956168088569e-10,2829
NEE,63,0.028970771616455115,0.9447218221390338,0.2604749741883938,-1.8463721471420091,0.06494265414785738,2829
NEE,126,0.031765301467216345,0.9434716031744245,0.3107208966190216,-2.1388898246311823,0.032530038297535924,2829
NEM,21,-0.004098013027423908,1.0553189039611621,0.375761668828115,2.16238875800631,0.030671842150799388,2829
NEM,63,-0.007491011403263359,1.0906223657176903,0.30731182991832073,2.942690952112706,0.003280202759360093,2829
NEM,126,-0.07857232285641563,1.3176522314343582,0.48882482549871864,12.534463871823299,4.0786738346665215e-35,2829
NFLX,21,0.04421275908549521,0.8496545730659893,0.45633473506935207,-8.619591775947091,1.0997294749455717e-17,2829
NFLX,63,0.017726378801124654,0.9379563165190034,0.4176138822448383,-2.9782408884576754,0.0029237247578261876,2829
NFLX,126,-0.015419777007334212,1.0370152520493197,0.44631727359061313,1.7039224762585843,0.0885054673204416,2829
NKE,21,-0.018807375920688346,1.1950957150586434,0.29565389713785895,5.623499902460462,2.0542127777900547e-08,2829
NKE,63,-0.09907655106337729,1.6357363407768206,0.40057495083417194,16.892778590961456,4.559954560534601e-61,2829
NKE,126,-0.06191626937334799,1.4154128848719758,0.46946026774946037,14.67912560129335,4.533692857099799e-47,2829
NOC,21,-0.0282612913833499,1.2037648970492854,0.43201248612877596,7.849271552269965,5.8884935734092025e-15,2829
NOC,63,-0.020857681588132948,1.175706253953101,0.3966415511546302,6.442622726542463,1.3753904725215647e-10,2829
NOC,126,-0.034502546011834334,1.2478150732713649,0.5149375615725078,10.879748562227556,4.905242492901312e-27,2829
NVDA,21,0.038446662872835435,0.9474285027503149,0.4286929754872183,-2.5556725355791827,0.010650169507010605,2829
NVDA,63,0.027429190516940705,0.986017958046176,0.4701384783202459,-0.7101995420893027,0.47763898329583293,2829
NVDA,126,0.027995844238942857,0.9806944253751932,0.6062395049342314,-1.2987273183090673,0.19414344816369372,2829
ORCL,21,-0.000549633588073889,1.0851942526413207,0.4568156000513761,3.827917203696083,0.00013203425523277448,2829
ORCL,63,-0.03967099605135799,1.3247314666097552,0.5345707188748015,13.968029967109782,6.3149386526039775e-43,2829
ORCL,126,-0.03368968397084934,1.2755833075047334,0.7079352050164089,17.883978312685464,7.502543453805883e-68,2829
OXY,21,0.07251376524936096,0.8134335619650797,0.5061418889427178,-12.345519854414869,3.8415028505907785e-34,2829
OXY,63,0.031749436572945655,1.008617469821877,0.3958639840017383,0.3677238693032326,0.7131066684413896,2829
OXY,126,-0.040892450011182746,1.2497771992944746,0.5847352423909382,12.609567649205927,1.6586048520564035e-35,2829
PEP,21,-0.02813891134512006,1.301520048035697,0.2744049981675195,7.574903477525112,4.8379622777347685e-14,2829
PEP,63,-0.04742284812411604,1.4705947821339078,0.2880000965318307,10.821148085388744,9.077703840466437e-27,2829
PEP,126,-0.058285949681184446,1.5238248660000424,0.3757760216332635,14.18104604379475,3.780060583457751e-44,2829
PFE,21,-0.01132299167712772,1.1543019365436806,0.39815902003086023,5.780990531487602,8.23849922711217e-09,2829
PFE,63,0.006734956005244125,1.0732349974064892,0.36453083667067177,2.747936193284105,0.006035231509545387,2829
PFE,126,-0.019562328346930252,1.1910260937597392,0.4720342419784542,8.063399856041274,1.084488486041508e-15,2829
PG,21,-0.030593000960743577,1.3050241553305184,0.3207916429055454,8.540604275178648,2.147536901706807e-17,2829
PG,63,-0.03709399339215172,1.3584798218616239,0.336612496949689,9.99438101553182,3.8861528952314565e-23,2829
PG,126,-0.05240793081765008,1.462675197008798,0.432263027645557,14.675458634022355,4.767285001694793e-47,2829
PLD,21,-0.006364507280159387,1.0899287686209749,0.37317831152916847,3.384929480323246,0.0007216780901726785,2829
PLD,63,0.023197419960830412,0.957837225856727,0.27739681562234897,-1.4501107452860609,0.14713857097019495,2829
PLD,126,0.0013317186004705717,1.0671851312101743,0.4315111718529997,2.91629439423397,0.0035700484894271665,2829
PM,21,-0.02296954165602111,1.1903891586347368,0.35170327741231,6.263505319888962,4.3371192168102215e-10,2829
PM,63,-0.01713225145842545,1.1660939954635785,0.3068158764586745,5.038460850093083,4.988356443427473e-07,2829
PM,126,0.013902682373027664,0.9807846216561956,0.38354357357153057,-0.8216641894984842,0.4113373341729501,2829
PSX,21,0.08585702997082992,0.7117162755209596,0.3830928258181111,-15.940559129077547,1.4955242295298397e-54,2496
PSX,63,-0.05269975788132347,1.3204982995524894,0.43763422735039315,10.692575074330435,4.0214178099202724e-26,2496
PSX,126,-0.11069219464000601,1.5422510766693762,0.4914097344469509,17.25962761471096,3.8167106663153565e-63,2496
QCOM,21,0.020654604266405585,1.0017405063241087,0.38291736629708517,0.07277197204541383,0.9419927229245401,2829
QCOM,63,0.03434819921896948,0.9641568798133946,0.4021226682717427,-1.6210419065145132,0.10512017259846398,2829
QCOM,126,0.02908371192683068,0.9616985721111693,0.5794416544144583,-2.485596485806606,0.012990835398009193,2829
RTX,21,0.05246534550534712,0.7000174608833147,0.20865818991752583,-4.920483363382199,1.1737969175937843e-06,502
RTX,63,0.006072449581416978,0.948446921063031,0.3592417356900637,-0.9100659467536081,0.36322622529575654,502
RTX,126,-0.0025237768834515673,0.9942783170058784,0.6000218470687722,-0.15760363230707275,0.8748327661281703,502
SBUX,21,-0.04743790823306859,1.332951333300724,0.3516417389063302,9.780747658042225,3.055667050236622e-22,2829
SBUX,63,-0.034270933837770134,1.2814185050933828,0.24463920238584425,6.645235397614944,3.6183843752569244e-11,2829
SBUX,126,-0.05109226050709609,1.342773051843403,0.4611516098120073,12.556122042813262,3.1480351463983837e-35,2829
SCHW,21,-0.03574996609620701,1.1982267157372029,0.2956524033207023,5.698798215943764,1.331049572869338e-08,2829
SCHW,63,0.04059397163197623,0.8956765774421799,0.1555947008319033,-2.6583700749671526,0.00789620497971413,2829
SCHW,126,-0.0013981344547774888,1.0403426521944443,0.30926535748701733,1.379624711619005,0.16781133576297239,2829
SLB,21,0.018648035941555008,0.9841853023735629,0.49544464249474895,-0.8466230321135737,0.3972769321122627,2829
SLB,63,0.04731787883633731,0.9079909152126132,0.36470122724650456,-4.082175914455003,4.585267026833445e-05,2829
SLB,126,0.013943862952816077,1.0300117701549734,0.508191864685231,1.5748105969154715,0.11541206467445556,2829
SO,21,0.003556999300753594,1.0568656760348805,0.27636394084558824,1.7679659879661116,0.07717443369613355,2829
