ticker,horizon,bucket,n,rmse,qlike,mean_y_true,mean_y_pred,mean_bias
COST,63,top_10,252,0.12024767862264849,0.16282114736451292,0.29434305758173496,0.1848597552499066,-0.10948330233182836
COST,126,bottom_10,252,0.020437541571538324,0.010667989966732714,0.12332148644158474,0.13685600843509232,0.013534521993507588
COST,126,middle_80,2012,0.025357184955969496,0.010924102194836367,0.17227619348182016,0.1635289294049983,-0.008747264076821816
COST,126,top_10,252,0.08323350679143436,0.07939612687731763,0.2727189432534232,0.19375140493714835,-0.07896753831627484
CRM,21,bottom_10,252,0.057502564641839234,0.042344740252499985,0.14879780113232685,0.19404644958537684,0.04524864845304996
CRM,21,middle_80,2012,0.04575495287454708,0.01723627233526573,0.24312934212894477,0.24998119435780455,0.006851852228859778
CRM,21,top_10,252,0.18980071860217745,0.1474968565754243,0.46029136570123014,0.31231913240012654,-0.14797223330110354
CRM,63,bottom_10,252,0.057081743535715136,0.03761055191644965,0.15863877219352024,0.20611171842189824,0.047472946228378006
CRM,63,middle_80,2012,0.03908051073687131,0.012160978833675003,0.2529041365210639,0.2562946820738492,0.0033905455527852187
CRM,63,top_10,252,0.16417179292946033,0.13306720178402323,0.4241131382135635,0.28766914423935036,-0.13644399397421308
