ticker,horizon,n,median_delta,p95_delta,seam_median_delta,off_seam_median_delta,seam_ratio,p_mw
PFE,63,2952,0.0012737192030057576,0.00762684236029915,0.0013455224418199296,0.0012540415997462084,1.0729488097462119,0.10702993356386314
PFE,126,2952,0.0007315817947626951,0.007534435327406502,0.0008287691747492498,0.0007067724028931022,1.1726111140683564,0.05322430528699301
PG,21,2952,0.0021878392583786974,0.012206436003648855,0.0023790180202854574,0.0021082633841719572,1.128425432109775,0.019422555094445643
PG,63,2952,0.001014818117863997,0.008190331208218741,0.0009621416183179937,0.0010293969361684085,0.9346653215223754,0.4749057309586851
PG,126,2952,0.0004972963381414466,0.007021111768120889,0.000519353282477486,0.0004924554960470395,1.0546197304047902,0.2576078295931513
PLD,21,2952,0.003089954352557614,0.018429674845395486,0.0031013779283330517,0.003088828526119053,1.0040628355079868,0.5079216373802001
PLD,63,2952,0.0014965308775942016,0.009997615926697343,0.0015868830816043455,0.0014598847122638953,1.0869920537379347,0.15530171215102978
PLD,126,2952,0.0007838997939403902,0.00826761852925183,0.0008245821689700644,0.0007691857077470887,1.072019618493991,0.03444407490860048
PM,21,2952,0.0018600801820610052,0.014597402453698885,0.0019005315787893468,0.0018434028214467102,1.0309909243264592,0.3128690535586609
PM,63,2952,0.0008284012862802975,0.007761789556837894,0.0007917842910732525,0.0008502356773140152,0.9312527246264038,0.9101761871361309
PM,126,2952,0.00043692321023834635,0.006422091315812749,0.00046574444778975377,0.000431133252283708,1.0802795778862118,0.2501819933124638
PSX,21,2619,0.0036617977293233184,0.023017992288427443,0.003493584305812286,0.003707264373241592,0.9423617940571996,0.7178764954410342
PSX,63,2619,0.0017589232351337136,0.015382405629037895,0.001791106642686599,0.0017387055610040836,1.0301379847501346,0.37366041476015527
PSX,126,2619,0.0009774957537465045,0.013040816861168755,0.0010135978344122942,0.0009667753564506221,1.0484316006291,0.10734114397068195
QCOM,21,2952,0.00343031623693181,0.02210464588209915,0.0034823651740267525,0.0034222026585352394,1.0175800563246782,0.5632349549285656
QCOM,63,2952,0.0014455624876442558,0.01101857962815936,0.0012536872621276979,0.00152774094131701,0.8206150848107399,0.9836686514084187
QCOM,126,2952,0.0008910667610972367,0.010715536809965863,0.0008693158574449023,0.0009045111396438904,0.9610891666709106,0.8765468524748636
RTX,21,625,0.0018574213728144162,0.01658701111897755,0.0019836333465929057,0.001793087956805911,1.1062666162380677,0.6321423801575037
RTX,63,625,0.0006410680636829147,0.006235833345878664,0.0007549743461455344,0.0006165978669619987,1.224419328379,0.04935011650512813
RTX,126,625,0.0003313385892539933,0.004054831126872813,0.00037329243037410864,0.0003091858298389094,1.2073400342072589,0.14973222728011254
SBUX,21,2952,0.002179528053464691,0.015695243497288985,0.0022016087745865,0.0021732697489866976,1.0130398104574987,0.39232328045103604
SBUX,63,2952,0.0009635750740248084,0.009026681216771526,0.001002291167141539,0.0009497515244024507,1.0553193560517258,0.26686089755811415
SBUX,126,2952,0.0009150718719426465,0.009170758586753388,0.0009168504538076966,0.0009148659037783585,1.0021692250428635,0.4706808487120514
SCHW,21,2952,0.0028117838793541294,0.02067825780032146,0.003065205255405795,0.002719265989303013,1.127217884334828,0.09885277197051506
SCHW,63,2952,0.001528972295458897,0.012678006393937225,0.0016810923359121266,0.0014710831646951583,1.1427581908739244,0.006653412797048702
SCHW,126,2952,0.0008940860853938332,0.009678422688301278,0.000908076038700148,0.0008913267665594388,1.0187913936494493,0.26852503575897346
SLB,21,2952,0.004103443809085838,0.028902802522497266,0.003985935073886018,0.004169691289392763,0.9559304987459862,0.3569897558731559
SLB,63,2952,0.0019509869181107975,0.017168259182820004,0.002034586665757371,0.001928234615295385,1.055155140156891,0.11326257894164038
SLB,126,2952,0.0012500851021922388,0.01686153403963101,0.0013180480001617478,0.001232416142968512,1.0694829077676433,0.13443596634888205
SO,21,2952,0.002293822799810191,0.013331015625499695,0.002521125309718944,0.0022320476253563024,1.1295123280877557,0.05723104902435252
SO,63,2952,0.001059423822882155,0.008009803351284322,0.0010714992368786452,0.00105604383996033,1.0146351849549122,0.22565633793803547
SO,126,2952,0.0009870170575180387,0.008876738113601625,0.0009933811092426997,0.0009838510335797024,1.0096865026693345,0.14397565975249793
SPG,21,2952,0.002799891652989467,0.019737890785834208,0.002721908062690459,0.002816591035030999,0.9663838409045075,0.3629147514478498
SPG,63,2952,0.0015940812682728317,0.019373913981698493,0.001596458341729931,0.0015931171160507435,1.002097288168914,0.3525103417739205
SPG,126,2952,0.0008217293699594869,0.012762470135950204,0.0008095505672031517,0.0008338598762209493,0.9708472493868306,0.12906089950199662
T,21,2952,0.002695743294770951,0.019074346542120153,0.002890760911162249,0.002620904708024452,1.102962996827613,0.262182155174319
T,63,2952,0.0008682232383005056,0.01138667745115777,0.0008602359719615538,0.0008723577085046341,0.9861046260898422,0.3551418060334913
T,126,2952,0.000519823972462849,0.010030557049060987,0.0004960694204697441,0.0005341477544401896,0.9287119834279688,0.6514948392086137
TGT,21,2952,0.0025222480776614514,0.017995947113003376,0.002720609453769701,0.0024585209258750074,1.1066041476955966,0.02207684806206186
TGT,63,2952,0.001209536149980095,0.011151088723664266,0.0013025686461161368,0.0011690161275731553,1.1142435210198791,0.02184223448034526
TGT,126,2952,0.0009111862314540586,0.011089490124970009,0.0010638092732657978,0.0008643472080877429,1.2307661357746953,0.00597689707928369
TMO,21,2952,0.0034939110675061003,0.01811440771522116,0.0035527288302775045,0.003478124348275602,1.021449630470771,0.15516392055354683
TMO,63,2952,0.001264376338114534,0.007932817574506016,0.0013408910751462888,0.0012501066920428544,1.072621307990184,0.028657885283726783
TMO,126,2952,0.0006378637932617642,0.006903561071543326,0.0006226676113092744,0.0006436995825510605,0.9673264177701749,0.5763959334482524
TSLA,21,2952,0.005621125468367377,0.04257608161968069,0.005577981878857996,0.0056409915941008915,0.9888300285168323,0.3330151542560783
TSLA,63,2952,0.003011249642576014,0.03155019710234521,0.0028320083582565603,0.0030589832828554764,0.9258005344877068,0.8397895461542866
TSLA,126,2952,0.0020674606222102765,0.016787539378336856,0.002180128994992203,0.002028713487433109,1.0746362206871691,0.10664875167235205
TXN,21,2952,0.003344585115011303,0.021238106673718317,0.003553706104068549,0.003245818809499243,1.0948565870862046,0.1021510867935636
TXN,63,2952,0.00147848210062905,0.010156965450527288,0.0015185712417448982,0.0014669175633672954,1.0352123934347288,0.2739171523558566
TXN,126,2952,0.0009193405647321129,0.010165786707035874,0.0009986240788531497,0.0008797195788725898,1.1351618206939793,0.012660910175833099
UNH,21,2952,0.0031362058427901185,0.020707227743234632,0.0036074823946907614,0.002988392761196987,1.2071647480653784,0.004054996459644109
UNH,63,2952,0.0011724521724979786,0.011462693042022515,0.0012636541222198483,0.0011242026558815482,1.1240447757428118,0.014261172910201507
UNH,126,2952,0.0008758837737234682,0.009013771216379498,0.0009660734199452431,0.0008310009402374141,1.1625419096027005,0.01204729943900277
UPS,21,2952,0.0020838688895096907,0.014528834572988657,0.00222588994859306,0.002028008599785497,1.0975742158235884,0.044379658258239474
UPS,63,2952,0.0008826524473005068,0.008601226548492014,0.0009270804233703009,0.0008646918901760864,1.0721511718833279,0.10311971682506421
UPS,126,2952,0.0008323275348639941,0.009591597963419421,0.0009057521609799057,0.0008153303828150049,1.1109020098732383,0.2037698146431498
USB,21,2952,0.0028195200659288586,0.019885946387405942,0.0029406448436546453,0.002768112945331691,1.0623283448798295,0.03491663198418826
USB,63,2952,0.0011508302035862505,0.009776260839717487,0.0012143387848305986,0.0011283458155035564,1.0762115374076744,0.24475789362790762
USB,126,2952,0.0007026225622832616,0.007030952823395229,0.0007289097376036446,0.0006841492754677825,1.065424993844008,0.12997509213274128
WFC,21,2952,0.003006130046574962,0.018415516439111452,0.0028059203800380045,0.003058533061950655,0.9174072417083696,0.7452741363956032
WFC,63,2952,0.0013475536809437472,0.011942877901280432,0.001213415362325443,0.0014003213119029578,0.8665263836315393,0.9495097404113155
WFC,126,2952,0.0008561596018741013,0.00962454371743007,0.0009112852815093969,0.0008291145316274423,1.0991066333389,0.10834038813669222
WMT,21,2952,0.001893734515496348,0.015622436107312595,0.0019270156026087448,0.0018767278607267,1.0267954363199856,0.44729188608534964
WMT,63,2952,0.0007338485925606625,0.007854107176913096,0.000802954957323257,0.0007068056342971057,1.1360336114493037,0.011575711116445954
WMT,126,2952,0.0006301196781235141,0.007479951651443308,0.0006260419332082962,0.0006324596383041406,0.9898527831545857,0.6348798954449325
XOM,21,2952,0.002823519430695101,0.018853657530010948,0.0029543448110794512,0.002767118371555355,1.0676611602339436,0.27603738811915823
XOM,63,2952,0.0018002692920901925,0.01421248363464805,0.0017626873319240427,0.0018089076941604498,0.9744484683294694,0.5097264859812843
XOM,126,2952,0.0012395512149997179,0.014963204791274049,0.001270456587044999,0.0012371637104578587,1.0269106475607979,0.4301559484820317
