security_id,date,rv,iv_atm_30d,iv_atm_60d,iv_atm_91d,iv_atm_182d,vrp_wedge,vrp_wedge_ewma_21d,pfv_21,pfv_63,pfv_126,pfv_q15_21,pfv_q15_63,pfv_q15_126,pfv_cal_21,pfv_cal_63,pfv_cal_126,model_run_id
1,2024-06-25,0.2101483150807781,0.17859390322725632,,,,-0.0315544118535218,0.012584707983634676,0.2203911818263109,0.2110627744447535,0.188632627601046,0.1913030743598938,0.185130089521408,0.1877307891845703,0.2066502340735575,0.2066502340735575,0.1998472857957235,1
1,2024-06-26,0.2087954577273132,0.1787563247823253,,,,-0.0300391329449879,0.008709813353759897,0.2224747243939251,0.2122524265583534,0.1887678164843736,0.1910335123538971,0.1860414296388626,0.1876202672719955,0.2076421512454873,0.2076421512454873,0.2005161987971726,1
1,2024-06-27,0.2087192812063597,0.1801035105908496,,,,-0.0286157706155101,0.005316578447462625,0.2202598106616793,0.208523784391415,0.1888127938180283,0.1818181127309799,0.1814509034156799,0.1865127831697464,0.2060025419086938,0.2060025419086938,0.1995077335374853,1
1,2024-06-28,0.2099675483132961,0.1968224156095099,,,,-0.0131451327037862,0.003638241070076368,0.2251149659276521,0.2131056707976533,0.1886723706480677,0.191112145781517,0.18215112388134,0.1880422234535217,0.2086335461952471,0.2086335461952471,0.2011012506139254,1
1,2024-07-01,0.2083425290763751,0.1981888672334412,,,,-0.0101536618429339,0.0023844317143481616,0.2303271865390621,0.2120135905317637,0.1909653310284487,0.1921636164188385,0.1769199073314666,0.1881648004055023,0.2107201993382118,0.2107201993382118,0.2032359081457662,1
1,2024-07-02,0.2120540938940834,0.201277227183847,,,,-0.0107768667102364,0.0011879500393859287,0.2286067812234175,0.2046933564249375,0.1901546477312852,0.1968723833560943,0.1757452934980392,0.1864247918128967,0.2079841929832437,0.2079841929832437,0.2012322785488224,1
50,2025-09-25,0.2303497201047921,,,,,,0.03007753900385156,0.1748181767218494,0.186019831375343,0.2053500628088464,0.1505006253719329,0.1633483171463012,0.1841909289360046,0.1914086990317752,0.2038246747833887,0.2077975662639804,1
50,2025-09-26,0.229613995961555,,,,,,0.03007753900385156,0.1750043561838041,0.1864349080768602,0.2053166259358161,0.1492376923561096,0.1633633971214294,0.1842448413372039,0.1914658959734237,0.2038208641782083,0.2077706089340587,1
50,2025-09-29,0.2305220490872394,,,,,,0.03007753900385156,0.1760456899871189,0.1854558872462554,0.2059355308161769,0.1507886797189712,0.1629933565855026,0.1843021064996719,0.1917858083212171,0.2038298520636646,0.2082695797270185,1
50,2025-09-30,0.2269031185479458,,,,,,0.03007753900385156,0.1821670964942544,0.1853786403948775,0.2058886873543546,0.1505154371261596,0.1641040593385696,0.1865882277488708,0.1936663902453434,0.2038305612271781,0.2082318137955609,1
50,2025-10-01,0.227343956362399,,,,,,0.03007753900385156,0.1790296344164784,0.1849359324686565,0.2056264340143161,0.1512225121259689,0.1643113791942596,0.1882951706647873,0.1927025178960362,0.2038346255003857,0.2080203810517134,1
91,2025-09-25,0.1725112404335149,,,,,,0.030858625516945293,0.1634724619110353,0.1777157051434069,0.2005253714464972,0.1398263871669769,0.1542404443025589,0.1782023459672927,0.1875156934757985,0.1914255410607946,0.2028051028274048,1
91,2025-09-26,0.1673671493240623,,,,,,0.030858625516945293,0.164516533538252,0.1799583560220743,0.2005124939114758,0.1430511027574539,0.1534525752067566,0.1778972297906875,0.1879872843581003,0.1925134395252611,0.2027956743616115,1
91,2025-09-29,0.1616067874874936,,,,,,0.030858625516945293,0.1654105729685969,0.1784962120399791,0.2012896960984122,0.1516057103872299,0.15354984998703,0.1764133870601654,0.1883911080353061,0.1918041609620746,0.2033647137174987,1
91,2025-09-30,0.1629143013329521,,,,,,0.030858625516945293,0.1658527544304242,0.1804835653571056,0.201349280200463,0.1525456607341766,0.1549121886491775,0.1765215098857879,0.1885908345102765,0.1927682158859238,0.2034083390438578,1
91,2025-10-01,0.1611740690767468,,,,,,0.030858625516945293,0.1648669502297783,0.1778648984972182,0.199772599907268,0.1461185812950134,0.1544439643621444,0.1739509999752044,0.188145562116467,0.1914979139932309,0.2022539507089301,1
84,2025-09-25,0.4242604172879535,,,,,,0.09800323987763597,0.352120346227102,0.4070744809027542,0.4517408341469417,0.2852301299571991,0.3430298566818237,0.3865651190280914,0.4158135294691858,0.450436987020683,0.460493060968796,1
84,2025-09-26,0.4259716193942521,,,,,,0.09800323987763597,0.3587591962000701,0.4454453707035153,0.4525428952982199,0.2861303687095642,0.346732497215271,0.3912818729877472,0.4191694688554259,0.4630093758134835,0.4606947004991171,1
84,2025-09-29,0.4283708126914995,,,,,,0.09800323987763597,0.3579083504837656,0.4382469566692015,0.4533974230377464,0.2841759026050567,0.3481054604053497,0.385986864566803,0.418739366252929,0.4606507841727666,0.4609095302184843,1
84,2025-09-30,0.4291570152149859,,,,,,0.09800323987763597,0.3471909291599641,0.4042840116504035,0.4613708101394702,0.2860959470272064,0.3381000459194183,0.3799622356891632,0.4133217086034981,0.4495226776435204,0.4629140532248631,1
84,2025-10-01,0.4247935631922204,,,,,,0.09800323987763597,0.3460719420747974,0.408227114898634,0.4603543283073519,0.2860107719898224,0.3460089266300201,0.3825351595878601,0.4127560605097627,0.4508146525584708,0.4626585079726319,1
