ticker,n_obs,corr_wedge_chg_to_fwd_ret_21d,corr_wedge_chg_to_fwd_dd_42d,fwd_ret_when_wedge_top_decile,fwd_ret_when_wedge_bottom_decile,fwd_ret_baseline,spread_top_minus_bottom
AAPL,2894,0.14588053478718674,-0.010460856329698332,-0.0032375767039452973,-0.0061759261727790124,0.009406105271003374,0.002938349468833715
TSLA,2894,0.10460269003484873,0.013820662447228765,0.12649290951919426,0.054485964539538086,0.027119953618237175,0.07200694497965618
NVDA,2894,0.056868737939050326,-0.013926439398056425,0.08718702551564632,0.0356339327217819,0.03964976581560772,0.05155309279386442
KO,2894,0.05099287212956243,-0.042524408356279915,0.019147680586992958,0.006903457169454269,0.0053247894554746674,0.01224422341753869
