step,date,w_XGB,w_RF,w_LassoCV,cv_rmse_XGB,cv_rmse_RF,cv_rmse_LassoCV
22,2015-07-01,0.4094940146068833,0.3803035316733695,0.21020245371974725,0.04799150751972093,0.051675131689719954,0.09349193947796787
23,2015-08-06,0.4625454325658811,0.4384627938694282,0.09899177356469052,0.06221316041717254,0.06563022814889302,0.32365956635714405
24,2015-09-11,0.46670348334093037,0.4384548892744046,0.09484162738466494,0.06740144835466527,0.07174396157698958,0.727184857192629
25,2015-10-16,0.4304670257424954,0.42131315762868415,0.14821981662882044,0.07064539134292809,0.07218030328074058,0.20517169826191614
26,2015-11-20,0.4547142772977514,0.42975440222457867,0.11553132047767006,0.06672127962297209,0.07059641108292009,0.2626051387511397
27,2015-12-29,0.4470003860500309,0.4050805446677998,0.1479190692821694,0.06572726613002029,0.07252906544358076,0.1986228920767943
28,2016-02-04,0.4419441943306656,0.4047617790109677,0.15329402665836672,0.06801514633508848,0.07426318542919663,0.19608656452304365
29,2016-03-11,0.4349711619921054,0.4196755204730236,0.14535331753487102,0.06813081211385197,0.0706139316375326,0.20388209237479857
30,2016-04-18,0.4346935598637064,0.42350932967372545,0.1417971104625681,0.06635793515809485,0.06811034619072011,0.20342704421111538
31,2016-05-23,0.3889699139745266,0.3889333457332981,0.22209674029217527,0.06699177603062854,0.066998074722816,0.11732628459721876
32,2016-06-28,0.37446596129032594,0.3694017476325735,0.2561322910771005,0.06492281350005076,0.06581285530665774,0.09491729318756957
33,2016-08-03,0.3325304850404845,0.3182416724256542,0.34922784253386135,0.06438000064828606,0.06727061443369757,0.06130185006771189
34,2016-09-08,0.34453823114073806,0.31226258755021785,0.34319918130904414,0.06253333341657998,0.0689968153140267,0.06277731782606297
35,2016-10-13,0.3425689921821991,0.3131566690098343,0.3442743388079666,0.06255952079202708,0.06843524059981948,0.06224963516981744
36,2016-11-17,0.3185766507022806,0.32682817970211553,0.354595169595604,0.06382937705953373,0.06221785764793284,0.05734581546395474
37,2016-12-23,0.3119896255825835,0.33430466008716064,0.35370571433025594,0.06403825540974152,0.0597636638479346,0.05648557690417297
38,2017-02-01,0.32951095197575964,0.31914419463752297,0.3513448533867175,0.06082159183551449,0.06279725892919354,0.057041907496912625
39,2017-03-09,0.30862481546919385,0.30152754533285464,0.38984763919795157,0.07203209804084286,0.07372756920490776,0.057024567370602706
40,2017-04-13,0.3179202595234796,0.3008730891315609,0.38120665134495957,0.06956428634699201,0.07350572971759155,0.05801550390312665
41,2017-05-19,0.32292941698643185,0.29461435880706305,0.38245622420650516,0.0689828733225369,0.0756127405137243,0.05824614074542448
42,2017-06-26,0.3192794052325293,0.3004647800180593,0.38025581474941145,0.06917300400174425,0.07350450716552147,0.05808067810975784
43,2017-08-01,0.31695727908197446,0.29303902042949626,0.39000370048852934,0.07126582820739179,0.07708264574127915,0.057917970962438815
44,2017-09-06,0.39628702526772075,0.34499024652169724,0.258722728210582,0.0669631975888947,0.07691999018079121,0.10256789791316184
45,2017-10-11,0.38369636292962667,0.33382594970121826,0.28247768736915496,0.06762038477714495,0.07772222537557189,0.09185042521601139
46,2017-11-15,0.49636803093403487,0.4052400289079268,0.09839194015803822,0.06687121901240743,0.08190882671881576,0.4032583433378037
47,2017-12-21,0.4854041189730117,0.4169352200773069,0.09766066094968143,0.06640776672407754,0.07731321785117913,0.4340351181061501
48,2018-01-30,0.4781701726616662,0.42252818159099026,0.09930164574734351,0.06763432221268591,0.07654096682620992,0.35031824097330105
49,2018-03-07,0.4676476858454854,0.4363921451810031,0.09596016897351146,0.0693090663798804,0.07427316201399208,0.5833538555762924
50,2018-04-12,0.4740892577983751,0.4296353049513656,0.09627543725025928,0.06437624330723045,0.07103719144502647,0.5170283546085442
51,2018-05-17,0.48532334893373325,0.42325493555926386,0.09142171550700286,0.060932912886433675,0.06986844773175893,5.244341918891869
52,2018-06-22,0.4678318890946321,0.4407865719989967,0.09138153890637123,0.06008294528241894,0.06376945120258211,5.408717987944919
53,2018-07-30,0.4654431415413993,0.44312123681491494,0.09143562164368575,0.05944080184080675,0.06243508829183172,4.776776070012433
54,2018-09-04,0.4600314529127475,0.4485603655651699,0.09140818152208259,0.06071152936714689,0.06226411249717464,5.087291372148891
55,2018-10-09,0.4505548393780033,0.457925431849226,0.09151972877277069,0.061767324469543104,0.06077314125752031,4.143144051113304
56,2018-11-13,0.4425892224961378,0.4657765926562628,0.09163418484759926,0.06146130083966475,0.058401623828063964,3.4104809055609775
57,2018-12-20,0.45095219692419075,0.4573545416344353,0.09169326144137385,0.06112574045674793,0.0602700628030955,3.1955928198585064
58,2019-01-29,0.4521813833141564,0.4562508579394376,0.09156775874640591,0.06197722986143075,0.06142443141759793,3.8679931529348646
59,2019-03-06,0.31575002921244477,0.3236755448796496,0.36057442590790567,0.06423258932499291,0.06265979088194201,0.056247588565633784
60,2019-04-10,0.321715808581916,0.3161326365771378,0.3621515548409462,0.06395950591156607,0.0650890853397178,0.05681815771818641
61,2019-05-16,0.457660480074436,0.45071446177948926,0.09162505814607479,0.06623549322891324,0.06725625689805848,3.84900390856534
62,2019-06-21,0.4585470202313158,0.4497675361938834,0.0916854435748007,0.065379875214111,0.06665609353717862,3.5105586190729867
63,2019-07-29,0.45499280651483487,0.45314792526649283,0.09185926821867231,0.06485752833348493,0.0651215799403987,2.8233686245616627
64,2019-09-03,0.46117148688049864,0.44768325871606257,0.09114525440343882,0.06392365465844224,0.06584960748859829,11.347980827306978
65,2019-10-08,0.45548214833811906,0.4512405920528736,0.09327725960900723,0.06388428755662734,0.0644847849546595,1.1170178014602528
66,2019-11-12,0.45068543992014937,0.43215980150676075,0.11715475857308988,0.06288310315364805,0.06557874867013201,0.24190651198060456
67,2019-12-18,0.447623937746584,0.42905281563815895,0.1233232466152571,0.06226517224181916,0.06496025796240824,0.22600265844691314
68,2020-01-27,0.44389090149881677,0.42436178262348667,0.13174731587769653,0.06249822114618559,0.06537438775740807,0.21057272811847272
69,2020-03-03,0.467849468593413,0.43676072014180073,0.09538981126478635,0.07839516331562281,0.08397535264984494,0.7441404016632723
70,2020-04-07,0.46463685698889756,0.44256752015738277,0.09279562285371955,0.0830613254444917,0.08720331121031266,1.8597547016338263
71,2020-05-13,0.39854738734478756,0.39108729073586457,0.21036532191934793,0.08398238102024717,0.08558436781628848,0.15910872682450214
72,2020-06-18,0.40276102210280096,0.387288596179817,0.20995038171738212,0.08207387790843311,0.08535278157013726,0.157447482038106
73,2020-07-24,0.4046852948552307,0.38943268891647176,0.20588201622829763,0.08235690574991107,0.08558251434798214,0.16188217551653414
74,2020-08-28,0.422628987384142,0.4069509912499524,0.1704200213659057,0.08536594034090983,0.08865470707556121,0.21170118765512372
75,2020-10-05,0.42152191863825783,0.40087683620997044,0.17760124515177184,0.08678471080820739,0.0912541072569762,0.20597635887676644
76,2020-11-09,0.42446938438041465,0.39487467913785534,0.18065593648172995,0.08654437174336264,0.0930306199316217,0.20334474975423797
77,2020-12-15,0.4039155372823136,0.3827483875979597,0.21333607511972666,0.08489078325759652,0.08958550170517116,0.16072624524738874
78,2021-01-22,0.41320852503023703,0.37459468068052654,0.21219679428923638,0.08241537763602352,0.09091089219666437,0.16048657448789122
79,2021-03-01,0.40902291445712796,0.37923326108925876,0.21174382445361326,0.08336860114947071,0.0899173983801607,0.16104209085843066
80,2021-04-06,0.4047097860320846,0.38797506553573974,0.2073151484321757,0.08258113666204099,0.08614314969605234,0.1612105743431235
81,2021-05-11,0.41626423102974636,0.37468189932128954,0.20905386964896414,0.08025028618878444,0.08915649176221983,0.15979289800463617
82,2021-06-16,0.413320040436032,0.3865585510624005,0.2001214085015676,0.0799395124364095,0.08547373333702261,0.16510278815269605
83,2021-07-22,0.41938024452842854,0.3844584651363771,0.19616129033519433,0.07645821096550533,0.0834031920705544,0.16346274617243808
84,2021-08-26,0.41583042340790877,0.3885814301333101,0.19558814645878125,0.07685186322336425,0.08224104485099734,0.16339099992745734
85,2021-10-01,0.4138961101441344,0.39335584480657965,0.19274804504928597,0.07867331842722798,0.08278148373560366,0.16893857709858592
86,2021-11-05,0.3616711339792212,0.3415814624755663,0.29674740354521256,0.07837938941041868,0.08298917172852381,0.09552758443713237
87,2021-12-13,0.35100008458625587,0.34054237589816766,0.3084575395155765,0.07716527839190444,0.07953494530965412,0.08780793390628956
88,2022-01-19,0.328662591924251,0.306824353647977,0.3645130544277719,0.07744932264484378,0.0829617819465413,0.06983205351367129
89,2022-02-24,0.32624211259941194,0.32375878795465035,0.3499990994459377,0.07534711621515743,0.07592505064526477,0.07023275891629348
90,2022-03-31,0.3283654545133828,0.3195076487012966,0.35212689678532066,0.07519976378398112,0.07728454925757079,0.0701253009629663
91,2022-05-06,0.32863217892731206,0.32082622659210597,0.3505415944805821,0.07528070948361416,0.07711234786377909,0.07057554361117198
92,2022-06-13,0.327117583730035,0.3254017128837746,0.3474807033861904,0.07535872458804206,0.07575609753788322,0.07094254057849127
93,2022-07-20,0.32628107882871427,0.3268282375058486,0.3468906836654372,0.07509785699234978,0.07497213210272231,0.07063611377012535
94,2022-08-24,0.3276932776686226,0.32846488524614564,0.3438418370852318,0.07375844567056859,0.07358517729960383,0.0702943743624204
95,2022-09-29,0.32429136994410757,0.3340251989904437,0.3416834310654488,0.07420488089951799,0.07204247630470685,0.07042777113425386
96,2022-11-03,0.32523010612392705,0.33048020411674356,0.3442896897593294,0.07489290183376117,0.07370313291963058,0.07074689465243555
97,2022-12-09,0.32393440043657523,0.33152460644344456,0.3445409931199802,0.07535415307993869,0.07362893107760905,0.0708473095677633
98,2023-01-18,0.32651564230589547,0.3284294630397741,0.3450548946543303,0.07484694352592614,0.07441079619900372,0.07082553593242924
99,2023-02-23,0.33123621991723834,0.3280873054343286,0.34067647464843315,0.07388003743103559,0.07458912283608203,0.07183279782161164
100,2023-03-30,0.3225672711390887,0.3315991288345567,0.3458336000263546,0.07799351808718513,0.07586918694371031,0.07274641993722779
101,2023-05-05,0.3202422174060437,0.3298087042785459,0.3499490783154104,0.07989671584383343,0.07757921823579413,0.0731143558613084
102,2023-06-12,0.32302855229360333,0.3300115417167894,0.3469599059896072,0.07858087117750524,0.07691811299201069,0.07316080220289202
103,2023-07-19,0.325248512249176,0.3233469765723008,0.35140451117852317,0.07875517498285733,0.07921831763090668,0.07289321189756935
104,2023-08-23,0.32274426529588907,0.3244669193024936,0.3527888154016173,0.07822068875123701,0.07780540085943481,0.07155918107329168
105,2023-09-28,0.3262920155850239,0.3264115710271805,0.34729641338779565,0.07537207778905015,0.07534447110201398,0.07081359390014541
106,2023-11-02,0.32769198661726373,0.3295388253596838,0.3427691880230525,0.07292513673497107,0.07251644143883586,0.06971741850207115
107,2023-12-08,0.32417327281438363,0.3290124438765539,0.3468142833090625,0.0736800617798067,0.07259636288190867,0.06887002040524605
108,2024-01-17,0.32614018180166054,0.32794522080471733,0.3459145973936222,0.07294205134652997,0.07254057195518412,0.06877227519853131
109,2024-02-22,0.3818974374476618,0.3930091125009964,0.2250934500513419,0.07386478204669596,0.07177637892859728,0.12532026575997238
110,2024-03-28,0.369767156212125,0.38962077865286837,0.24061206513500671,0.07456073456759083,0.0707613974836508,0.11458324324125492
111,2024-05-03,0.353699976939057,0.3681436268752564,0.27815639618568655,0.0735147554678212,0.07063049694585498,0.09348038610728449
112,2024-06-10,0.35206626403263075,0.35665403485422,0.29127970111314927,0.07191044119973923,0.07098543098910577,0.08691728356414281
113,2024-07-17,0.3496248716798389,0.3658324705088997,0.28454265781126137,0.07321996527188314,0.0699760765548602,0.08996725186831107
114,2024-08-21,0.35646078783961777,0.37688223295609846,0.2666569792042838,0.07483024028813844,0.0707755475712353,0.10003130796326525
115,2024-09-26,0.3161567680174493,0.3327500703878929,0.35109316159465775,0.07469647634964754,0.07097157490445317,0.06726361868665842
116,2024-10-31,0.3165725737107034,0.33397376458621686,0.34945366170307984,0.07404923980151086,0.07019101771161339,0.06708173641975819
117,2024-12-06,0.3190409255499748,0.3290803154367412,0.35187875901328386,0.07401144789849257,0.07175354991224885,0.06710459280077602
118,2025-01-15,0.31606341179991404,0.33455015692177287,0.34938643127831304,0.07410752501417368,0.07001245317455966,0.06703945860269901
119,2025-02-21,0.3133724850268128,0.33656396620718,0.3500635487660072,0.07458166738015327,0.06944249768549114,0.06676457039514344
120,2025-03-28,0.32264019174795616,0.33246253530499736,0.3448972729470465,0.07552930644370633,0.0732978526173841,0.07065521192836162
121,2025-05-05,0.31890406570128854,0.33639697268916574,0.3446989616095457,0.07793040873124764,0.07387796622391685,0.07209863374729074
122,2025-06-10,0.32188948473724965,0.3350481275158395,0.34306238774691095,0.07667428709773824,0.07366298970084567,0.0719421529377761
123,2025-07-17,0.32199744301090066,0.33248277591542924,0.34551978107367015,0.07588367257068597,0.07349056944908465,0.07071765459595357
124,2025-08-21,0.31850238240885526,0.3335734642805032,0.3479241533106415,0.07673756172747298,0.07327050514394072,0.07024834578996499
125,2025-09-26,0.32015573985707585,0.3366422155519017,0.3432020445910225,0.07582352844133632,0.07211020105399531,0.07073191500253975
