timestamp,cpu_pct,mem_used_gb,mem_pct
2026-04-09 18:44:47,32.7,5.373771776,32.2
2026-04-09 18:44:49,32.5,5.369868288,32.2
2026-04-09 18:44:54,34.0,5.383221248,32.3
2026-04-09 18:44:59,33.1,5.381922816,32.3
2026-04-09 18:45:04,34.3,5.380575232,32.3
2026-04-09 18:45:09,34.1,5.370015744,32.2
2026-04-09 18:45:14,34.7,5.38937344,32.3
2026-04-09 18:45:19,34.2,5.384286208,32.3
2026-04-09 18:45:21,34.1,5.366525952,32.2
2026-04-09 18:45:26,34.2,5.383303168,32.3
2026-04-09 18:45:31,33.6,5.389262848,32.3
2026-04-09 18:45:36,34.7,5.382639616,32.3
2026-04-09 18:45:41,34.3,5.372563456,32.2
2026-04-09 18:45:46,33.9,5.378060288,32.2
2026-04-09 18:45:49,34.0,5.382569984,32.3
2026-04-09 18:45:54,34.2,5.388767232,32.3
2026-04-09 18:45:59,34.1,5.384101888,32.3
2026-04-09 18:46:04,34.9,5.385027584,32.3
2026-04-09 18:46:09,35.6,5.375295488,32.2
2026-04-09 18:46:14,34.7,5.400711168,32.4
2026-04-09 18:46:17,34.5,5.378281472,32.2
2026-04-09 18:46:22,33.2,5.378510848,32.2
2026-04-09 18:46:27,31.0,5.381988352,32.3
2026-04-09 18:46:32,31.8,5.384912896,32.3
2026-04-09 18:46:37,34.8,5.381451776,32.3
2026-04-09 18:46:42,35.1,5.39246592,32.3
2026-04-09 18:46:47,33.8,5.387051008,32.3
2026-04-09 18:46:51,33.0,5.396619264,32.3
2026-04-09 18:46:56,34.9,5.39619328,32.3
2026-04-09 18:47:01,33.5,5.385998336,32.3
2026-04-09 18:47:06,34.2,5.388435456,32.3
2026-04-09 18:47:11,35.4,5.394112512,32.3
2026-04-09 18:47:16,33.9,5.386203136,32.3
2026-04-09 18:47:19,34.6,5.396156416,32.3
2026-04-09 18:47:24,34.5,5.385744384,32.3
2026-04-09 18:47:29,34.3,5.3895168,32.3
2026-04-09 18:47:34,35.2,5.419634688,32.5
2026-04-09 18:47:39,33.2,5.389316096,32.3
2026-04-09 18:47:44,35.1,5.39256832,32.3
2026-04-09 18:47:49,32.8,5.404934144,32.4
2026-04-09 18:47:53,35.5,5.413654528,32.5
2026-04-09 18:47:58,36.1,5.396975616,32.4
2026-04-09 18:48:03,34.7,5.392470016,32.3
2026-04-09 18:48:08,34.4,5.400551424,32.4
2026-04-09 18:48:13,36.2,5.397508096,32.4
2026-04-09 18:48:18,35.8,5.401071616,32.4
2026-04-09 18:48:22,34.4,5.394448384,32.3
2026-04-09 18:48:27,35.9,5.403922432,32.4
2026-04-09 18:48:32,36.0,5.43000576,32.5
2026-04-09 18:48:37,33.4,5.397311488,32.4
2026-04-09 18:48:42,34.9,5.404307456,32.4
2026-04-09 18:48:47,35.8,5.39994112,32.4
2026-04-09 18:48:52,35.5,5.407973376,32.4
2026-04-09 18:48:56,35.6,5.410586624,32.4
2026-04-09 18:49:01,36.5,5.401808896,32.4
2026-04-09 18:49:06,34.6,5.41933568,32.5
2026-04-09 18:49:11,36.3,5.413040128,32.4
2026-04-09 18:49:16,35.4,5.409927168,32.4
2026-04-09 18:49:21,35.5,5.414301696,32.5
2026-04-09 18:49:25,34.5,5.41845504,32.5
2026-04-09 18:49:30,35.0,5.423644672,32.5
2026-04-09 18:49:35,35.3,5.41423616,32.5
2026-04-09 18:49:40,33.6,5.409275904,32.4
2026-04-09 18:49:45,35.3,5.421420544,32.5
2026-04-09 18:49:50,34.8,5.412233216,32.4
2026-04-09 18:49:55,36.4,5.426528256,32.5
2026-04-09 18:49:59,34.9,5.428064256,32.5
2026-04-09 18:50:04,36.9,5.419610112,32.5
2026-04-09 18:50:09,34.7,5.422727168,32.5
2026-04-09 18:50:14,35.5,5.415596032,32.5
2026-04-09 18:50:19,36.6,5.412892672,32.4
2026-04-09 18:50:24,35.8,5.413507072,32.4
2026-04-09 18:50:29,34.2,5.4223872,32.5
2026-04-09 18:50:34,34.6,5.429108736,32.5
2026-04-09 18:50:39,35.6,5.412794368,32.4
2026-04-09 18:50:44,34.0,5.417299968,32.5
2026-04-09 18:50:49,36.0,5.428310016,32.5
2026-04-09 18:50:54,34.5,5.422907392,32.5
2026-04-09 18:50:58,35.1,5.421215744,32.5
2026-04-09 18:51:03,36.5,5.433196544,32.6
2026-04-09 18:51:08,34.8,5.425405952,32.5
2026-04-09 18:51:13,35.2,5.431033856,32.6
2026-04-09 18:51:18,35.4,5.432758272,32.6
2026-04-09 18:51:23,35.0,5.429334016,32.5
2026-04-09 18:51:28,34.7,5.429465088,32.5
2026-04-09 18:51:32,35.2,5.428011008,32.5
2026-04-09 18:51:37,35.4,5.435813888,32.6
2026-04-09 18:51:42,34.1,5.443067904,32.6
2026-04-09 18:51:47,35.1,5.446975488,32.6
2026-04-09 18:51:52,35.3,5.444337664,32.6
2026-04-09 18:51:57,35.6,5.436694528,32.6
2026-04-09 18:52:01,35.0,5.453971456,32.7
2026-04-09 18:52:06,35.3,5.46408448,32.8
2026-04-09 18:52:11,36.0,5.4585344,32.7
2026-04-09 18:52:16,35.3,5.455958016,32.7
2026-04-09 18:52:21,35.5,5.470261248,32.8
2026-04-09 18:52:26,34.4,5.450153984,32.7
2026-04-09 18:52:31,33.7,5.450850304,32.7
2026-04-09 18:52:36,34.1,5.452775424,32.7
2026-04-09 18:52:41,35.3,5.46207744,32.7
2026-04-09 18:52:46,33.3,5.447811072,32.7
2026-04-09 18:52:51,33.9,5.456924672,32.7
2026-04-09 18:52:56,36.7,5.463330816,32.7
2026-04-09 18:53:01,48.9,5.611515904,33.6
2026-04-09 18:53:05,48.0,5.60631808,33.6
2026-04-09 18:53:10,38.4,5.566189568,33.4
2026-04-09 18:53:15,35.3,5.555318784,33.3
2026-04-09 18:53:20,47.0,5.597335552,33.6
2026-04-09 18:53:25,47.5,5.571457024,33.4
2026-04-09 18:53:30,41.6,5.564207104,33.4
2026-04-09 18:53:35,35.2,5.571473408,33.4
2026-04-09 18:53:39,36.6,5.51016448,33.0
2026-04-09 18:53:44,34.7,5.482446848,32.9
2026-04-09 18:53:49,35.5,5.496762368,32.9
2026-04-09 18:53:54,34.9,5.490733056,32.9
2026-04-09 18:53:59,34.5,5.49707776,33.0
2026-04-09 18:54:04,35.9,5.49255168,32.9
2026-04-09 18:54:09,34.7,5.485187072,32.9
2026-04-09 18:54:14,35.6,5.487157248,32.9
2026-04-09 18:54:19,34.9,5.479067648,32.8
2026-04-09 18:54:24,34.6,5.494530048,32.9
2026-04-09 18:54:29,34.4,5.49464064,32.9
2026-04-09 18:54:34,34.8,5.513019392,33.0
2026-04-09 18:54:39,36.1,5.502455808,33.0
2026-04-09 18:54:43,34.7,5.49658624,32.9
2026-04-09 18:54:48,36.0,5.4996992,33.0
2026-04-09 18:54:53,35.7,5.48714496,32.9
2026-04-09 18:54:58,34.6,5.490327552,32.9
2026-04-09 18:55:03,35.5,5.498200064,33.0
2026-04-09 18:55:08,35.0,5.509935104,33.0
2026-04-09 18:55:12,35.6,5.523369984,33.1
2026-04-09 18:55:17,34.5,5.49322752,32.9
2026-04-09 18:55:22,36.2,5.501042688,33.0
2026-04-09 18:55:27,34.3,5.497454592,33.0
2026-04-09 18:55:32,37.0,5.502763008,33.0
2026-04-09 18:55:37,34.4,5.489307648,32.9
2026-04-09 18:55:41,35.5,5.498372096,33.0
2026-04-09 18:55:46,35.3,5.492555776,32.9
2026-04-09 18:55:51,33.7,5.5078912,33.0
2026-04-09 18:55:56,35.5,5.489405952,32.9
2026-04-09 18:56:01,34.8,5.491716096,32.9
2026-04-09 18:56:07,34.2,5.50193152,33.0
2026-04-09 18:56:12,35.4,5.506301952,33.0
2026-04-09 18:56:16,35.4,5.49742592,33.0
2026-04-09 18:56:21,34.8,5.502824448,33.0
2026-04-09 18:56:26,35.4,5.51907328,33.1
2026-04-09 18:56:31,34.9,5.501100032,33.0
2026-04-09 18:56:36,35.9,5.49388288,32.9
2026-04-09 18:56:41,34.6,5.495181312,32.9
2026-04-09 18:56:45,35.0,5.508460544,33.0
2026-04-09 18:56:50,35.2,5.515411456,33.1
2026-04-09 18:56:55,34.1,5.504868352,33.0
2026-04-09 18:57:00,35.7,5.500162048,33.0
2026-04-09 18:57:05,34.8,5.51012352,33.0
2026-04-09 18:57:10,35.0,5.509750784,33.0
2026-04-09 18:57:15,35.1,5.504872448,33.0
2026-04-09 18:57:19,34.6,5.506490368,33.0
2026-04-09 18:57:24,35.3,5.504270336,33.0
2026-04-09 18:57:29,34.2,5.514371072,33.1
2026-04-09 18:57:34,34.7,5.488979968,32.9
2026-04-09 18:57:39,34.6,5.507219456,33.0
2026-04-09 18:57:44,34.8,5.500125184,33.0
2026-04-09 18:57:49,34.0,5.507588096,33.0
2026-04-09 18:57:54,35.4,5.49808128,33.0
2026-04-09 18:57:59,34.7,5.500481536,33.0
2026-04-09 18:58:04,34.8,5.507674112,33.0
2026-04-09 18:58:09,34.9,5.515890688,33.1
2026-04-09 18:58:14,35.2,5.498683392,33.0
2026-04-09 18:58:19,34.8,5.491277824,32.9
2026-04-09 18:58:23,35.6,5.503778816,33.0
2026-04-09 18:58:28,35.2,5.488427008,32.9
2026-04-09 18:58:33,34.5,5.497839616,33.0
2026-04-09 18:58:38,34.3,5.490819072,32.9
2026-04-09 18:58:43,36.4,5.502951424,33.0
2026-04-09 18:58:48,34.3,5.490249728,32.9
2026-04-09 18:58:52,34.7,5.502324736,33.0
2026-04-09 18:58:57,34.5,5.495947264,32.9
2026-04-09 18:59:02,34.6,5.503766528,33.0
2026-04-09 18:59:07,34.9,5.487706112,32.9
2026-04-09 18:59:12,33.9,5.499392,33.0
2026-04-09 18:59:17,34.6,5.489614848,32.9
2026-04-09 18:59:22,35.3,5.490765824,32.9
2026-04-09 18:59:26,34.7,5.486133248,32.9
2026-04-09 18:59:31,35.6,5.497413632,33.0
2026-04-09 18:59:36,34.9,5.500633088,33.0
2026-04-09 18:59:42,35.5,5.507575808,33.0
2026-04-09 18:59:47,35.1,5.495513088,32.9
2026-04-09 18:59:52,36.0,5.500854272,33.0
2026-04-09 18:59:56,35.2,5.50135808,33.0
2026-04-09 19:00:01,35.3,5.487284224,32.9
2026-04-09 19:00:06,35.7,5.50565888,33.0
2026-04-09 19:00:11,35.5,5.492281344,32.9
2026-04-09 19:00:16,34.5,5.502980096,33.0
2026-04-09 19:00:21,34.8,5.492666368,32.9
2026-04-09 19:00:25,35.9,5.503647744,33.0
2026-04-09 19:00:30,35.0,5.499039744,33.0
2026-04-09 19:00:35,34.4,5.487468544,32.9
2026-04-09 19:00:40,35.0,5.477289984,32.8
2026-04-09 19:00:45,34.5,5.492334592,32.9
2026-04-09 19:00:50,34.3,5.515005952,33.1
2026-04-09 19:00:55,35.7,5.47864576,32.8
2026-04-09 19:01:00,34.4,5.498499072,33.0
2026-04-09 19:01:05,34.0,5.480378368,32.9
2026-04-09 19:01:10,34.4,5.471203328,32.8
2026-04-09 19:01:15,36.0,5.481160704,32.9
2026-04-09 19:01:20,34.4,5.462102016,32.7
2026-04-09 19:01:25,34.8,5.4535168,32.7
2026-04-09 19:01:29,34.0,5.478187008,32.8
2026-04-09 19:01:34,36.3,5.489262592,32.9
2026-04-09 19:01:39,34.4,5.495218176,32.9
2026-04-09 19:01:44,34.1,5.48175872,32.9
2026-04-09 19:01:49,34.7,5.497004032,32.9
2026-04-09 19:01:54,35.4,5.473681408,32.8
2026-04-09 19:01:59,34.0,5.44548864,32.6
2026-04-09 19:02:04,34.6,5.483646976,32.9
2026-04-09 19:02:09,34.2,5.50897664,33.0
2026-04-09 19:02:14,31.8,5.474275328,32.8
2026-04-09 19:02:19,33.0,5.465264128,32.8
2026-04-09 19:02:24,32.8,5.489123328,32.9
2026-04-09 19:02:29,33.7,5.474930688,32.8
2026-04-09 19:02:34,34.3,5.476163584,32.8
2026-04-09 19:02:39,33.9,5.47330048,32.8
2026-04-09 19:02:44,33.8,5.484781568,32.9
2026-04-09 19:02:49,34.5,5.469609984,32.8
2026-04-09 19:02:54,34.2,5.448593408,32.7
2026-04-09 19:02:59,33.3,5.475168256,32.8
2026-04-09 19:03:04,33.9,5.499711488,33.0
2026-04-09 19:03:09,33.4,5.484449792,32.9
2026-04-09 19:03:14,33.8,5.457125376,32.7
2026-04-09 19:03:19,34.5,5.488320512,32.9
2026-04-09 19:03:24,33.9,5.471719424,32.8
2026-04-09 19:03:29,34.2,5.50483968,33.0
2026-04-09 19:03:34,34.3,5.473058816,32.8
2026-04-09 19:03:39,34.5,5.491851264,32.9
2026-04-09 19:03:44,34.3,5.48304896,32.9
2026-04-09 19:03:49,33.6,5.465526272,32.8
2026-04-09 19:03:54,35.4,5.492371456,32.9
2026-04-09 19:03:59,33.9,5.515866112,33.1
2026-04-09 19:04:04,33.8,5.484740608,32.9
2026-04-09 19:04:09,33.6,5.474299904,32.8
2026-04-09 19:04:14,35.4,5.49576704,32.9
2026-04-09 19:04:19,34.9,5.480271872,32.8
2026-04-09 19:04:24,33.6,5.500112896,33.0
2026-04-09 19:04:29,34.0,5.479043072,32.8
2026-04-09 19:04:34,34.3,5.506342912,33.0
2026-04-09 19:04:39,34.4,5.456474112,32.7
2026-04-09 19:04:44,34.2,5.501894656,33.0
2026-04-09 19:04:49,34.5,5.484875776,32.9
2026-04-09 19:04:54,34.3,5.506031616,33.0
2026-04-09 19:04:59,33.8,5.479768064,32.8
2026-04-09 19:05:04,34.3,5.469896704,32.8
2026-04-09 19:05:09,33.3,5.499891712,33.0
2026-04-09 19:05:14,33.5,5.483646976,32.9
2026-04-09 19:05:20,33.6,5.499916288,33.0
2026-04-09 19:05:25,33.1,5.475872768,32.8
2026-04-09 19:05:30,33.3,5.497372672,33.0
2026-04-09 19:05:35,34.3,5.479563264,32.8
2026-04-09 19:05:40,32.7,5.515976704,33.1
2026-04-09 19:05:45,33.4,5.51747584,33.1
2026-04-09 19:05:50,34.7,5.51467008,33.1
2026-04-09 19:05:55,33.0,5.501386752,33.0
2026-04-09 19:06:00,33.6,5.474320384,32.8
2026-04-09 19:06:05,33.9,5.499154432,33.0
2026-04-09 19:06:10,32.5,5.503000576,33.0
2026-04-09 19:06:15,34.1,5.53324544,33.2
2026-04-09 19:06:20,32.3,5.508104192,33.0
2026-04-09 19:06:25,34.1,5.516730368,33.1
2026-04-09 19:06:30,33.8,5.516709888,33.1
2026-04-09 19:06:35,33.2,5.536141312,33.2
2026-04-09 19:06:40,32.8,5.553770496,33.3
2026-04-09 19:06:45,33.6,5.559902208,33.3
2026-04-09 19:06:50,33.7,5.54795008,33.3
2026-04-09 19:06:55,31.9,5.547466752,33.3
2026-04-09 19:07:00,34.0,5.556477952,33.3
2026-04-09 19:07:05,33.9,5.559902208,33.3
2026-04-09 19:07:10,33.7,5.547347968,33.3
2026-04-09 19:07:15,32.9,5.545414656,33.2
2026-04-09 19:07:20,33.5,5.547773952,33.3
2026-04-09 19:07:25,34.6,5.551869952,33.3
2026-04-09 19:07:30,34.3,5.543804928,33.2
2026-04-09 19:07:35,33.3,5.546708992,33.2
2026-04-09 19:07:40,33.4,5.55339776,33.3
2026-04-09 19:07:45,35.0,5.550620672,33.3
2026-04-09 19:07:50,34.5,5.552500736,33.3
2026-04-09 19:07:55,33.1,5.54856448,33.3
2026-04-09 19:08:00,33.5,5.557919744,33.3
2026-04-09 19:08:05,33.8,5.569036288,33.4
2026-04-09 19:08:10,33.4,5.565210624,33.4
2026-04-09 19:08:15,33.0,5.561417728,33.3
2026-04-09 19:08:20,32.3,5.528600576,33.1
2026-04-09 19:08:25,33.6,5.545828352,33.2
2026-04-09 19:08:30,33.5,5.5395328,33.2
2026-04-09 19:08:35,32.4,5.556502528,33.3
2026-04-09 19:08:40,33.1,5.55442176,33.3
2026-04-09 19:08:45,33.2,5.554356224,33.3
2026-04-09 19:08:50,33.6,5.566754816,33.4
2026-04-09 19:08:55,33.0,5.526429696,33.1
2026-04-09 19:09:00,34.0,5.533626368,33.2
2026-04-09 19:09:05,33.8,5.535330304,33.2
2026-04-09 19:09:10,32.5,5.548408832,33.3
2026-04-09 19:09:15,33.1,5.55644928,33.3
2026-04-09 19:09:20,33.1,5.556596736,33.3
2026-04-09 19:09:25,33.6,5.563174912,33.3
2026-04-09 19:09:30,34.9,5.555183616,33.3
2026-04-09 19:09:35,33.4,5.556477952,33.3
2026-04-09 19:09:40,33.6,5.562281984,33.3
2026-04-09 19:09:45,33.1,5.55522048,33.3
2026-04-09 19:09:50,32.5,5.575991296,33.4
2026-04-09 19:09:55,34.2,5.575938048,33.4
2026-04-09 19:10:00,32.4,5.579431936,33.4
2026-04-09 19:10:05,31.9,5.572919296,33.4
2026-04-09 19:10:10,30.9,5.561081856,33.3
2026-04-09 19:10:15,31.9,5.571411968,33.4
2026-04-09 19:10:20,32.6,5.562978304,33.3
2026-04-09 19:10:25,32.4,5.557092352,33.3
2026-04-09 19:10:30,32.0,5.56238848,33.3
2026-04-09 19:10:35,31.2,5.558951936,33.3
2026-04-09 19:10:40,32.8,5.571088384,33.4
2026-04-09 19:10:45,31.5,5.571600384,33.4
2026-04-09 19:10:50,31.5,5.567852544,33.4
2026-04-09 19:10:55,30.9,5.545721856,33.2
2026-04-09 19:11:00,32.2,5.557796864,33.3
2026-04-09 19:11:05,32.2,5.576585216,33.4
2026-04-09 19:11:10,31.9,5.559738368,33.3
2026-04-09 19:11:15,31.8,5.562318848,33.3
2026-04-09 19:11:20,32.6,5.568995328,33.4
2026-04-09 19:11:25,30.5,5.562343424,33.3
2026-04-09 19:11:30,31.5,5.560844288,33.3
2026-04-09 19:11:35,31.7,5.573410816,33.4
2026-04-09 19:11:40,32.1,5.57807616,33.4
2026-04-09 19:11:45,31.9,5.575479296,33.4
2026-04-09 19:11:50,33.1,5.576015872,33.4
2026-04-09 19:11:55,33.3,5.576085504,33.4
2026-04-09 19:12:00,33.6,5.58391296,33.5
2026-04-09 19:12:05,33.2,5.55608064,33.3
2026-04-09 19:12:10,33.2,5.54457088,33.2
2026-04-09 19:12:15,33.9,5.553442816,33.3
2026-04-09 19:12:20,33.5,5.577654272,33.4
2026-04-09 19:12:25,32.3,5.561167872,33.3
2026-04-09 19:12:30,33.7,5.555699712,33.3
2026-04-09 19:12:35,34.5,5.561196544,33.3
2026-04-09 19:12:40,33.8,5.581443072,33.5
2026-04-09 19:12:45,32.9,5.5540736,33.3
2026-04-09 19:12:50,33.8,5.563723776,33.3
2026-04-09 19:12:55,33.1,5.573844992,33.4
2026-04-09 19:13:00,33.8,5.541384192,33.2
2026-04-09 19:13:05,33.1,5.552513024,33.3
2026-04-09 19:13:10,32.8,5.564194816,33.4
2026-04-09 19:13:15,33.5,5.570695168,33.4
2026-04-09 19:13:20,33.8,5.544505344,33.2
2026-04-09 19:13:25,33.6,5.570760704,33.4
2026-04-09 19:13:30,33.0,5.56793856,33.4
2026-04-09 19:13:35,34.1,5.567311872,33.4
2026-04-09 19:13:40,33.7,5.543276544,33.2
2026-04-09 19:13:45,33.7,5.566132224,33.4
2026-04-09 19:13:50,32.4,5.5661568,33.4
2026-04-09 19:13:55,33.8,5.566861312,33.4
2026-04-09 19:14:00,33.5,5.545951232,33.2
2026-04-09 19:14:05,32.7,5.576593408,33.4
2026-04-09 19:14:10,33.7,5.569073152,33.4
2026-04-09 19:14:15,34.0,5.566554112,33.4
2026-04-09 19:14:20,32.3,5.550948352,33.3
2026-04-09 19:14:25,32.8,5.576032256,33.4
2026-04-09 19:14:30,32.5,5.571612672,33.4
2026-04-09 19:14:35,35.0,5.563793408,33.4
2026-04-09 19:14:40,33.8,5.540753408,33.2
2026-04-09 19:14:45,33.5,5.571653632,33.4
2026-04-09 19:14:50,33.1,5.558566912,33.3
2026-04-09 19:14:55,34.5,5.566468096,33.4
2026-04-09 19:15:00,33.1,5.549314048,33.3
2026-04-09 19:15:05,33.1,5.5739392,33.4
2026-04-09 19:15:10,33.0,5.53797632,33.2
2026-04-09 19:15:15,34.4,5.54416128,33.2
2026-04-09 19:15:20,33.9,5.537452032,33.2
2026-04-09 19:15:25,33.3,5.569142784,33.4
2026-04-09 19:15:30,33.3,5.561552896,33.3
2026-04-09 19:15:35,33.4,5.574807552,33.4
2026-04-09 19:15:40,32.2,5.553332224,33.3
2026-04-09 19:15:45,33.3,5.581770752,33.5
2026-04-09 19:15:50,33.2,5.571997696,33.4
2026-04-09 19:15:55,34.1,5.578375168,33.4
2026-04-09 19:16:00,33.1,5.552181248,33.3
2026-04-09 19:16:05,32.5,5.587521536,33.5
2026-04-09 19:16:10,33.8,5.576040448,33.4
2026-04-09 19:16:15,34.8,5.58340096,33.5
2026-04-09 19:16:20,33.2,5.55440128,33.3
2026-04-09 19:16:25,32.8,5.58000128,33.4
2026-04-09 19:16:30,33.5,5.577986048,33.4
2026-04-09 19:16:35,33.9,5.577039872,33.4
2026-04-09 19:16:40,33.1,5.553557504,33.3
2026-04-09 19:16:45,33.5,5.601693696,33.6
2026-04-09 19:16:50,32.0,5.580836864,33.5
2026-04-09 19:16:55,34.1,5.578821632,33.4
2026-04-09 19:17:00,33.1,5.559042048,33.3
2026-04-09 19:17:05,33.0,5.562585088,33.3
2026-04-09 19:17:10,33.0,5.555367936,33.3
2026-04-09 19:17:15,32.2,5.56982272,33.4
2026-04-09 19:17:20,33.4,5.566554112,33.4
2026-04-09 19:17:25,32.9,5.561184256,33.3
2026-04-09 19:17:30,33.3,5.554909184,33.3
2026-04-09 19:17:35,33.0,5.550854144,33.3
2026-04-09 19:17:40,32.8,5.567442944,33.4
2026-04-09 19:17:45,33.7,5.564575744,33.4
2026-04-09 19:17:50,33.7,5.57312,33.4
2026-04-09 19:17:55,34.2,5.552955392,33.3
2026-04-09 19:18:00,34.3,5.553127424,33.3
2026-04-09 19:18:05,33.3,5.57019136,33.4
2026-04-09 19:18:10,33.2,5.566828544,33.4
2026-04-09 19:18:15,34.3,5.55636736,33.3
2026-04-09 19:18:20,33.8,5.556027392,33.3
2026-04-09 19:18:25,32.1,5.560057856,33.3
2026-04-09 19:18:30,33.9,5.572104192,33.4
2026-04-09 19:18:35,33.9,5.55984896,33.3
2026-04-09 19:18:40,33.3,5.564248064,33.4
2026-04-09 19:18:45,33.4,5.555601408,33.3
2026-04-09 19:18:50,33.7,5.559676928,33.3
2026-04-09 19:18:55,33.7,5.576884224,33.4
2026-04-09 19:19:00,33.9,5.567135744,33.4
2026-04-09 19:19:05,32.5,5.559123968,33.3
2026-04-09 19:19:10,33.8,5.554413568,33.3
2026-04-09 19:19:15,33.2,5.565239296,33.4
2026-04-09 19:19:20,34.4,5.564121088,33.4
2026-04-09 19:19:25,34.4,5.555580928,33.3
2026-04-09 19:19:30,32.9,5.5583744,33.3
2026-04-09 19:19:35,34.0,5.563416576,33.3
2026-04-09 19:19:40,33.8,5.575913472,33.4
2026-04-09 19:19:45,33.2,5.55583488,33.3
2026-04-09 19:19:50,33.4,5.556424704,33.3
2026-04-09 19:19:55,33.2,5.558669312,33.3
2026-04-09 19:20:00,32.5,5.555396608,33.3
2026-04-09 19:20:05,33.9,5.581656064,33.5
2026-04-09 19:20:10,33.8,5.547528192,33.3
2026-04-09 19:20:15,32.6,5.557551104,33.3
2026-04-09 19:20:20,33.6,5.563969536,33.4
2026-04-09 19:20:25,33.8,5.560619008,33.3
2026-04-09 19:20:30,33.6,5.5527424,33.3
2026-04-09 19:20:35,33.6,5.560344576,33.3
2026-04-09 19:20:40,34.7,5.568720896,33.4
2026-04-09 19:20:45,33.1,5.573632,33.4
2026-04-09 19:20:50,34.0,5.557252096,33.3
2026-04-09 19:20:55,33.5,5.562494976,33.3
2026-04-09 19:21:00,32.6,5.564993536,33.4
2026-04-09 19:21:05,34.1,5.574217728,33.4
2026-04-09 19:21:10,34.4,5.576708096,33.4
2026-04-09 19:21:15,34.7,5.556092928,33.3
2026-04-09 19:21:20,34.2,5.560676352,33.3
2026-04-09 19:21:26,35.5,5.571248128,33.4
2026-04-09 19:21:31,34.2,5.577588736,33.4
2026-04-09 19:21:36,33.5,5.560610816,33.3
2026-04-09 19:21:41,35.0,5.568544768,33.4
2026-04-09 19:21:46,34.3,5.566316544,33.4
2026-04-09 19:21:51,34.6,5.563936768,33.4
2026-04-09 19:21:56,35.1,5.570797568,33.4
2026-04-09 19:22:01,34.4,5.564637184,33.4
2026-04-09 19:22:06,34.6,5.571403776,33.4
2026-04-09 19:22:11,32.9,5.563060224,33.3
2026-04-09 19:22:16,34.1,5.561704448,33.3
2026-04-09 19:22:21,33.3,5.574336512,33.4
2026-04-09 19:22:26,33.0,5.5729152,33.4
2026-04-09 19:22:31,34.7,5.56341248,33.3
2026-04-09 19:22:36,34.5,5.556932608,33.3
2026-04-09 19:22:41,33.9,5.556547584,33.3
2026-04-09 19:22:46,33.4,5.568499712,33.4
2026-04-09 19:22:51,34.8,5.565857792,33.4
2026-04-09 19:22:56,34.9,5.560754176,33.3
2026-04-09 19:23:01,34.0,5.557202944,33.3
2026-04-09 19:23:06,35.5,5.570011136,33.4
2026-04-09 19:23:11,34.9,5.568049152,33.4
2026-04-09 19:23:16,33.5,5.56648448,33.4
